ticket_number,booking_id,itinerary_id,passenger_id,leg_sequence,total_legs,trip_id,route_id,origin_terminal_id,destination_terminal_id,base_fare,discount_amount,tax_amount,net_ticket_revenue,loyalty_points_earned,loyalty_points_redeemed,promotion_code
TICK-014224,BKG-007136,ITI-007136,P00241,1,2,TRIP-002981,RTE-27,TRM-05,TRM-10,232000,0,26000,258000,26,0,
TICK-014225,BKG-007136,ITI-007136,P00241,2,2,TRIP-002993,RTE-28,TRM-10,TRM-15,190000,0,21000,211000,21,0,
TICK-014226,BKG-007137,ITI-007137,P03411,1,2,TRIP-001655,RTE-07,TRM-07,TRM-08,294000,0,32000,326000,33,0,
TICK-014227,BKG-007137,ITI-007137,P03411,2,2,TRIP-001744,RTE-08,TRM-08,TRM-09,155000,0,17000,172000,17,0,
TICK-014228,BKG-007138,ITI-007138,P01707,1,2,TRIP-000155,RTE-14,TRM-14,TRM-15,386000,0,42000,428000,43,0,
TICK-014229,BKG-007138,ITI-007138,P01707,2,2,TRIP-001472,RTE-15,TRM-15,TRM-16,189000,0,21000,210000,21,0,
TICK-014230,BKG-007139,ITI-007139,P03224,1,2,TRIP-003529,RTE-19,TRM-19,TRM-20,75000,0,8000,83000,8,0,
TICK-014231,BKG-007139,ITI-007139,P03224,2,2,TRIP-003530,RTE-30,TRM-20,TRM-25,351000,0,39000,390000,39,0,
TICK-014232,BKG-007140,ITI-007140,P03960,1,2,TRIP-002463,RTE-30,TRM-20,TRM-25,351000,0,39000,390000,39,0,
TICK-014233,BKG-007140,ITI-007140,P03960,2,2,TRIP-000786,RTE-25,TRM-25,TRM-01,267000,0,29000,296000,30,0,
TICK-014234,BKG-007141,ITI-007141,P02701,1,3,TRIP-000022,RTE-06,TRM-06,TRM-07,98000,0,11000,109000,11,0,
TICK-014235,BKG-007141,ITI-007141,P02701,2,3,TRIP-000023,RTE-07,TRM-07,TRM-08,294000,0,32000,326000,33,0,
TICK-014236,BKG-007141,ITI-007141,P02701,3,3,TRIP-000024,RTE-08,TRM-08,TRM-09,155000,0,17000,172000,17,0,
TICK-014237,BKG-007142,ITI-007142,P03424,1,1,TRIP-002200,RTE-01,TRM-01,TRM-02,248000,25000,25000,248000,25,0,EARLY10
TICK-014238,BKG-007143,ITI-007143,P03423,1,3,TRIP-002338,RTE-26,TRM-01,TRM-05,111000,0,12000,123000,12,0,
TICK-014239,BKG-007143,ITI-007143,P03423,2,3,TRIP-000779,RTE-27,TRM-05,TRM-10,470000,0,52000,522000,52,0,
TICK-014240,BKG-007143,ITI-007143,P03423,3,3,TRIP-000780,RTE-28,TRM-10,TRM-15,284000,0,31000,315000,32,0,
TICK-014241,BKG-007144,ITI-007144,P02401,1,2,TRIP-003096,RTE-11,TRM-11,TRM-12,174000,9000,18000,183000,18,0,APP5
TICK-014242,BKG-007144,ITI-007144,P02401,2,2,TRIP-003097,RTE-12,TRM-12,TRM-13,88000,4000,9000,93000,9,0,APP5
TICK-014243,BKG-007145,ITI-007145,P01251,1,2,TRIP-000727,RTE-27,TRM-05,TRM-10,348000,0,38000,386000,39,0,
TICK-014244,BKG-007145,ITI-007145,P01251,2,2,TRIP-001096,RTE-28,TRM-10,TRM-15,284000,0,31000,315000,32,0,
TICK-014245,BKG-007146,ITI-007146,P00641,1,3,TRIP-003272,RTE-25,TRM-25,TRM-01,214000,0,24000,238000,24,0,
TICK-014246,BKG-007146,ITI-007146,P00641,2,3,TRIP-003608,RTE-26,TRM-01,TRM-05,93000,0,10000,103000,10,0,
TICK-014247,BKG-007146,ITI-007146,P00641,3,3,TRIP-000638,RTE-05,TRM-05,TRM-06,339000,0,37000,376000,38,0,
TICK-014248,BKG-007147,ITI-007147,P00037,1,1,TRIP-001233,RTE-03,TRM-03,TRM-04,87000,0,10000,97000,10,0,
TICK-014249,BKG-007148,ITI-007148,P00212,1,2,TRIP-001486,RTE-16,TRM-16,TRM-17,173000,17000,17000,173000,17,0,EARLY10
TICK-014250,BKG-007148,ITI-007148,P00212,2,2,TRIP-001916,RTE-17,TRM-17,TRM-18,92000,9000,9000,92000,9,0,EARLY10
TICK-014251,BKG-007149,ITI-007149,P03800,1,2,TRIP-001793,RTE-02,TRM-02,TRM-03,120000,6000,13000,127000,13,0,APP5
TICK-014252,BKG-007149,ITI-007149,P03800,2,2,TRIP-000867,RTE-03,TRM-03,TRM-04,83000,4000,9000,88000,9,0,APP5
TICK-014253,BKG-007150,ITI-007150,P02333,1,3,TRIP-001161,RTE-09,TRM-09,TRM-10,207000,0,23000,230000,23,0,
TICK-014254,BKG-007150,ITI-007150,P02333,2,3,TRIP-003609,RTE-10,TRM-10,TRM-11,231000,0,25000,256000,26,0,
TICK-014255,BKG-007150,ITI-007150,P02333,3,3,TRIP-003610,RTE-11,TRM-11,TRM-12,218000,0,24000,242000,24,0,
TICK-014256,BKG-007151,ITI-007151,P03796,1,3,TRIP-000114,RTE-25,TRM-25,TRM-01,257000,13000,27000,271000,27,30,APP5
TICK-014257,BKG-007151,ITI-007151,P03796,2,3,TRIP-003255,RTE-01,TRM-01,TRM-02,248000,12000,26000,262000,26,0,APP5
TICK-014258,BKG-007151,ITI-007151,P03796,3,3,TRIP-003611,RTE-02,TRM-02,TRM-03,120000,6000,13000,127000,13,0,APP5
TICK-014259,BKG-007152,ITI-007152,P01998,1,2,TRIP-000592,RTE-09,TRM-09,TRM-10,199000,0,22000,221000,22,0,
TICK-014260,BKG-007152,ITI-007152,P01998,2,2,TRIP-000593,RTE-10,TRM-10,TRM-11,277000,0,30000,307000,31,0,
TICK-014261,BKG-007153,ITI-007153,P00699,1,2,TRIP-000028,RTE-18,TRM-18,TRM-19,235000,0,26000,261000,26,0,
TICK-014262,BKG-007153,ITI-007153,P00699,2,2,TRIP-000029,RTE-19,TRM-19,TRM-20,90000,0,10000,100000,10,0,
TICK-014263,BKG-007154,ITI-007154,P03522,1,2,TRIP-002820,RTE-03,TRM-03,TRM-04,70000,0,8000,78000,8,0,
TICK-014264,BKG-007154,ITI-007154,P03522,2,2,TRIP-002821,RTE-04,TRM-04,TRM-05,131000,0,14000,145000,14,0,
TICK-014265,BKG-007155,ITI-007155,P02203,1,1,TRIP-001687,RTE-14,TRM-14,TRM-15,386000,39000,38000,385000,38,0,EARLY10
TICK-014266,BKG-007156,ITI-007156,P03948,1,1,TRIP-000279,RTE-09,TRM-09,TRM-10,199000,20000,20000,199000,20,0,EARLY10
TICK-014267,BKG-007157,ITI-007157,P01502,1,2,TRIP-000256,RTE-24,TRM-24,TRM-25,470000,47000,47000,470000,47,0,EARLY10
TICK-014268,BKG-007157,ITI-007157,P01502,2,2,TRIP-000257,RTE-25,TRM-25,TRM-01,257000,26000,25000,256000,26,0,EARLY10
TICK-014269,BKG-007158,ITI-007158,P02515,1,2,TRIP-001162,RTE-07,TRM-07,TRM-08,396000,0,44000,440000,44,0,
TICK-014270,BKG-007158,ITI-007158,P02515,2,2,TRIP-001841,RTE-08,TRM-08,TRM-09,155000,0,17000,172000,17,0,
TICK-014271,BKG-007159,ITI-007159,P03125,1,3,TRIP-001122,RTE-20,TRM-20,TRM-21,149000,15000,15000,149000,15,0,EARLY10
TICK-014272,BKG-007159,ITI-007159,P03125,2,3,TRIP-001123,RTE-21,TRM-21,TRM-22,156000,16000,15000,155000,16,0,EARLY10
TICK-014273,BKG-007159,ITI-007159,P03125,3,3,TRIP-002169,RTE-22,TRM-22,TRM-23,148000,15000,15000,148000,15,0,EARLY10
TICK-014274,BKG-007160,ITI-007160,P01385,1,3,TRIP-001877,RTE-06,TRM-06,TRM-07,81000,0,9000,90000,9,0,
TICK-014275,BKG-007160,ITI-007160,P01385,2,3,TRIP-001061,RTE-07,TRM-07,TRM-08,245000,0,27000,272000,27,0,
TICK-014276,BKG-007160,ITI-007160,P01385,3,3,TRIP-001062,RTE-08,TRM-08,TRM-09,129000,0,14000,143000,14,0,
TICK-014277,BKG-007161,ITI-007161,P03787,1,1,TRIP-001865,RTE-18,TRM-18,TRM-19,235000,0,26000,261000,26,0,
TICK-014278,BKG-007162,ITI-007162,P01795,1,2,TRIP-002792,RTE-14,TRM-14,TRM-15,275000,14000,29000,290000,29,0,APP5
TICK-014279,BKG-007162,ITI-007162,P01795,2,2,TRIP-003517,RTE-29,TRM-15,TRM-20,451000,23000,47000,475000,48,0,APP5
TICK-014280,BKG-007163,ITI-007163,P03106,1,2,TRIP-000749,RTE-04,TRM-04,TRM-05,131000,0,14000,145000,14,0,
TICK-014281,BKG-007163,ITI-007163,P03106,2,2,TRIP-000437,RTE-27,TRM-05,TRM-10,290000,0,32000,322000,32,0,
TICK-014282,BKG-007164,ITI-007164,P03224,1,1,TRIP-003075,RTE-21,TRM-21,TRM-22,195000,0,21000,216000,22,20,
TICK-014283,BKG-007165,ITI-007165,P01501,1,2,TRIP-000726,RTE-24,TRM-24,TRM-25,279000,0,31000,310000,31,0,
TICK-014284,BKG-007165,ITI-007165,P01501,2,2,TRIP-000410,RTE-25,TRM-25,TRM-01,433000,0,48000,481000,48,0,
TICK-014285,BKG-007166,ITI-007166,P02861,1,1,TRIP-003093,RTE-30,TRM-20,TRM-25,351000,18000,37000,370000,37,0,APP5
TICK-014286,BKG-007167,ITI-007167,P03661,1,2,TRIP-003237,RTE-24,TRM-24,TRM-25,290000,0,32000,322000,32,0,
TICK-014287,BKG-007167,ITI-007167,P03661,2,2,TRIP-002337,RTE-25,TRM-25,TRM-01,361000,0,40000,401000,40,0,
TICK-014288,BKG-007168,ITI-007168,P02883,1,2,TRIP-001371,RTE-12,TRM-12,TRM-13,88000,4000,9000,93000,9,0,APP5
TICK-014289,BKG-007168,ITI-007168,P02883,2,2,TRIP-001372,RTE-13,TRM-13,TRM-14,135000,7000,14000,142000,14,0,APP5
TICK-014290,BKG-007169,ITI-007169,P01506,1,2,TRIP-002354,RTE-11,TRM-11,TRM-12,174000,17000,17000,174000,17,0,EARLY10
TICK-014291,BKG-007169,ITI-007169,P01506,2,2,TRIP-002201,RTE-12,TRM-12,TRM-13,148000,15000,15000,148000,15,0,EARLY10
TICK-014292,BKG-007170,ITI-007170,P02849,1,3,TRIP-002669,RTE-21,TRM-21,TRM-22,187000,0,21000,208000,21,0,
TICK-014293,BKG-007170,ITI-007170,P02849,2,3,TRIP-001237,RTE-22,TRM-22,TRM-23,222000,0,24000,246000,25,0,
TICK-014294,BKG-007170,ITI-007170,P02849,3,3,TRIP-002632,RTE-23,TRM-23,TRM-24,178000,0,20000,198000,20,0,
TICK-014295,BKG-007171,ITI-007171,P00392,1,2,TRIP-000785,RTE-24,TRM-24,TRM-25,290000,29000,29000,290000,29,0,EARLY10
TICK-014296,BKG-007171,ITI-007171,P00392,2,2,TRIP-000786,RTE-25,TRM-25,TRM-01,267000,27000,26000,266000,27,0,EARLY10
TICK-014297,BKG-007172,ITI-007172,P02453,1,2,TRIP-001481,RTE-11,TRM-11,TRM-12,209000,0,23000,232000,23,0,
TICK-014298,BKG-007172,ITI-007172,P02453,2,2,TRIP-000151,RTE-12,TRM-12,TRM-13,106000,0,12000,118000,12,0,
TICK-014299,BKG-007173,ITI-007173,P02606,1,2,TRIP-001257,RTE-09,TRM-09,TRM-10,199000,10000,21000,210000,21,0,APP5
TICK-014300,BKG-007173,ITI-007173,P02606,2,2,TRIP-001258,RTE-10,TRM-10,TRM-11,277000,14000,29000,292000,29,0,APP5
TICK-014301,BKG-007174,ITI-007174,P00410,1,2,TRIP-002928,RTE-07,TRM-07,TRM-08,245000,12000,26000,259000,26,0,APP5
TICK-014302,BKG-007174,ITI-007174,P00410,2,2,TRIP-002929,RTE-08,TRM-08,TRM-09,129000,6000,14000,137000,14,0,APP5
TICK-014303,BKG-007175,ITI-007175,P00725,1,1,TRIP-002799,RTE-16,TRM-16,TRM-17,208000,21000,21000,208000,21,30,EARLY10
TICK-014304,BKG-007176,ITI-007176,P00749,1,2,TRIP-000743,RTE-04,TRM-04,TRM-05,157000,0,17000,174000,17,10,
TICK-014305,BKG-007176,ITI-007176,P00749,2,2,TRIP-002687,RTE-05,TRM-05,TRM-06,326000,0,36000,362000,36,0,
TICK-014306,BKG-007177,ITI-007177,P03103,1,2,TRIP-000446,RTE-04,TRM-04,TRM-05,131000,13000,13000,131000,13,0,EARLY10
TICK-014307,BKG-007177,ITI-007177,P03103,2,2,TRIP-002593,RTE-05,TRM-05,TRM-06,271000,27000,27000,271000,27,0,EARLY10
TICK-014308,BKG-007178,ITI-007178,P02690,1,1,TRIP-001530,RTE-30,TRM-20,TRM-25,337000,0,37000,374000,37,0,
TICK-014309,BKG-007179,ITI-007179,P03707,1,1,TRIP-002249,RTE-02,TRM-02,TRM-03,74000,4000,8000,78000,8,0,PEAK5
TICK-014310,BKG-007180,ITI-007180,P01199,1,1,TRIP-001481,RTE-11,TRM-11,TRM-12,209000,0,23000,232000,23,0,
TICK-014311,BKG-007181,ITI-007181,P02180,1,2,TRIP-001625,RTE-25,TRM-25,TRM-01,214000,0,24000,238000,24,0,
TICK-014312,BKG-007181,ITI-007181,P02180,2,2,TRIP-002521,RTE-01,TRM-01,TRM-02,165000,0,18000,183000,18,0,
TICK-014313,BKG-007182,ITI-007182,P01887,1,1,TRIP-000123,RTE-08,TRM-08,TRM-09,262000,0,29000,291000,29,0,
TICK-014314,BKG-007183,ITI-007183,P01876,1,2,TRIP-001466,RTE-04,TRM-04,TRM-05,197000,0,22000,219000,22,0,
TICK-014315,BKG-007183,ITI-007183,P01876,2,2,TRIP-000987,RTE-05,TRM-05,TRM-06,326000,0,36000,362000,36,0,
TICK-014316,BKG-007184,ITI-007184,P00072,1,2,TRIP-002922,RTE-11,TRM-11,TRM-12,261000,0,29000,290000,29,0,
TICK-014317,BKG-007184,ITI-007184,P00072,2,2,TRIP-002923,RTE-12,TRM-12,TRM-13,178000,0,20000,198000,20,0,
TICK-014318,BKG-007185,ITI-007185,P00945,1,3,TRIP-002595,RTE-01,TRM-01,TRM-02,198000,0,22000,220000,22,0,
TICK-014319,BKG-007185,ITI-007185,P00945,2,3,TRIP-002596,RTE-02,TRM-02,TRM-03,89000,0,10000,99000,10,0,
TICK-014320,BKG-007185,ITI-007185,P00945,3,3,TRIP-003612,RTE-03,TRM-03,TRM-04,141000,0,16000,157000,16,0,
TICK-014321,BKG-007186,ITI-007186,P02529,1,1,TRIP-001996,RTE-17,TRM-17,TRM-18,68000,7000,7000,68000,7,0,EARLY10
TICK-014322,BKG-007187,ITI-007187,P03504,1,2,TRIP-001543,RTE-30,TRM-20,TRM-25,351000,0,39000,390000,39,0,
TICK-014323,BKG-007187,ITI-007187,P03504,2,2,TRIP-001690,RTE-25,TRM-25,TRM-01,214000,0,24000,238000,24,0,
TICK-014324,BKG-007188,ITI-007188,P01601,1,3,TRIP-001554,RTE-23,TRM-23,TRM-24,149000,0,16000,165000,16,0,
TICK-014325,BKG-007188,ITI-007188,P01601,2,3,TRIP-001555,RTE-24,TRM-24,TRM-25,232000,0,26000,258000,26,0,
TICK-014326,BKG-007188,ITI-007188,P01601,3,3,TRIP-002465,RTE-25,TRM-25,TRM-01,214000,0,24000,238000,24,0,
TICK-014327,BKG-007189,ITI-007189,P02502,1,1,TRIP-000413,RTE-24,TRM-24,TRM-25,232000,23000,23000,232000,23,0,EARLY10
TICK-014328,BKG-007190,ITI-007190,P02605,1,3,TRIP-000340,RTE-14,TRM-14,TRM-15,343000,0,38000,381000,38,20,
TICK-014329,BKG-007190,ITI-007190,P02605,2,3,TRIP-000460,RTE-15,TRM-15,TRM-16,134000,0,15000,149000,15,0,
TICK-014330,BKG-007190,ITI-007190,P02605,3,3,TRIP-003613,RTE-16,TRM-16,TRM-17,259000,0,28000,287000,29,0,
TICK-014331,BKG-007191,ITI-007191,P00803,1,3,TRIP-002041,RTE-06,TRM-06,TRM-07,98000,0,11000,109000,11,0,
TICK-014332,BKG-007191,ITI-007191,P00803,2,3,TRIP-002485,RTE-07,TRM-07,TRM-08,294000,0,32000,326000,33,0,
TICK-014333,BKG-007191,ITI-007191,P00803,3,3,TRIP-003478,RTE-08,TRM-08,TRM-09,194000,0,21000,215000,22,0,
TICK-014334,BKG-007192,ITI-007192,P02708,1,2,TRIP-001793,RTE-02,TRM-02,TRM-03,120000,12000,12000,120000,12,0,EARLY10
TICK-014335,BKG-007192,ITI-007192,P02708,2,2,TRIP-000867,RTE-03,TRM-03,TRM-04,83000,8000,8000,83000,8,0,EARLY10
TICK-014336,BKG-007193,ITI-007193,P01036,1,2,TRIP-001535,RTE-22,TRM-22,TRM-23,148000,0,16000,164000,16,0,
TICK-014337,BKG-007193,ITI-007193,P01036,2,2,TRIP-000708,RTE-23,TRM-23,TRM-24,186000,0,20000,206000,21,0,
TICK-014338,BKG-007194,ITI-007194,P02045,1,2,TRIP-003614,RTE-15,TRM-15,TRM-16,140000,0,15000,155000,16,0,
TICK-014339,BKG-007194,ITI-007194,P02045,2,2,TRIP-000905,RTE-16,TRM-16,TRM-17,216000,0,24000,240000,24,0,
TICK-014340,BKG-007195,ITI-007195,P01914,1,2,TRIP-001364,RTE-30,TRM-20,TRM-25,422000,42000,42000,422000,42,0,EARLY10
TICK-014341,BKG-007195,ITI-007195,P01914,2,2,TRIP-001365,RTE-25,TRM-25,TRM-01,257000,26000,25000,256000,26,0,EARLY10
TICK-014342,BKG-007196,ITI-007196,P00041,1,2,TRIP-000975,RTE-13,TRM-13,TRM-14,135000,7000,14000,142000,14,20,APP5
TICK-014343,BKG-007196,ITI-007196,P00041,2,2,TRIP-000793,RTE-14,TRM-14,TRM-15,229000,11000,24000,242000,24,0,APP5
TICK-014344,BKG-007197,ITI-007197,P03247,1,2,TRIP-000057,RTE-14,TRM-14,TRM-15,275000,0,30000,305000,30,0,
TICK-014345,BKG-007197,ITI-007197,P03247,2,2,TRIP-000058,RTE-29,TRM-15,TRM-20,334000,0,37000,371000,37,0,
TICK-014346,BKG-007198,ITI-007198,P02181,1,1,TRIP-000019,RTE-14,TRM-14,TRM-15,229000,0,25000,254000,25,0,
TICK-014347,BKG-007199,ITI-007199,P02389,1,2,TRIP-001528,RTE-06,TRM-06,TRM-07,81000,8000,8000,81000,8,0,EARLY10
TICK-014348,BKG-007199,ITI-007199,P02389,2,2,TRIP-001529,RTE-07,TRM-07,TRM-08,245000,24000,24000,245000,24,0,EARLY10
TICK-014349,BKG-007200,ITI-007200,P00603,1,1,TRIP-000726,RTE-24,TRM-24,TRM-25,279000,0,31000,310000,31,0,
TICK-014350,BKG-007201,ITI-007201,P01388,1,3,TRIP-000167,RTE-23,TRM-23,TRM-24,178000,0,20000,198000,20,0,
TICK-014351,BKG-007201,ITI-007201,P01388,2,3,TRIP-000697,RTE-24,TRM-24,TRM-25,470000,0,52000,522000,52,0,
TICK-014352,BKG-007201,ITI-007201,P01388,3,3,TRIP-002094,RTE-25,TRM-25,TRM-01,257000,0,28000,285000,28,0,
TICK-014353,BKG-007202,ITI-007202,P00391,1,1,TRIP-000259,RTE-13,TRM-13,TRM-14,202000,10000,21000,213000,21,0,APP5
TICK-014354,BKG-007203,ITI-007203,P00828,1,3,TRIP-001184,RTE-04,TRM-04,TRM-05,164000,0,18000,182000,18,0,
TICK-014355,BKG-007203,ITI-007203,P00828,2,3,TRIP-001185,RTE-05,TRM-05,TRM-06,271000,0,30000,301000,30,0,
TICK-014356,BKG-007203,ITI-007203,P00828,3,3,TRIP-003085,RTE-06,TRM-06,TRM-07,102000,0,11000,113000,11,0,
TICK-014357,BKG-007204,ITI-007204,P00478,1,2,TRIP-000771,RTE-19,TRM-19,TRM-20,75000,0,8000,83000,8,0,
TICK-014358,BKG-007204,ITI-007204,P00478,2,2,TRIP-000772,RTE-30,TRM-20,TRM-25,351000,0,39000,390000,39,0,
TICK-014359,BKG-007205,ITI-007205,P00431,1,1,TRIP-000271,RTE-11,TRM-11,TRM-12,209000,0,23000,232000,23,0,
TICK-014360,BKG-007206,ITI-007206,P00024,1,1,TRIP-000518,RTE-23,TRM-23,TRM-24,178000,0,20000,198000,20,0,
TICK-014361,BKG-007207,ITI-007207,P00581,1,2,TRIP-003376,RTE-30,TRM-20,TRM-25,351000,0,39000,390000,39,30,
TICK-014362,BKG-007207,ITI-007207,P00581,2,2,TRIP-002190,RTE-25,TRM-25,TRM-01,267000,0,29000,296000,30,0,
TICK-014363,BKG-007208,ITI-007208,P01857,1,1,TRIP-002889,RTE-11,TRM-11,TRM-12,218000,22000,22000,218000,22,0,EARLY10
TICK-014364,BKG-007209,ITI-007209,P02441,1,2,TRIP-000185,RTE-27,TRM-05,TRM-10,470000,24000,49000,495000,50,0,APP5
TICK-014365,BKG-007209,ITI-007209,P02441,2,2,TRIP-000977,RTE-28,TRM-10,TRM-15,228000,11000,24000,241000,24,0,APP5
TICK-014366,BKG-007210,ITI-007210,P02550,1,1,TRIP-000616,RTE-26,TRM-01,TRM-05,111000,0,12000,123000,12,0,
TICK-014367,BKG-007211,ITI-007211,P00254,1,1,TRIP-000335,RTE-21,TRM-21,TRM-22,264000,0,29000,293000,29,0,
TICK-014368,BKG-007212,ITI-007212,P01979,1,1,TRIP-002807,RTE-08,TRM-08,TRM-09,129000,6000,14000,137000,14,0,APP5
TICK-014369,BKG-007213,ITI-007213,P02162,1,3,TRIP-001035,RTE-23,TRM-23,TRM-24,223000,0,25000,248000,25,0,
TICK-014370,BKG-007213,ITI-007213,P02162,2,3,TRIP-002087,RTE-24,TRM-24,TRM-25,348000,0,38000,386000,39,0,
TICK-014371,BKG-007213,ITI-007213,P02162,3,3,TRIP-001539,RTE-25,TRM-25,TRM-01,433000,0,48000,481000,48,0,
TICK-014372,BKG-007214,ITI-007214,P02506,1,1,TRIP-000802,RTE-14,TRM-14,TRM-15,229000,23000,23000,229000,23,0,EARLY10
TICK-014373,BKG-007215,ITI-007215,P02351,1,3,TRIP-001278,RTE-06,TRM-06,TRM-07,137000,0,15000,152000,15,0,
TICK-014374,BKG-007215,ITI-007215,P02351,2,3,TRIP-000594,RTE-07,TRM-07,TRM-08,196000,0,22000,218000,22,0,
TICK-014375,BKG-007215,ITI-007215,P02351,3,3,TRIP-001402,RTE-08,TRM-08,TRM-09,129000,0,14000,143000,14,0,
TICK-014376,BKG-007216,ITI-007216,P01692,1,2,TRIP-000694,RTE-03,TRM-03,TRM-04,83000,4000,9000,88000,9,0,APP5
TICK-014377,BKG-007216,ITI-007216,P01692,2,2,TRIP-002230,RTE-04,TRM-04,TRM-05,157000,8000,16000,165000,16,0,APP5
TICK-014378,BKG-007217,ITI-007217,P00115,1,2,TRIP-001621,RTE-24,TRM-24,TRM-25,290000,0,32000,322000,32,0,
TICK-014379,BKG-007217,ITI-007217,P00115,2,2,TRIP-000632,RTE-25,TRM-25,TRM-01,267000,0,29000,296000,30,0,
TICK-014380,BKG-007218,ITI-007218,P03387,1,2,TRIP-001882,RTE-09,TRM-09,TRM-10,199000,0,22000,221000,22,0,
TICK-014381,BKG-007218,ITI-007218,P03387,2,2,TRIP-000551,RTE-28,TRM-10,TRM-15,284000,0,31000,315000,32,0,
TICK-014382,BKG-007219,ITI-007219,P00282,1,2,TRIP-002424,RTE-01,TRM-01,TRM-02,248000,0,27000,275000,28,0,
TICK-014383,BKG-007219,ITI-007219,P00282,2,2,TRIP-002425,RTE-02,TRM-02,TRM-03,71000,0,8000,79000,8,0,
TICK-014384,BKG-007220,ITI-007220,P03899,1,3,TRIP-000185,RTE-27,TRM-05,TRM-10,470000,0,52000,522000,52,0,
TICK-014385,BKG-007220,ITI-007220,P03899,2,3,TRIP-001570,RTE-10,TRM-10,TRM-11,277000,0,30000,307000,31,0,
TICK-014386,BKG-007220,ITI-007220,P03899,3,3,TRIP-002199,RTE-11,TRM-11,TRM-12,353000,0,39000,392000,39,0,
TICK-014387,BKG-007221,ITI-007221,P00046,1,3,TRIP-001470,RTE-18,TRM-18,TRM-19,245000,0,27000,272000,27,0,
TICK-014388,BKG-007221,ITI-007221,P00046,2,3,TRIP-001471,RTE-19,TRM-19,TRM-20,94000,0,10000,104000,10,0,
TICK-014389,BKG-007221,ITI-007221,P00046,3,3,TRIP-001995,RTE-30,TRM-20,TRM-25,281000,0,31000,312000,31,0,
TICK-014390,BKG-007222,ITI-007222,P02842,1,2,TRIP-000370,RTE-13,TRM-13,TRM-14,162000,0,18000,180000,18,0,
TICK-014391,BKG-007222,ITI-007222,P02842,2,2,TRIP-000371,RTE-14,TRM-14,TRM-15,275000,0,30000,305000,30,0,
TICK-014392,BKG-007223,ITI-007223,P01166,1,3,TRIP-003204,RTE-21,TRM-21,TRM-22,156000,8000,16000,164000,16,0,APP5
TICK-014393,BKG-007223,ITI-007223,P01166,2,3,TRIP-003205,RTE-22,TRM-22,TRM-23,148000,7000,16000,157000,16,0,APP5
TICK-014394,BKG-007223,ITI-007223,P01166,3,3,TRIP-003206,RTE-23,TRM-23,TRM-24,149000,7000,16000,158000,16,0,APP5
TICK-014395,BKG-007224,ITI-007224,P03479,1,3,TRIP-000083,RTE-26,TRM-01,TRM-05,139000,14000,14000,139000,14,0,EARLY10
TICK-014396,BKG-007224,ITI-007224,P03479,2,3,TRIP-000084,RTE-05,TRM-05,TRM-06,407000,41000,40000,406000,41,0,EARLY10
TICK-014397,BKG-007224,ITI-007224,P03479,3,3,TRIP-003615,RTE-06,TRM-06,TRM-07,98000,10000,10000,98000,10,0,EARLY10
TICK-014398,BKG-007225,ITI-007225,P01175,1,3,TRIP-001249,RTE-16,TRM-16,TRM-17,208000,0,23000,231000,23,0,
TICK-014399,BKG-007225,ITI-007225,P01175,2,3,TRIP-002237,RTE-17,TRM-17,TRM-18,65000,0,7000,72000,7,0,
TICK-014400,BKG-007225,ITI-007225,P01175,3,3,TRIP-002238,RTE-18,TRM-18,TRM-19,235000,0,26000,261000,26,0,
TICK-014401,BKG-007226,ITI-007226,P02903,1,2,TRIP-001468,RTE-13,TRM-13,TRM-14,162000,8000,17000,171000,17,0,APP5
TICK-014402,BKG-007226,ITI-007226,P02903,2,2,TRIP-002455,RTE-14,TRM-14,TRM-15,275000,14000,29000,290000,29,0,APP5
TICK-014403,BKG-007227,ITI-007227,P02746,1,3,TRIP-002006,RTE-02,TRM-02,TRM-03,74000,0,8000,82000,8,0,
TICK-014404,BKG-007227,ITI-007227,P02746,2,3,TRIP-003544,RTE-03,TRM-03,TRM-04,70000,0,8000,78000,8,0,
TICK-014405,BKG-007227,ITI-007227,P02746,3,3,TRIP-003545,RTE-04,TRM-04,TRM-05,221000,0,24000,245000,24,0,
TICK-014406,BKG-007228,ITI-007228,P03310,1,3,TRIP-000261,RTE-11,TRM-11,TRM-12,209000,0,23000,232000,23,0,
TICK-014407,BKG-007228,ITI-007228,P03310,2,3,TRIP-000262,RTE-12,TRM-12,TRM-13,106000,0,12000,118000,12,0,
TICK-014408,BKG-007228,ITI-007228,P03310,3,3,TRIP-000263,RTE-13,TRM-13,TRM-14,202000,0,22000,224000,22,0,
TICK-014409,BKG-007229,ITI-007229,P02126,1,3,TRIP-000987,RTE-05,TRM-05,TRM-06,326000,16000,34000,344000,34,20,PEAK5
TICK-014410,BKG-007229,ITI-007229,P02126,2,3,TRIP-003340,RTE-06,TRM-06,TRM-07,122000,6000,13000,129000,13,0,PEAK5
TICK-014411,BKG-007229,ITI-007229,P02126,3,3,TRIP-003616,RTE-07,TRM-07,TRM-08,235000,12000,25000,248000,25,0,PEAK5
TICK-014412,BKG-007230,ITI-007230,P01498,1,2,TRIP-003577,RTE-26,TRM-01,TRM-05,116000,0,13000,129000,13,0,
TICK-014413,BKG-007230,ITI-007230,P01498,2,2,TRIP-000106,RTE-05,TRM-05,TRM-06,271000,0,30000,301000,30,0,
TICK-014414,BKG-007231,ITI-007231,P03328,1,2,TRIP-003170,RTE-27,TRM-05,TRM-10,279000,0,31000,310000,31,0,
