passenger_id,loyalty_tier,effective_start_date,effective_end_date
P01340,Gold,2023-04-28,
P01341,Basic,2023-05-06,
P01342,Gold,2023-02-28,
P01343,Gold,2023-04-13,
P01344,Basic,2024-10-30,
P01345,Gold,2024-08-05,2025-03-08
P01345,Platinum,2025-03-08,
P01346,Basic,2023-01-19,
P01347,Basic,2023-02-25,2025-04-09
P01347,Gold,2025-04-09,
P01348,Basic,2023-08-15,
P01349,Gold,2023-09-04,
P01350,Gold,2024-10-29,
P01351,Basic,2023-02-23,
P01352,Platinum,2023-03-24,
P01353,Basic,2023-03-12,2025-07-14
P01353,Gold,2025-07-14,
P01354,Gold,2024-07-07,
P01355,Basic,2023-12-30,2025-04-01
P01355,Gold,2025-04-01,
P01356,Basic,2024-07-03,
P01357,Gold,2024-07-05,
P01358,Basic,2023-08-18,2025-04-17
P01358,Gold,2025-04-17,
P01359,Basic,2024-06-12,
P01360,Basic,2024-04-29,
P01361,Basic,2024-05-14,
P01362,Basic,2023-07-25,2025-06-25
P01362,Gold,2025-06-25,
P01363,Basic,2024-01-02,
P01364,Basic,2023-12-20,
P01365,Basic,2023-01-24,
P01366,Gold,2024-04-10,
P01367,Basic,2024-06-19,
P01368,Gold,2023-08-25,2025-09-13
P01368,Platinum,2025-09-13,
P01369,Basic,2023-08-22,2025-07-28
P01369,Gold,2025-07-28,
P01370,Basic,2024-11-01,
P01371,Basic,2024-01-11,
P01372,Basic,2023-12-15,
P01373,Gold,2023-12-14,
P01374,Gold,2023-11-02,
P01375,Basic,2023-03-15,
P01376,Basic,2023-07-12,
P01377,Basic,2023-02-24,
P01378,Basic,2024-05-01,2025-03-11
P01378,Gold,2025-03-11,
P01379,Basic,2023-07-18,
P01380,Gold,2023-02-22,2025-06-02
P01380,Platinum,2025-06-02,
P01381,Basic,2023-12-12,
P01382,Gold,2023-05-22,
P01383,Basic,2023-12-26,
P01384,Gold,2024-09-21,2025-10-08
P01384,Platinum,2025-10-08,
P01385,Gold,2023-09-09,
P01386,Basic,2024-01-03,
P01387,Basic,2024-04-17,
P01388,Platinum,2024-01-23,
P01389,Basic,2024-11-03,
P01390,Basic,2024-01-07,
P01391,Gold,2023-05-08,
P01392,Gold,2023-10-01,
P01393,Basic,2023-04-02,
P01394,Basic,2023-11-07,
P01395,Gold,2024-08-23,
P01396,Basic,2024-03-01,
P01397,Basic,2024-04-21,
P01398,Basic,2024-10-13,
P01399,Basic,2023-03-29,
P01400,Basic,2024-08-05,
P01401,Basic,2023-08-01,
P01402,Gold,2023-09-06,
P01403,Basic,2023-12-16,
P01404,Basic,2023-09-28,2025-05-26
P01404,Gold,2025-05-26,
P01405,Basic,2023-02-12,
P01406,Platinum,2024-09-26,
P01407,Basic,2024-05-12,2025-07-10
P01407,Gold,2025-07-10,
P01408,Basic,2024-02-03,2025-09-02
P01408,Gold,2025-09-02,
P01409,Basic,2023-02-09,2025-07-08
P01409,Gold,2025-07-08,
P01410,Basic,2023-02-20,
P01411,Basic,2023-05-20,
P01412,Basic,2024-08-21,2025-10-27
P01412,Gold,2025-10-27,
P01413,Basic,2024-04-15,
P01414,Basic,2024-11-11,2025-10-17
P01414,Gold,2025-10-17,
P01415,Basic,2024-09-13,
P01416,Basic,2023-04-26,
P01417,Basic,2024-06-11,
P01418,Basic,2023-05-10,
P01419,Basic,2024-05-20,
P01420,Basic,2024-06-26,2025-06-29
P01420,Gold,2025-06-29,
P01421,Basic,2024-07-11,
P01422,Gold,2024-04-27,2025-10-10
P01422,Platinum,2025-10-10,
P01423,Basic,2024-05-19,2025-06-01
P01423,Gold,2025-06-01,
P01424,Gold,2023-07-26,
P01425,Basic,2024-02-02,
P01426,Gold,2023-08-24,2025-10-19
P01426,Platinum,2025-10-19,
P01427,Basic,2024-11-09,
P01428,Basic,2023-07-16,
P01429,Gold,2023-01-17,2025-06-15
P01429,Platinum,2025-06-15,
P01430,Basic,2023-05-20,
P01431,Basic,2024-09-10,
P01432,Basic,2023-03-16,
P01433,Basic,2023-03-28,
P01434,Basic,2023-03-27,
P01435,Basic,2024-02-29,
P01436,Basic,2024-06-28,
P01437,Basic,2024-01-15,2025-10-07
P01437,Gold,2025-10-07,
P01438,Basic,2024-03-06,
P01439,Basic,2024-03-10,2025-06-18
P01439,Gold,2025-06-18,
P01440,Basic,2023-05-21,
P01441,Basic,2023-07-03,
P01442,Basic,2024-01-29,
P01443,Gold,2024-03-27,
P01444,Basic,2023-09-04,
P01445,Basic,2023-07-26,
P01446,Basic,2024-01-08,2025-09-22
P01446,Gold,2025-09-22,
P01447,Platinum,2023-05-02,
P01448,Gold,2024-11-12,
P01449,Basic,2023-01-11,
P01450,Gold,2024-03-31,
P01451,Gold,2024-08-29,
P01452,Basic,2023-12-05,
P01453,Basic,2023-11-22,
P01454,Basic,2024-05-25,
P01455,Basic,2023-12-17,
P01456,Basic,2023-07-23,
P01457,Basic,2024-11-13,
P01458,Basic,2024-10-27,
P01459,Basic,2023-02-10,2025-06-12
P01459,Gold,2025-06-12,
P01460,Basic,2024-06-15,
P01461,Gold,2023-01-30,2025-09-22
P01461,Platinum,2025-09-22,
P01462,Basic,2024-07-10,2025-07-25
P01462,Gold,2025-07-25,
P01463,Basic,2024-06-09,
P01464,Basic,2023-07-12,2025-04-29
P01464,Gold,2025-04-29,
P01465,Basic,2023-09-12,
P01466,Basic,2024-03-04,
P01467,Gold,2023-09-06,
P01468,Gold,2023-05-16,2025-09-21
P01468,Platinum,2025-09-21,
P01469,Basic,2024-02-27,
P01470,Basic,2024-08-07,
P01471,Basic,2024-10-10,2025-08-22
P01471,Gold,2025-08-22,
P01472,Basic,2023-10-05,
P01473,Basic,2024-06-24,2025-06-12
P01473,Gold,2025-06-12,
P01474,Gold,2024-08-27,
P01475,Gold,2023-12-01,2025-05-06
P01475,Platinum,2025-05-06,
P01476,Basic,2024-08-13,
P01477,Basic,2024-08-13,
P01478,Basic,2023-06-09,
P01479,Gold,2024-06-17,2025-07-13
P01479,Platinum,2025-07-13,
P01480,Basic,2024-09-26,2025-07-14
P01480,Gold,2025-07-14,
P01481,Basic,2023-02-21,
P01482,Basic,2023-03-06,
P01483,Basic,2024-09-30,
P01484,Basic,2024-08-23,
P01485,Basic,2023-03-28,2025-07-04
P01485,Gold,2025-07-04,
P01486,Basic,2024-09-08,
P01487,Gold,2023-05-28,
P01488,Platinum,2024-11-01,
P01489,Basic,2023-02-17,
P01490,Basic,2024-01-27,2025-09-10
P01490,Gold,2025-09-10,
P01491,Basic,2023-11-03,2025-04-18
P01491,Gold,2025-04-18,
P01492,Basic,2024-04-01,
P01493,Basic,2023-11-11,2025-09-04
P01493,Gold,2025-09-04,
P01494,Basic,2023-12-09,
P01495,Basic,2023-11-26,
P01496,Gold,2023-02-12,
P01497,Basic,2024-08-08,2025-06-17
P01497,Gold,2025-06-17,
P01498,Basic,2024-12-02,
P01499,Basic,2023-02-17,
P01500,Gold,2024-06-01,
P01501,Basic,2023-09-26,2025-05-30
P01501,Gold,2025-05-30,
P01502,Basic,2024-04-29,
P01503,Basic,2023-04-17,
P01504,Basic,2024-02-06,
P01505,Basic,2023-02-09,
P01506,Basic,2023-04-20,2025-10-20
P01506,Gold,2025-10-20,
P01507,Basic,2024-08-08,
P01508,Platinum,2024-06-23,
P01509,Basic,2023-11-13,
P01510,Basic,2024-03-28,
P01511,Gold,2024-11-28,
P01512,Basic,2024-09-06,
P01513,Gold,2023-12-20,2025-07-29
P01513,Platinum,2025-07-29,
P01514,Gold,2024-02-03,
P01515,Basic,2024-12-02,2025-05-23
P01515,Gold,2025-05-23,
P01516,Basic,2024-07-01,
P01517,Basic,2024-04-13,
P01518,Basic,2023-06-11,
P01519,Basic,2024-11-02,
P01520,Basic,2023-04-15,
P01521,Basic,2023-07-18,2025-06-19
P01521,Gold,2025-06-19,
P01522,Basic,2023-10-08,
P01523,Basic,2023-08-29,2025-08-02
P01523,Gold,2025-08-02,
P01524,Basic,2024-06-04,2025-04-17
P01524,Gold,2025-04-17,
P01525,Basic,2024-02-22,2025-08-07
P01525,Gold,2025-08-07,
P01526,Platinum,2024-06-14,
P01527,Basic,2024-06-11,
P01528,Gold,2023-12-04,
P01529,Gold,2024-09-24,
P01530,Gold,2023-11-16,
P01531,Basic,2023-07-31,
P01532,Gold,2024-03-14,
P01533,Basic,2023-04-21,
P01534,Basic,2023-09-06,
P01535,Basic,2024-11-24,
P01536,Basic,2023-05-24,
P01537,Basic,2023-02-20,
P01538,Basic,2023-07-25,
P01539,Basic,2024-01-29,
P01540,Basic,2024-01-23,2025-08-13
P01540,Gold,2025-08-13,
P01541,Basic,2023-11-03,2025-03-08
P01541,Gold,2025-03-08,
P01542,Basic,2023-07-18,
P01543,Gold,2023-07-08,
P01544,Gold,2024-06-07,
P01545,Basic,2024-07-14,2025-07-25
P01545,Gold,2025-07-25,
P01546,Gold,2024-09-12,
P01547,Basic,2024-08-01,2025-04-07
P01547,Gold,2025-04-07,
P01548,Basic,2024-07-08,
P01549,Basic,2024-06-17,
P01550,Basic,2023-04-03,
P01551,Basic,2024-07-21,2025-05-06
P01551,Gold,2025-05-06,
P01552,Basic,2024-04-20,
P01553,Basic,2023-12-29,
P01554,Basic,2023-10-04,
P01555,Basic,2023-01-05,
P01556,Basic,2024-08-29,
P01557,Basic,2023-06-01,2025-08-16
P01557,Gold,2025-08-16,
P01558,Basic,2023-12-03,
P01559,Basic,2023-02-17,
P01560,Basic,2023-05-19,
P01561,Basic,2023-01-30,
P01562,Basic,2023-06-07,
P01563,Basic,2023-06-03,2025-04-24
P01563,Gold,2025-04-24,
P01564,Basic,2023-03-23,
P01565,Basic,2023-02-09,
P01566,Basic,2023-11-24,
P01567,Basic,2023-05-31,
P01568,Gold,2024-03-19,2025-10-19
P01568,Platinum,2025-10-19,
P01569,Basic,2024-07-07,
P01570,Basic,2023-02-06,
P01571,Basic,2023-10-15,
P01572,Basic,2023-01-11,
P01573,Basic,2024-03-24,
P01574,Basic,2023-06-08,
P01575,Gold,2024-08-14,2025-09-03
P01575,Platinum,2025-09-03,
P01576,Platinum,2024-07-21,
P01577,Basic,2023-07-05,
P01578,Gold,2023-04-10,2025-05-29
P01578,Platinum,2025-05-29,
P01579,Basic,2024-06-15,
P01580,Basic,2024-03-16,2025-05-28
P01580,Gold,2025-05-28,
P01581,Basic,2024-04-07,
P01582,Basic,2023-05-30,
P01583,Gold,2024-03-01,
P01584,Basic,2023-12-19,
P01585,Basic,2023-08-02,
P01586,Basic,2024-09-28,
P01587,Basic,2023-01-25,
P01588,Basic,2024-01-19,
P01589,Basic,2023-08-25,
P01590,Basic,2023-09-03,
P01591,Basic,2023-12-11,
P01592,Basic,2023-05-30,
P01593,Basic,2023-04-15,
P01594,Basic,2024-06-16,
P01595,Basic,2024-07-18,
P01596,Basic,2023-06-30,
P01597,Basic,2024-03-04,
P01598,Basic,2024-09-24,
P01599,Basic,2023-02-26,
P01600,Gold,2023-10-07,
P01601,Basic,2023-12-19,2025-04-17
P01601,Gold,2025-04-17,
P01602,Gold,2023-12-15,
P01603,Basic,2023-12-12,
P01604,Basic,2024-06-03,2025-04-09
P01604,Gold,2025-04-09,
P01605,Basic,2023-07-31,
P01606,Basic,2023-04-09,
P01607,Basic,2024-03-17,
P01608,Basic,2024-11-29,
P01609,Gold,2023-04-13,2025-08-27
P01609,Platinum,2025-08-27,
P01610,Gold,2024-02-06,
P01611,Basic,2024-10-23,
P01612,Basic,2024-05-15,
P01613,Basic,2024-04-24,
P01614,Basic,2023-08-15,
P01615,Basic,2023-05-02,
P01616,Basic,2023-02-17,
P01617,Basic,2023-08-07,2025-08-27
P01617,Gold,2025-08-27,
P01618,Basic,2024-04-12,
P01619,Basic,2024-01-24,
P01620,Gold,2024-04-23,2025-05-13
P01620,Platinum,2025-05-13,
P01621,Basic,2024-01-11,
P01622,Platinum,2024-10-22,
P01623,Basic,2023-04-24,
P01624,Basic,2023-09-23,
P01625,Basic,2023-11-09,
P01626,Gold,2023-02-09,
P01627,Basic,2024-03-25,
P01628,Basic,2024-03-06,2025-05-17
P01628,Gold,2025-05-17,
P01629,Basic,2023-01-15,2025-06-21
P01629,Gold,2025-06-21,
P01630,Gold,2023-04-05,
P01631,Basic,2023-04-30,
P01632,Basic,2024-10-07,
P01633,Basic,2024-09-13,2025-07-30
P01633,Gold,2025-07-30,
P01634,Basic,2023-03-17,
P01635,Gold,2024-04-25,
P01636,Basic,2024-05-12,2025-04-25
P01636,Gold,2025-04-25,
P01637,Basic,2024-07-28,2025-10-14
P01637,Gold,2025-10-14,
P01638,Basic,2024-02-05,
P01639,Basic,2023-09-03,
P01640,Basic,2023-12-06,
P01641,Basic,2024-09-28,2025-09-02
P01641,Gold,2025-09-02,
P01642,Gold,2024-05-21,
P01643,Gold,2024-09-21,
P01644,Gold,2024-06-30,2025-08-17
P01644,Platinum,2025-08-17,
P01645,Basic,2024-11-09,2025-06-20
P01645,Gold,2025-06-20,
P01646,Gold,2023-10-19,
P01647,Platinum,2023-11-09,
P01648,Basic,2023-05-11,2025-08-27
P01648,Gold,2025-08-27,
P01649,Basic,2024-02-27,
P01650,Basic,2023-05-29,
P01651,Basic,2023-02-09,
P01652,Basic,2023-04-02,
P01653,Platinum,2024-11-12,
P01654,Basic,2023-03-31,
P01655,Basic,2024-04-06,
P01656,Basic,2024-06-15,
P01657,Basic,2023-01-02,2025-06-04
P01657,Gold,2025-06-04,
P01658,Basic,2023-12-10,
P01659,Basic,2023-07-19,
P01660,Basic,2023-04-23,
P01661,Basic,2024-09-22,
P01662,Gold,2023-07-02,
P01663,Basic,2023-03-19,
P01664,Basic,2024-10-27,
P01665,Basic,2024-07-15,
P01666,Basic,2024-08-15,
P01667,Basic,2024-05-12,
P01668,Basic,2023-04-25,2025-04-13
P01668,Gold,2025-04-13,
P01669,Basic,2023-09-24,2025-03-28
P01669,Gold,2025-03-28,
P01670,Basic,2023-11-30,
P01671,Basic,2024-08-20,
P01672,Basic,2024-07-15,2025-08-14
P01672,Gold,2025-08-14,
P01673,Basic,2024-05-15,
P01674,Basic,2023-05-25,2025-10-12
P01674,Gold,2025-10-12,
P01675,Basic,2024-02-22,
P01676,Basic,2023-08-01,2025-07-14
P01676,Gold,2025-07-14,
P01677,Basic,2023-03-30,
P01678,Basic,2024-01-17,
P01679,Gold,2023-01-14,2025-07-20
P01679,Platinum,2025-07-20,
P01680,Basic,2024-10-15,2025-05-29
P01680,Gold,2025-05-29,
P01681,Gold,2023-08-05,
P01682,Basic,2023-01-26,2025-10-13
P01682,Gold,2025-10-13,
P01683,Basic,2023-02-04,
P01684,Basic,2023-10-16,
P01685,Platinum,2024-03-17,
P01686,Basic,2024-02-16,
P01687,Basic,2024-02-23,2025-07-26
P01687,Gold,2025-07-26,
P01688,Basic,2023-08-04,
P01689,Basic,2023-10-23,
P01690,Basic,2024-07-23,
P01691,Basic,2024-12-01,2025-03-03
P01691,Gold,2025-03-03,
P01692,Basic,2024-05-26,
P01693,Basic,2023-07-07,
P01694,Gold,2023-12-06,
P01695,Basic,2023-12-30,
P01696,Basic,2023-09-17,
P01697,Basic,2023-10-05,
P01698,Basic,2023-01-06,
P01699,Basic,2024-01-12,2025-04-25
P01699,Gold,2025-04-25,
P01700,Gold,2023-04-12,2025-10-04
P01700,Platinum,2025-10-04,
P01701,Basic,2023-07-15,
P01702,Basic,2024-08-07,
P01703,Basic,2023-11-05,2025-08-21
P01703,Gold,2025-08-21,
P01704,Basic,2023-04-19,2025-03-06
P01704,Gold,2025-03-06,
P01705,Gold,2024-09-19,
P01706,Basic,2023-04-05,
P01707,Basic,2023-01-27,
P01708,Gold,2023-05-20,
P01709,Basic,2023-11-13,
P01710,Basic,2024-07-31,
P01711,Basic,2024-09-22,
P01712,Gold,2023-03-12,
P01713,Gold,2023-11-03,2025-06-01
P01713,Platinum,2025-06-01,
P01714,Basic,2023-02-26,2025-06-04
P01714,Gold,2025-06-04,
P01715,Gold,2024-08-07,
P01716,Gold,2023-10-18,2025-08-31
P01716,Platinum,2025-08-31,
P01717,Basic,2023-09-13,
P01718,Platinum,2024-04-08,
P01719,Basic,2024-11-12,
P01720,Basic,2023-08-08,2025-08-25
P01720,Gold,2025-08-25,
P01721,Basic,2023-08-21,
P01722,Basic,2024-08-23,2025-10-02
P01722,Gold,2025-10-02,
P01723,Basic,2023-01-28,
P01724,Basic,2023-12-25,2025-07-26
P01724,Gold,2025-07-26,
P01725,Platinum,2024-09-16,
P01726,Basic,2023-01-15,2025-03-19
P01726,Gold,2025-03-19,
P01727,Basic,2024-05-22,
P01728,Basic,2024-09-14,
P01729,Gold,2024-02-13,
P01730,Gold,2024-01-29,
P01731,Basic,2023-08-29,
P01732,Platinum,2023-02-01,
P01733,Basic,2024-02-23,
P01734,Gold,2024-03-18,
P01735,Basic,2023-05-14,2025-06-27
P01735,Gold,2025-06-27,
P01736,Basic,2024-11-09,2025-04-16
P01736,Gold,2025-04-16,
P01737,Basic,2023-02-19,
P01738,Gold,2023-10-06,
P01739,Basic,2023-01-17,2025-09-18
P01739,Gold,2025-09-18,
P01740,Basic,2023-12-11,
P01741,Gold,2023-01-27,2025-09-09
P01741,Platinum,2025-09-09,
P01742,Basic,2023-11-07,
P01743,Basic,2023-07-24,
P01744,Gold,2023-08-09,
P01745,Gold,2024-01-31,2025-07-05
P01745,Platinum,2025-07-05,
P01746,Gold,2024-07-24,
P01747,Basic,2023-08-10,2025-05-29
P01747,Gold,2025-05-29,
P01748,Platinum,2023-02-01,
P01749,Basic,2024-04-02,
P01750,Basic,2024-08-28,
P01751,Basic,2024-09-06,2025-08-05
P01751,Gold,2025-08-05,
P01752,Basic,2023-12-20,
P01753,Basic,2024-10-21,
P01754,Basic,2023-11-03,
P01755,Platinum,2023-03-23,
P01756,Basic,2024-05-07,
P01757,Basic,2023-08-27,
P01758,Basic,2023-02-07,
P01759,Basic,2023-02-11,
P01760,Basic,2024-08-12,
P01761,Gold,2024-07-24,2025-09-13
P01761,Platinum,2025-09-13,
P01762,Basic,2023-09-26,
P01763,Basic,2024-03-23,2025-03-04
P01763,Gold,2025-03-04,
P01764,Basic,2024-05-07,
P01765,Platinum,2024-03-12,
P01766,Basic,2024-08-18,
P01767,Basic,2023-06-28,
P01768,Basic,2023-11-19,
P01769,Basic,2024-01-09,
P01770,Basic,2024-01-31,2025-06-06
P01770,Gold,2025-06-06,
P01771,Gold,2024-09-21,
P01772,Basic,2023-03-12,
P01773,Basic,2023-05-06,2025-04-28
P01773,Gold,2025-04-28,
P01774,Basic,2023-09-19,2025-10-16
P01774,Gold,2025-10-16,
P01775,Gold,2024-03-30,
P01776,Basic,2023-07-21,
P01777,Basic,2023-08-15,
P01778,Gold,2023-10-18,
P01779,Gold,2023-05-07,
P01780,Basic,2024-06-11,
P01781,Basic,2024-09-28,
P01782,Basic,2024-03-03,
P01783,Basic,2024-05-08,2025-07-01
P01783,Gold,2025-07-01,
P01784,Gold,2024-12-02,2025-05-31
P01784,Platinum,2025-05-31,
P01785,Basic,2024-08-08,
P01786,Basic,2024-03-06,
P01787,Basic,2024-02-05,2025-08-15
P01787,Gold,2025-08-15,
P01788,Basic,2023-04-09,
P01789,Basic,2023-01-07,
P01790,Basic,2024-08-25,
P01791,Basic,2023-08-02,
P01792,Basic,2023-10-20,
P01793,Gold,2024-08-01,
P01794,Basic,2023-10-15,
P01795,Basic,2023-05-02,2025-07-25
P01795,Gold,2025-07-25,
P01796,Basic,2024-08-29,2025-04-18
P01796,Gold,2025-04-18,
P01797,Basic,2023-07-27,
P01798,Basic,2023-04-19,
P01799,Basic,2023-05-25,
P01800,Basic,2023-09-02,
P01801,Gold,2023-10-30,
P01802,Gold,2023-05-24,2025-05-22
P01802,Platinum,2025-05-22,
P01803,Basic,2023-08-09,
P01804,Basic,2024-07-11,
P01805,Basic,2023-07-22,
P01806,Gold,2023-10-08,
P01807,Gold,2023-03-25,
P01808,Basic,2024-07-08,
P01809,Basic,2024-11-21,
P01810,Basic,2023-05-05,
P01811,Basic,2023-11-29,2025-07-29
P01811,Gold,2025-07-29,
P01812,Basic,2023-12-01,
P01813,Gold,2024-04-07,2025-04-02
P01813,Platinum,2025-04-02,
P01814,Basic,2024-04-22,
P01815,Basic,2023-02-14,2025-10-20
P01815,Gold,2025-10-20,
P01816,Gold,2023-03-30,
P01817,Gold,2024-08-27,
P01818,Basic,2024-08-29,2025-06-23
P01818,Gold,2025-06-23,
P01819,Basic,2023-09-04,
P01820,Basic,2023-11-13,2025-09-09
P01820,Gold,2025-09-09,
P01821,Basic,2024-07-23,
P01822,Basic,2023-08-06,2025-07-20
P01822,Gold,2025-07-20,
P01823,Basic,2023-01-11,
P01824,Basic,2024-03-06,2025-06-19
P01824,Gold,2025-06-19,
P01825,Basic,2023-02-13,
P01826,Basic,2024-05-28,
P01827,Gold,2024-06-10,2025-03-31
P01827,Platinum,2025-03-31,
P01828,Basic,2024-09-26,
P01829,Gold,2023-02-16,
P01830,Basic,2023-04-04,2025-04-19
P01830,Gold,2025-04-19,
P01831,Basic,2023-09-13,
P01832,Basic,2023-05-31,2025-04-19
P01832,Gold,2025-04-19,
P01833,Basic,2024-07-10,
P01834,Gold,2023-03-17,
P01835,Basic,2023-10-25,
P01836,Basic,2023-07-08,
P01837,Basic,2024-05-15,
P01838,Gold,2023-03-01,
P01839,Basic,2024-08-01,
P01840,Basic,2023-09-15,
P01841,Basic,2024-03-29,2025-04-10
P01841,Gold,2025-04-10,
P01842,Basic,2023-08-27,
P01843,Basic,2024-08-03,
P01844,Basic,2023-11-22,
P01845,Basic,2024-10-26,
P01846,Basic,2024-04-18,
P01847,Basic,2023-03-07,
P01848,Basic,2023-12-23,
P01849,Basic,2023-05-21,
P01850,Basic,2023-08-15,
P01851,Basic,2023-06-09,
P01852,Gold,2023-05-18,
P01853,Gold,2023-07-09,
P01854,Basic,2024-04-27,
P01855,Gold,2024-01-12,
P01856,Gold,2024-04-17,2025-05-10
P01856,Platinum,2025-05-10,
P01857,Basic,2023-04-07,
P01858,Basic,2024-01-03,
P01859,Basic,2023-09-02,
P01860,Basic,2024-09-12,
P01861,Basic,2024-04-12,
P01862,Basic,2023-11-20,
P01863,Gold,2023-08-03,2025-04-26
P01863,Platinum,2025-04-26,
P01864,Basic,2024-02-25,
P01865,Basic,2024-09-02,
P01866,Gold,2023-01-18,
P01867,Basic,2024-09-18,2025-08-08
P01867,Gold,2025-08-08,
P01868,Basic,2023-12-10,2025-09-17
P01868,Gold,2025-09-17,
P01869,Basic,2023-03-20,
P01870,Basic,2024-09-29,2025-05-31
P01870,Gold,2025-05-31,
P01871,Gold,2024-04-10,
P01872,Basic,2024-04-06,
P01873,Basic,2024-01-20,
P01874,Basic,2023-09-06,
P01875,Basic,2023-11-19,
P01876,Basic,2023-09-07,
P01877,Gold,2023-06-03,
P01878,Basic,2023-09-18,2025-06-24
P01878,Gold,2025-06-24,
P01879,Basic,2023-06-27,
P01880,Basic,2023-02-05,
P01881,Basic,2023-01-13,
P01882,Basic,2024-01-11,
P01883,Basic,2024-09-12,
P01884,Gold,2024-03-18,
P01885,Basic,2024-06-11,
P01886,Basic,2023-01-14,
P01887,Basic,2023-03-14,2025-09-17
P01887,Gold,2025-09-17,
P01888,Basic,2023-08-17,2025-03-17
P01888,Gold,2025-03-17,
P01889,Basic,2024-05-25,
P01890,Basic,2024-08-17,
P01891,Platinum,2024-01-12,
P01892,Basic,2024-03-04,
P01893,Basic,2023-02-09,
P01894,Basic,2024-06-01,
P01895,Basic,2024-10-02,
P01896,Basic,2023-11-20,2025-10-27
P01896,Gold,2025-10-27,
P01897,Gold,2023-12-14,
P01898,Basic,2023-03-07,
P01899,Basic,2024-02-17,
P01900,Basic,2024-09-27,
P01901,Basic,2024-11-10,
P01902,Basic,2023-05-27,
P01903,Basic,2023-08-20,
P01904,Platinum,2023-12-22,
P01905,Basic,2023-07-20,
P01906,Basic,2024-06-19,2025-05-19
P01906,Gold,2025-05-19,
P01907,Gold,2023-03-23,
P01908,Basic,2023-02-19,2025-04-27
P01908,Gold,2025-04-27,
P01909,Basic,2023-03-31,
P01910,Basic,2024-09-29,
P01911,Basic,2024-05-27,
P01912,Gold,2024-11-26,
P01913,Basic,2023-08-13,
P01914,Gold,2023-07-18,
P01915,Platinum,2023-10-16,
P01916,Basic,2023-10-14,
P01917,Gold,2023-06-03,
P01918,Basic,2024-02-18,
P01919,Basic,2024-07-12,2025-04-14
P01919,Gold,2025-04-14,
P01920,Basic,2024-02-03,
P01921,Basic,2023-03-25,
P01922,Basic,2024-04-02,
P01923,Basic,2024-02-04,
P01924,Gold,2023-01-09,
P01925,Basic,2023-01-03,
P01926,Gold,2023-03-07,2025-09-20
P01926,Platinum,2025-09-20,
P01927,Basic,2024-07-25,
P01928,Basic,2024-02-17,
P01929,Basic,2023-11-06,
P01930,Basic,2023-06-30,
P01931,Basic,2023-06-10,2025-07-18
P01931,Gold,2025-07-18,
P01932,Basic,2023-03-29,2025-08-07
P01932,Gold,2025-08-07,
P01933,Basic,2023-02-11,
P01934,Basic,2024-07-28,2025-06-26
P01934,Gold,2025-06-26,
P01935,Basic,2024-07-01,2025-08-27
P01935,Gold,2025-08-27,
P01936,Platinum,2024-09-25,
P01937,Basic,2023-08-14,2025-08-24
P01937,Gold,2025-08-24,
P01938,Basic,2023-09-13,
P01939,Basic,2024-04-03,2025-06-20
P01939,Gold,2025-06-20,
P01940,Gold,2023-05-10,
P01941,Gold,2023-04-15,2025-06-02
P01941,Platinum,2025-06-02,
P01942,Basic,2023-08-23,2025-06-24
P01942,Gold,2025-06-24,
P01943,Basic,2024-06-15,
P01944,Gold,2023-03-11,
P01945,Basic,2024-04-21,
P01946,Gold,2024-10-19,
P01947,Basic,2024-01-21,
P01948,Basic,2024-10-12,
P01949,Gold,2023-07-19,
P01950,Basic,2024-02-10,2025-05-05
P01950,Gold,2025-05-05,
P01951,Basic,2023-07-14,2025-08-25
P01951,Gold,2025-08-25,
P01952,Basic,2024-01-25,
P01953,Gold,2024-10-27,
P01954,Basic,2024-10-05,2025-03-24
P01954,Gold,2025-03-24,
P01955,Basic,2024-04-27,
P01956,Basic,2024-07-01,
P01957,Basic,2024-09-30,
P01958,Platinum,2024-09-25,
P01959,Basic,2023-06-09,
P01960,Gold,2024-05-02,
P01961,Gold,2023-02-02,
P01962,Basic,2024-03-25,
P01963,Basic,2023-06-14,
P01964,Basic,2024-02-29,
P01965,Gold,2023-09-02,
P01966,Basic,2024-10-02,
P01967,Basic,2023-01-12,2025-04-20
P01967,Gold,2025-04-20,
P01968,Basic,2024-08-19,
P01969,Basic,2023-06-02,2025-10-13
P01969,Gold,2025-10-13,
P01970,Basic,2024-03-09,
P01971,Basic,2023-02-25,2025-05-06
P01971,Gold,2025-05-06,
P01972,Gold,2023-03-20,
P01973,Gold,2023-07-13,2025-07-21
P01973,Platinum,2025-07-21,
P01974,Basic,2023-05-19,
P01975,Basic,2023-02-25,
P01976,Basic,2023-01-08,
P01977,Basic,2023-08-10,
P01978,Basic,2024-01-10,
P01979,Basic,2023-09-22,2025-06-20
P01979,Gold,2025-06-20,
P01980,Gold,2024-05-03,2025-10-02
P01980,Platinum,2025-10-02,
P01981,Basic,2024-05-14,
P01982,Gold,2024-01-31,
P01983,Gold,2024-06-16,
P01984,Basic,2023-05-19,2025-07-07
P01984,Gold,2025-07-07,
P01985,Basic,2023-09-17,2025-09-16
P01985,Gold,2025-09-16,
P01986,Platinum,2023-05-18,
P01987,Basic,2023-01-23,
P01988,Basic,2024-08-31,2025-04-19
P01988,Gold,2025-04-19,
P01989,Basic,2023-07-16,
P01990,Basic,2023-03-18,2025-04-23
P01990,Gold,2025-04-23,
P01991,Basic,2024-03-08,
