trip_id,route_id,bus_fleet_id,scheduled_departure_ts,scheduled_arrival_ts
TRIP-002097,RTE-25,BUS-062,2025-06-22 12:00:00,2025-06-22 21:38:00
TRIP-002098,RTE-26,BUS-045,2025-06-23 00:00:00,2025-06-23 04:00:00
TRIP-002099,RTE-07,BUS-022,2025-08-22 12:00:00,2025-08-22 21:42:00
TRIP-002100,RTE-08,BUS-076,2025-08-23 00:00:00,2025-08-23 06:05:00
TRIP-002101,RTE-28,BUS-077,2025-02-22 06:00:00,2025-02-22 14:59:00
TRIP-002102,RTE-01,BUS-007,2025-10-08 12:00:00,2025-10-08 19:44:00
TRIP-002103,RTE-02,BUS-039,2025-10-09 00:00:00,2025-10-09 02:46:00
TRIP-002104,RTE-25,BUS-031,2025-07-09 12:00:00,2025-07-09 21:38:00
TRIP-002105,RTE-22,BUS-021,2025-06-23 00:00:00,2025-06-23 06:10:00
TRIP-002106,RTE-24,BUS-068,2025-05-08 12:00:00,2025-05-08 23:14:00
TRIP-002107,RTE-10,BUS-011,2025-12-08 06:00:00,2025-12-08 14:41:00
TRIP-002108,RTE-19,BUS-073,2025-05-08 18:00:00,2025-05-08 21:11:00
TRIP-002109,RTE-20,BUS-019,2025-05-09 00:00:00,2025-05-09 06:10:00
TRIP-002110,RTE-26,BUS-021,2025-11-22 18:00:00,2025-11-22 22:00:00
TRIP-002111,RTE-06,BUS-001,2025-11-23 12:00:00,2025-11-23 15:36:00
TRIP-002112,RTE-17,BUS-080,2025-05-23 06:00:00,2025-05-23 08:39:00
TRIP-002113,RTE-17,BUS-020,2025-10-08 12:00:00,2025-10-08 14:39:00
TRIP-002114,RTE-18,BUS-073,2025-12-22 06:00:00,2025-12-22 15:00:00
TRIP-002115,RTE-20,BUS-002,2025-03-09 06:00:00,2025-03-09 12:10:00
TRIP-002116,RTE-15,BUS-017,2025-12-22 18:00:00,2025-12-22 23:11:00
TRIP-002117,RTE-16,BUS-016,2025-12-23 00:00:00,2025-12-23 07:34:00
TRIP-002118,RTE-17,BUS-026,2025-03-09 00:00:00,2025-03-09 02:39:00
TRIP-002119,RTE-03,BUS-026,2025-11-22 06:00:00,2025-11-22 09:02:00
TRIP-002120,RTE-05,BUS-045,2025-01-08 18:00:00,2025-01-09 06:23:00
TRIP-002121,RTE-06,BUS-072,2025-01-09 06:00:00,2025-01-09 09:36:00
TRIP-002122,RTE-02,BUS-072,2025-04-22 06:00:00,2025-04-22 08:46:00
TRIP-002123,RTE-09,BUS-017,2025-03-22 12:00:00,2025-03-22 19:49:00
TRIP-002124,RTE-10,BUS-036,2025-03-23 00:00:00,2025-03-23 08:41:00
TRIP-002125,RTE-27,BUS-002,2025-12-23 00:00:00,2025-12-23 11:39:00
TRIP-002126,RTE-28,BUS-009,2025-11-22 12:00:00,2025-11-22 20:59:00
TRIP-002127,RTE-07,BUS-062,2025-07-22 18:00:00,2025-07-23 03:42:00
TRIP-002128,RTE-08,BUS-013,2025-07-23 06:00:00,2025-07-23 12:05:00
TRIP-002129,RTE-15,BUS-072,2025-04-23 00:00:00,2025-04-23 05:11:00
TRIP-002130,RTE-16,BUS-052,2025-04-23 06:00:00,2025-04-23 13:34:00
TRIP-002131,RTE-01,BUS-072,2025-04-22 12:00:00,2025-04-22 19:44:00
TRIP-002132,RTE-22,BUS-001,2025-12-22 12:00:00,2025-12-22 18:10:00
TRIP-002133,RTE-23,BUS-077,2025-06-23 06:00:00,2025-06-23 13:32:00
TRIP-002134,RTE-25,BUS-022,2025-07-22 06:00:00,2025-07-22 15:38:00
TRIP-002135,RTE-01,BUS-039,2025-07-22 18:00:00,2025-07-23 01:44:00
TRIP-002136,RTE-13,BUS-058,2025-08-22 18:00:00,2025-08-23 00:37:00
TRIP-002137,RTE-05,BUS-045,2025-03-08 18:00:00,2025-03-09 06:23:00
TRIP-002138,RTE-24,BUS-047,2025-09-08 12:00:00,2025-09-08 23:14:00
TRIP-002139,RTE-25,BUS-036,2025-09-09 00:00:00,2025-09-09 09:38:00
TRIP-002140,RTE-09,BUS-079,2025-05-09 06:00:00,2025-05-09 13:49:00
TRIP-002141,RTE-05,BUS-014,2025-06-22 06:00:00,2025-06-22 18:23:00
TRIP-002142,RTE-05,BUS-041,2025-11-22 18:00:00,2025-11-23 06:23:00
TRIP-002143,RTE-05,BUS-006,2025-03-08 06:00:00,2025-03-08 18:23:00
TRIP-002144,RTE-06,BUS-042,2025-03-08 18:00:00,2025-03-08 21:36:00
TRIP-002145,RTE-07,BUS-076,2025-03-09 00:00:00,2025-03-09 09:42:00
TRIP-002146,RTE-30,BUS-042,2025-01-22 18:00:00,2025-01-23 06:25:00
TRIP-002147,RTE-25,BUS-057,2025-01-23 06:00:00,2025-01-23 15:38:00
TRIP-002148,RTE-19,BUS-033,2025-05-08 12:00:00,2025-05-08 15:11:00
TRIP-002149,RTE-30,BUS-061,2025-05-08 18:00:00,2025-05-09 06:25:00
TRIP-002150,RTE-04,BUS-036,2025-09-22 06:00:00,2025-09-22 12:03:00
TRIP-002151,RTE-07,BUS-077,2025-09-09 12:00:00,2025-09-09 21:42:00
TRIP-002152,RTE-22,BUS-007,2025-05-22 12:00:00,2025-05-22 18:10:00
TRIP-002153,RTE-23,BUS-079,2025-05-22 18:00:00,2025-05-23 01:32:00
TRIP-002154,RTE-24,BUS-034,2025-05-23 06:00:00,2025-05-23 17:14:00
TRIP-002155,RTE-09,BUS-041,2025-05-09 00:00:00,2025-05-09 07:49:00
TRIP-002156,RTE-14,BUS-075,2025-11-08 06:00:00,2025-11-08 18:02:00
TRIP-002157,RTE-24,BUS-009,2025-07-22 12:00:00,2025-07-22 23:14:00
TRIP-002158,RTE-01,BUS-078,2025-01-08 18:00:00,2025-01-09 01:44:00
TRIP-002159,RTE-25,BUS-024,2025-12-09 12:00:00,2025-12-09 21:38:00
TRIP-002160,RTE-22,BUS-008,2025-09-08 12:00:00,2025-09-08 18:10:00
TRIP-002161,RTE-29,BUS-052,2025-01-22 18:00:00,2025-01-23 04:43:00
TRIP-002162,RTE-20,BUS-018,2025-01-23 06:00:00,2025-01-23 12:10:00
TRIP-002163,RTE-24,BUS-033,2025-08-08 06:00:00,2025-08-08 17:14:00
TRIP-002164,RTE-25,BUS-061,2025-08-08 18:00:00,2025-08-09 03:38:00
TRIP-002165,RTE-30,BUS-075,2025-02-23 00:00:00,2025-02-23 12:25:00
TRIP-002166,RTE-27,BUS-028,2025-09-09 00:00:00,2025-09-09 11:39:00
TRIP-002167,RTE-05,BUS-069,2025-01-09 00:00:00,2025-01-09 12:23:00
TRIP-002168,RTE-06,BUS-072,2025-01-09 12:00:00,2025-01-09 15:36:00
TRIP-002169,RTE-22,BUS-058,2025-05-09 06:00:00,2025-05-09 12:10:00
TRIP-002170,RTE-14,BUS-011,2025-11-22 18:00:00,2025-11-23 06:02:00
TRIP-002171,RTE-29,BUS-039,2025-11-23 06:00:00,2025-11-23 16:43:00
TRIP-002172,RTE-15,BUS-032,2025-07-08 12:00:00,2025-07-08 17:11:00
TRIP-002173,RTE-25,BUS-002,2025-02-08 12:00:00,2025-02-08 21:38:00
TRIP-002174,RTE-26,BUS-033,2025-02-09 00:00:00,2025-02-09 04:00:00
TRIP-002175,RTE-26,BUS-029,2025-07-23 00:00:00,2025-07-23 04:00:00
TRIP-002176,RTE-27,BUS-053,2025-07-23 06:00:00,2025-07-23 17:39:00
TRIP-002177,RTE-04,BUS-067,2025-07-23 06:00:00,2025-07-23 12:03:00
TRIP-002178,RTE-23,BUS-001,2025-10-08 12:00:00,2025-10-08 19:32:00
TRIP-002179,RTE-24,BUS-045,2025-10-09 00:00:00,2025-10-09 11:14:00
TRIP-002180,RTE-25,BUS-033,2025-10-09 12:00:00,2025-10-09 21:38:00
TRIP-002181,RTE-11,BUS-050,2025-07-23 12:00:00,2025-07-23 20:14:00
TRIP-002182,RTE-25,BUS-016,2025-09-23 12:00:00,2025-09-23 21:38:00
TRIP-002183,RTE-10,BUS-026,2025-04-22 18:00:00,2025-04-23 02:41:00
TRIP-002184,RTE-11,BUS-023,2025-04-23 06:00:00,2025-04-23 14:14:00
TRIP-002185,RTE-12,BUS-067,2025-04-23 18:00:00,2025-04-23 22:27:00
TRIP-002186,RTE-02,BUS-016,2025-10-22 12:00:00,2025-10-22 14:46:00
TRIP-002187,RTE-03,BUS-056,2025-10-22 18:00:00,2025-10-22 21:02:00
TRIP-002188,RTE-29,BUS-064,2025-09-22 06:00:00,2025-09-22 16:43:00
TRIP-002189,RTE-20,BUS-068,2025-09-22 18:00:00,2025-09-23 00:10:00
TRIP-002190,RTE-25,BUS-010,2025-02-23 00:00:00,2025-02-23 09:38:00
TRIP-002191,RTE-02,BUS-026,2025-03-08 18:00:00,2025-03-08 20:46:00
TRIP-002192,RTE-23,BUS-056,2025-09-08 18:00:00,2025-09-09 01:32:00
TRIP-002193,RTE-24,BUS-025,2025-09-09 06:00:00,2025-09-09 17:14:00
TRIP-002194,RTE-25,BUS-002,2025-09-09 18:00:00,2025-09-10 03:38:00
TRIP-002195,RTE-10,BUS-034,2025-07-22 12:00:00,2025-07-22 20:41:00
TRIP-002196,RTE-11,BUS-034,2025-07-23 00:00:00,2025-07-23 08:14:00
TRIP-002197,RTE-21,BUS-028,2025-10-08 12:00:00,2025-10-08 20:11:00
TRIP-002198,RTE-22,BUS-034,2025-10-09 00:00:00,2025-10-09 06:10:00
TRIP-002199,RTE-11,BUS-077,2025-07-09 12:00:00,2025-07-09 20:14:00
TRIP-002200,RTE-01,BUS-076,2025-12-08 06:00:00,2025-12-08 13:44:00
TRIP-002201,RTE-12,BUS-008,2025-03-08 18:00:00,2025-03-08 22:27:00
TRIP-002202,RTE-25,BUS-074,2025-08-08 06:00:00,2025-08-08 15:38:00
TRIP-002203,RTE-26,BUS-010,2025-08-08 18:00:00,2025-08-08 22:00:00
TRIP-002204,RTE-27,BUS-072,2025-08-09 00:00:00,2025-08-09 11:39:00
TRIP-002205,RTE-16,BUS-009,2025-04-08 18:00:00,2025-04-09 01:34:00
TRIP-002206,RTE-17,BUS-008,2025-04-09 06:00:00,2025-04-09 08:39:00
TRIP-002207,RTE-12,BUS-042,2025-08-23 18:00:00,2025-08-23 22:27:00
TRIP-002208,RTE-14,BUS-013,2025-08-09 06:00:00,2025-08-09 18:02:00
TRIP-002209,RTE-06,BUS-009,2025-06-22 18:00:00,2025-06-22 21:36:00
TRIP-002210,RTE-07,BUS-043,2025-06-23 00:00:00,2025-06-23 09:42:00
TRIP-002211,RTE-25,BUS-049,2025-09-08 18:00:00,2025-09-09 03:38:00
TRIP-002212,RTE-08,BUS-047,2025-12-09 06:00:00,2025-12-09 12:05:00
TRIP-002213,RTE-09,BUS-014,2025-12-09 12:00:00,2025-12-09 19:49:00
TRIP-002214,RTE-16,BUS-021,2025-12-09 00:00:00,2025-12-09 07:34:00
TRIP-002215,RTE-26,BUS-061,2025-09-08 18:00:00,2025-09-08 22:00:00
TRIP-002216,RTE-10,BUS-016,2025-09-09 12:00:00,2025-09-09 20:41:00
TRIP-002217,RTE-12,BUS-059,2025-12-09 06:00:00,2025-12-09 10:27:00
TRIP-002218,RTE-09,BUS-040,2025-12-08 06:00:00,2025-12-08 13:49:00
TRIP-002219,RTE-16,BUS-028,2025-01-08 06:00:00,2025-01-08 13:34:00
TRIP-002220,RTE-04,BUS-080,2025-03-08 18:00:00,2025-03-09 00:03:00
TRIP-002221,RTE-27,BUS-023,2025-03-09 00:00:00,2025-03-09 11:39:00
TRIP-002222,RTE-17,BUS-075,2025-11-09 00:00:00,2025-11-09 02:39:00
TRIP-002223,RTE-24,BUS-008,2025-03-08 12:00:00,2025-03-08 23:14:00
TRIP-002224,RTE-25,BUS-076,2025-03-09 00:00:00,2025-03-09 09:38:00
TRIP-002225,RTE-03,BUS-058,2025-04-22 06:00:00,2025-04-22 09:02:00
TRIP-002226,RTE-04,BUS-007,2025-04-22 12:00:00,2025-04-22 18:03:00
TRIP-002227,RTE-14,BUS-039,2025-12-23 06:00:00,2025-12-23 18:02:00
TRIP-002228,RTE-05,BUS-065,2025-03-23 00:00:00,2025-03-23 12:23:00
TRIP-002229,RTE-19,BUS-076,2025-10-23 06:00:00,2025-10-23 09:11:00
TRIP-002230,RTE-04,BUS-019,2025-07-23 00:00:00,2025-07-23 06:03:00
TRIP-002231,RTE-10,BUS-009,2025-08-09 06:00:00,2025-08-09 14:41:00
TRIP-002232,RTE-30,BUS-010,2025-03-22 12:00:00,2025-03-23 00:25:00
TRIP-002233,RTE-04,BUS-053,2025-09-08 06:00:00,2025-09-08 12:03:00
TRIP-002234,RTE-05,BUS-009,2025-09-08 12:00:00,2025-09-09 00:23:00
TRIP-002235,RTE-13,BUS-076,2025-01-08 18:00:00,2025-01-09 00:37:00
TRIP-002236,RTE-14,BUS-017,2025-01-09 06:00:00,2025-01-09 18:02:00
TRIP-002237,RTE-17,BUS-029,2025-07-23 00:00:00,2025-07-23 02:39:00
TRIP-002238,RTE-18,BUS-029,2025-07-23 06:00:00,2025-07-23 15:00:00
TRIP-002239,RTE-25,BUS-024,2025-02-23 06:00:00,2025-02-23 15:38:00
TRIP-002240,RTE-03,BUS-061,2025-06-09 00:00:00,2025-06-09 03:02:00
TRIP-002241,RTE-11,BUS-028,2025-03-22 06:00:00,2025-03-22 14:14:00
TRIP-002242,RTE-12,BUS-041,2025-03-22 18:00:00,2025-03-22 22:27:00
TRIP-002243,RTE-13,BUS-072,2025-03-23 00:00:00,2025-03-23 06:37:00
TRIP-002244,RTE-18,BUS-009,2025-07-22 06:00:00,2025-07-22 15:00:00
TRIP-002245,RTE-19,BUS-002,2025-07-22 18:00:00,2025-07-22 21:11:00
TRIP-002246,RTE-30,BUS-010,2025-07-23 00:00:00,2025-07-23 12:25:00
TRIP-002247,RTE-07,BUS-035,2025-11-22 06:00:00,2025-11-22 15:42:00
TRIP-002248,RTE-09,BUS-058,2025-11-23 00:00:00,2025-11-23 07:49:00
TRIP-002249,RTE-02,BUS-062,2025-03-08 12:00:00,2025-03-08 14:46:00
TRIP-002250,RTE-03,BUS-013,2025-03-08 18:00:00,2025-03-08 21:02:00
TRIP-002251,RTE-04,BUS-013,2025-03-09 00:00:00,2025-03-09 06:03:00
TRIP-002252,RTE-01,BUS-040,2025-05-08 06:00:00,2025-05-08 13:44:00
TRIP-002253,RTE-29,BUS-050,2025-07-08 18:00:00,2025-07-09 04:43:00
TRIP-002254,RTE-13,BUS-043,2025-02-22 12:00:00,2025-02-22 18:37:00
TRIP-002255,RTE-14,BUS-050,2025-02-23 00:00:00,2025-02-23 12:02:00
TRIP-002256,RTE-24,BUS-039,2025-07-09 06:00:00,2025-07-09 17:14:00
TRIP-002257,RTE-26,BUS-034,2025-12-23 06:00:00,2025-12-23 10:00:00
TRIP-002258,RTE-04,BUS-029,2025-04-08 18:00:00,2025-04-09 00:03:00
TRIP-002259,RTE-12,BUS-029,2025-10-22 18:00:00,2025-10-22 22:27:00
TRIP-002260,RTE-13,BUS-040,2025-10-23 00:00:00,2025-10-23 06:37:00
TRIP-002261,RTE-12,BUS-004,2025-08-08 18:00:00,2025-08-08 22:27:00
TRIP-002262,RTE-13,BUS-058,2025-08-09 00:00:00,2025-08-09 06:37:00
TRIP-002263,RTE-20,BUS-052,2025-08-22 18:00:00,2025-08-23 00:10:00
TRIP-002264,RTE-21,BUS-017,2025-08-23 00:00:00,2025-08-23 08:11:00
TRIP-002265,RTE-30,BUS-018,2025-12-23 18:00:00,2025-12-24 06:25:00
TRIP-002266,RTE-01,BUS-021,2025-12-23 18:00:00,2025-12-24 01:44:00
TRIP-002267,RTE-05,BUS-004,2025-02-22 18:00:00,2025-02-23 06:23:00
TRIP-002268,RTE-06,BUS-049,2025-02-23 06:00:00,2025-02-23 09:36:00
TRIP-002269,RTE-02,BUS-009,2025-01-22 06:00:00,2025-01-22 08:46:00
TRIP-002270,RTE-03,BUS-024,2025-01-22 06:00:00,2025-01-22 09:02:00
TRIP-002271,RTE-06,BUS-069,2025-02-23 00:00:00,2025-02-23 03:36:00
TRIP-002272,RTE-07,BUS-030,2025-08-22 06:00:00,2025-08-22 15:42:00
TRIP-002273,RTE-15,BUS-023,2025-03-08 12:00:00,2025-03-08 17:11:00
TRIP-002274,RTE-25,BUS-024,2025-11-22 06:00:00,2025-11-22 15:38:00
TRIP-002275,RTE-14,BUS-013,2025-06-22 12:00:00,2025-06-23 00:02:00
TRIP-002276,RTE-05,BUS-078,2025-08-08 12:00:00,2025-08-09 00:23:00
TRIP-002277,RTE-06,BUS-064,2025-08-09 00:00:00,2025-08-09 03:36:00
TRIP-002278,RTE-27,BUS-045,2025-07-23 00:00:00,2025-07-23 11:39:00
TRIP-002279,RTE-06,BUS-014,2025-10-08 12:00:00,2025-10-08 15:36:00
TRIP-002280,RTE-07,BUS-048,2025-10-08 18:00:00,2025-10-09 03:42:00
TRIP-002281,RTE-08,BUS-005,2025-10-09 06:00:00,2025-10-09 12:05:00
TRIP-002282,RTE-26,BUS-044,2025-10-22 06:00:00,2025-10-22 10:00:00
TRIP-002283,RTE-06,BUS-030,2025-09-22 12:00:00,2025-09-22 15:36:00
TRIP-002284,RTE-07,BUS-022,2025-09-22 18:00:00,2025-09-23 03:42:00
TRIP-002285,RTE-01,BUS-047,2025-01-23 00:00:00,2025-01-23 07:44:00
TRIP-002286,RTE-06,BUS-036,2025-01-08 12:00:00,2025-01-08 15:36:00
TRIP-002287,RTE-03,BUS-011,2025-10-22 12:00:00,2025-10-22 15:02:00
TRIP-002288,RTE-11,BUS-044,2025-06-22 06:00:00,2025-06-22 14:14:00
TRIP-002289,RTE-12,BUS-065,2025-06-22 18:00:00,2025-06-22 22:27:00
TRIP-002290,RTE-13,BUS-059,2025-06-23 00:00:00,2025-06-23 06:37:00
TRIP-002291,RTE-29,BUS-066,2025-12-23 00:00:00,2025-12-23 10:43:00
TRIP-002292,RTE-08,BUS-076,2025-04-08 06:00:00,2025-04-08 12:05:00
TRIP-002293,RTE-02,BUS-080,2025-04-23 00:00:00,2025-04-23 02:46:00
TRIP-002294,RTE-17,BUS-071,2025-12-09 00:00:00,2025-12-09 02:39:00
TRIP-002295,RTE-01,BUS-024,2025-09-08 18:00:00,2025-09-09 01:44:00
TRIP-002296,RTE-02,BUS-073,2025-09-09 06:00:00,2025-09-09 08:46:00
TRIP-002297,RTE-03,BUS-052,2025-09-09 12:00:00,2025-09-09 15:02:00
TRIP-002298,RTE-19,BUS-044,2025-12-23 12:00:00,2025-12-23 15:11:00
TRIP-002299,RTE-17,BUS-048,2025-12-22 06:00:00,2025-12-22 08:39:00
TRIP-002300,RTE-09,BUS-074,2025-01-23 06:00:00,2025-01-23 13:49:00
TRIP-002301,RTE-26,BUS-005,2025-01-08 12:00:00,2025-01-08 16:00:00
TRIP-002302,RTE-17,BUS-044,2025-01-22 12:00:00,2025-01-22 14:39:00
TRIP-002303,RTE-18,BUS-033,2025-01-22 18:00:00,2025-01-23 03:00:00
TRIP-002304,RTE-29,BUS-011,2025-11-22 18:00:00,2025-11-23 04:43:00
TRIP-002305,RTE-30,BUS-076,2025-11-23 06:00:00,2025-11-23 18:25:00
TRIP-002306,RTE-20,BUS-022,2025-04-22 18:00:00,2025-04-23 00:10:00
TRIP-002307,RTE-21,BUS-064,2025-04-23 00:00:00,2025-04-23 08:11:00
TRIP-002308,RTE-20,BUS-035,2025-03-08 18:00:00,2025-03-09 00:10:00
TRIP-002309,RTE-21,BUS-077,2025-03-09 00:00:00,2025-03-09 08:11:00
TRIP-002310,RTE-11,BUS-063,2025-06-23 12:00:00,2025-06-23 20:14:00
TRIP-002311,RTE-11,BUS-066,2025-03-23 12:00:00,2025-03-23 20:14:00
TRIP-002312,RTE-29,BUS-070,2025-03-22 18:00:00,2025-03-23 04:43:00
TRIP-002313,RTE-20,BUS-040,2025-12-08 18:00:00,2025-12-09 00:10:00
TRIP-002314,RTE-21,BUS-070,2025-12-09 00:00:00,2025-12-09 08:11:00
TRIP-002315,RTE-22,BUS-024,2025-02-08 12:00:00,2025-02-08 18:10:00
TRIP-002316,RTE-29,BUS-007,2025-03-08 12:00:00,2025-03-08 22:43:00
TRIP-002317,RTE-14,BUS-040,2025-01-08 12:00:00,2025-01-09 00:02:00
TRIP-002318,RTE-15,BUS-050,2025-01-09 00:00:00,2025-01-09 05:11:00
TRIP-002319,RTE-25,BUS-071,2025-07-09 18:00:00,2025-07-10 03:38:00
TRIP-002320,RTE-08,BUS-025,2025-03-22 12:00:00,2025-03-22 18:05:00
TRIP-002321,RTE-09,BUS-054,2025-03-22 18:00:00,2025-03-23 01:49:00
TRIP-002322,RTE-18,BUS-022,2025-03-23 06:00:00,2025-03-23 15:00:00
TRIP-002323,RTE-15,BUS-050,2025-01-22 06:00:00,2025-01-22 11:11:00
TRIP-002324,RTE-27,BUS-016,2025-06-22 06:00:00,2025-06-22 17:39:00
TRIP-002325,RTE-13,BUS-056,2025-02-08 06:00:00,2025-02-08 12:37:00
TRIP-002326,RTE-06,BUS-034,2025-12-09 00:00:00,2025-12-09 03:36:00
TRIP-002327,RTE-28,BUS-002,2025-05-22 12:00:00,2025-05-22 20:59:00
TRIP-002328,RTE-29,BUS-073,2025-05-23 00:00:00,2025-05-23 10:43:00
TRIP-002329,RTE-06,BUS-028,2025-11-08 18:00:00,2025-11-08 21:36:00
TRIP-002330,RTE-29,BUS-007,2025-08-23 06:00:00,2025-08-23 16:43:00
TRIP-002331,RTE-21,BUS-013,2025-11-23 12:00:00,2025-11-23 20:11:00
TRIP-002332,RTE-23,BUS-061,2025-07-09 06:00:00,2025-07-09 13:32:00
TRIP-002333,RTE-27,BUS-029,2025-07-22 06:00:00,2025-07-22 17:39:00
TRIP-002334,RTE-22,BUS-039,2025-03-22 18:00:00,2025-03-23 00:10:00
TRIP-002335,RTE-23,BUS-022,2025-03-23 00:00:00,2025-03-23 07:32:00
TRIP-002336,RTE-04,BUS-007,2025-01-08 12:00:00,2025-01-08 18:03:00
TRIP-002337,RTE-25,BUS-077,2025-03-23 00:00:00,2025-03-23 09:38:00
TRIP-002338,RTE-26,BUS-011,2025-07-08 12:00:00,2025-07-08 16:00:00
TRIP-002339,RTE-26,BUS-020,2025-02-09 06:00:00,2025-02-09 10:00:00
TRIP-002340,RTE-25,BUS-047,2025-09-22 06:00:00,2025-09-22 15:38:00
TRIP-002341,RTE-06,BUS-042,2025-11-22 18:00:00,2025-11-22 21:36:00
TRIP-002342,RTE-07,BUS-071,2025-11-23 00:00:00,2025-11-23 09:42:00
TRIP-002343,RTE-14,BUS-063,2025-05-23 00:00:00,2025-05-23 12:02:00
TRIP-002344,RTE-10,BUS-036,2025-03-23 12:00:00,2025-03-23 20:41:00
TRIP-002345,RTE-30,BUS-073,2025-03-08 12:00:00,2025-03-09 00:25:00
TRIP-002346,RTE-21,BUS-079,2025-09-22 18:00:00,2025-09-23 02:11:00
TRIP-002347,RTE-22,BUS-017,2025-09-23 06:00:00,2025-09-23 12:10:00
TRIP-002348,RTE-23,BUS-048,2025-09-23 12:00:00,2025-09-23 19:32:00
TRIP-002349,RTE-06,BUS-007,2025-01-09 00:00:00,2025-01-09 03:36:00
TRIP-002350,RTE-06,BUS-057,2025-02-08 06:00:00,2025-02-08 09:36:00
TRIP-002351,RTE-12,BUS-045,2025-06-22 06:00:00,2025-06-22 10:27:00
TRIP-002352,RTE-03,BUS-044,2025-10-08 06:00:00,2025-10-08 09:02:00
TRIP-002353,RTE-19,BUS-077,2025-07-09 12:00:00,2025-07-09 15:11:00
TRIP-002354,RTE-11,BUS-042,2025-03-08 06:00:00,2025-03-08 14:14:00
TRIP-002355,RTE-01,BUS-042,2025-02-08 06:00:00,2025-02-08 13:44:00
TRIP-002356,RTE-02,BUS-074,2025-02-08 18:00:00,2025-02-08 20:46:00
TRIP-002357,RTE-02,BUS-032,2025-08-22 18:00:00,2025-08-22 20:46:00
TRIP-002358,RTE-07,BUS-033,2025-04-22 18:00:00,2025-04-23 03:42:00
TRIP-002359,RTE-20,BUS-058,2025-06-09 00:00:00,2025-06-09 06:10:00
TRIP-002360,RTE-07,BUS-001,2025-05-08 06:00:00,2025-05-08 15:42:00
TRIP-002361,RTE-04,BUS-011,2025-04-22 06:00:00,2025-04-22 12:03:00
TRIP-002362,RTE-28,BUS-060,2025-10-22 18:00:00,2025-10-23 02:59:00
TRIP-002363,RTE-08,BUS-035,2025-01-22 12:00:00,2025-01-22 18:05:00
TRIP-002364,RTE-14,BUS-002,2025-01-09 12:00:00,2025-01-10 00:02:00
TRIP-002365,RTE-13,BUS-064,2025-04-09 12:00:00,2025-04-09 18:37:00
TRIP-002366,RTE-29,BUS-040,2025-09-22 12:00:00,2025-09-22 22:43:00
TRIP-002367,RTE-30,BUS-008,2025-09-23 00:00:00,2025-09-23 12:25:00
TRIP-002368,RTE-09,BUS-045,2025-04-22 12:00:00,2025-04-22 19:49:00
TRIP-002369,RTE-10,BUS-068,2025-04-23 00:00:00,2025-04-23 08:41:00
TRIP-002370,RTE-06,BUS-007,2025-05-08 18:00:00,2025-05-08 21:36:00
TRIP-002371,RTE-07,BUS-009,2025-05-09 00:00:00,2025-05-09 09:42:00
TRIP-002372,RTE-15,BUS-072,2025-06-23 00:00:00,2025-06-23 05:11:00
TRIP-002373,RTE-14,BUS-010,2025-01-08 06:00:00,2025-01-08 18:02:00
TRIP-002374,RTE-25,BUS-038,2025-11-09 18:00:00,2025-11-10 03:38:00
TRIP-002375,RTE-22,BUS-045,2025-11-22 12:00:00,2025-11-22 18:10:00
TRIP-002376,RTE-28,BUS-078,2025-12-22 18:00:00,2025-12-23 02:59:00
TRIP-002377,RTE-26,BUS-034,2025-01-22 18:00:00,2025-01-22 22:00:00
TRIP-002378,RTE-05,BUS-077,2025-01-23 00:00:00,2025-01-23 12:23:00
TRIP-002379,RTE-16,BUS-022,2025-08-08 06:00:00,2025-08-08 13:34:00
TRIP-002380,RTE-26,BUS-015,2025-07-08 18:00:00,2025-07-08 22:00:00
TRIP-002381,RTE-24,BUS-009,2025-09-08 06:00:00,2025-09-08 17:14:00
TRIP-002382,RTE-26,BUS-059,2025-09-09 06:00:00,2025-09-09 10:00:00
TRIP-002383,RTE-05,BUS-006,2025-07-23 00:00:00,2025-07-23 12:23:00
TRIP-002384,RTE-06,BUS-070,2025-07-23 12:00:00,2025-07-23 15:36:00
TRIP-002385,RTE-30,BUS-040,2025-11-08 06:00:00,2025-11-08 18:25:00
TRIP-002386,RTE-11,BUS-072,2025-04-23 12:00:00,2025-04-23 20:14:00
TRIP-002387,RTE-24,BUS-008,2025-12-08 12:00:00,2025-12-08 23:14:00
TRIP-002388,RTE-29,BUS-018,2025-06-09 12:00:00,2025-06-09 22:43:00
TRIP-002389,RTE-01,BUS-062,2025-06-23 06:00:00,2025-06-23 13:44:00
TRIP-002390,RTE-12,BUS-063,2025-04-08 06:00:00,2025-04-08 10:27:00
TRIP-002391,RTE-06,BUS-043,2025-01-22 12:00:00,2025-01-22 15:36:00
TRIP-002392,RTE-08,BUS-039,2025-06-23 06:00:00,2025-06-23 12:05:00
TRIP-002393,RTE-09,BUS-066,2025-06-23 12:00:00,2025-06-23 19:49:00
TRIP-002394,RTE-26,BUS-058,2025-02-22 06:00:00,2025-02-22 10:00:00
TRIP-002395,RTE-15,BUS-043,2025-06-09 18:00:00,2025-06-09 23:11:00
TRIP-002396,RTE-23,BUS-034,2025-08-08 12:00:00,2025-08-08 19:32:00
TRIP-002397,RTE-24,BUS-053,2025-08-09 00:00:00,2025-08-09 11:14:00
TRIP-002398,RTE-15,BUS-075,2025-05-23 00:00:00,2025-05-23 05:11:00
TRIP-002399,RTE-05,BUS-044,2025-09-22 06:00:00,2025-09-22 18:23:00
