ticket_number,passenger_id,trip_id,travel_status,check_in_ts,boarding_ts,scheduled_connection_minutes,actual_connection_minutes,missed_connection_count
TICK-013367,P00728,TRIP-002634,MISSED_CONNECTION,,,-23,-11,1
TICK-013368,P00728,TRIP-003553,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-013369,P03198,TRIP-003554,COMPLETED,2025-10-08 10:30:00,2025-10-08 11:36:00,,,0
TICK-013370,P01619,TRIP-001627,COMPLETED,2025-02-22 11:00:00,2025-02-22 11:40:00,,,0
TICK-013371,P03160,TRIP-003555,COMPLETED,2025-10-22 11:06:00,2025-10-22 11:42:00,,,0
TICK-013372,P03160,TRIP-003378,COMPLETED,2025-10-22 16:38:00,2025-10-22 17:42:00,93,108,0
TICK-013373,P00259,TRIP-002939,COMPLETED,2025-11-08 10:40:00,2025-11-08 11:33:00,,,0
TICK-013374,P03314,TRIP-003253,COMPLETED,2025-11-22 10:42:00,2025-11-22 11:50:00,,,0
TICK-013375,P03314,TRIP-003556,COMPLETED,2025-11-22 23:09:00,2025-11-22 23:44:00,77,75,0
TICK-013376,P01028,TRIP-002658,COMPLETED,2025-10-08 11:11:00,2025-10-08 11:49:00,,,0
TICK-013377,P01028,TRIP-002659,COMPLETED,2025-10-08 22:44:00,2025-10-08 23:49:00,199,170,0
TICK-013378,P01636,TRIP-000517,COMPLETED,2025-06-08 10:56:00,2025-06-08 11:50:00,,,0
TICK-013379,P01636,TRIP-000518,MISSED_CONNECTION,,,-10,-10,1
TICK-013380,P01006,TRIP-002808,COMPLETED,2025-03-22 11:09:00,2025-03-22 11:49:00,,,0
TICK-013381,P01006,TRIP-000665,MISSED_CONNECTION,,,-10,-10,1
TICK-013382,P02967,TRIP-002402,COMPLETED,2025-06-22 04:38:00,2025-06-22 05:37:00,,,0
TICK-013383,P01641,TRIP-002082,COMPLETED,2025-06-22 05:19:00,2025-06-22 05:37:00,,,0
TICK-013384,P03278,TRIP-001290,COMPLETED,2025-12-08 04:54:00,2025-12-08 05:31:00,,,0
TICK-013385,P03278,TRIP-001291,COMPLETED,2025-12-08 16:53:00,2025-12-08 17:45:00,268,247,0
TICK-013386,P02032,TRIP-000644,COMPLETED,2025-12-08 05:01:00,2025-12-08 05:33:00,,,0
TICK-013387,P02032,TRIP-000645,COMPLETED,2025-12-08 10:47:00,2025-12-08 11:33:00,93,123,0
TICK-013388,P03133,TRIP-000189,COMPLETED,2025-07-08 05:25:00,2025-07-08 05:49:00,,,0
TICK-013389,P00768,TRIP-000449,COMPLETED,2025-06-08 10:59:00,2025-06-08 11:35:00,,,0
TICK-013390,P00768,TRIP-000450,COMPLETED,2025-06-08 16:32:00,2025-06-08 17:48:00,93,65,0
TICK-013391,P01197,TRIP-001930,COMPLETED,2025-07-22 05:12:00,2025-07-22 05:43:00,,,0
TICK-013392,P01197,TRIP-001865,COMPLETED,2025-07-22 11:07:00,2025-07-22 11:45:00,201,172,0
TICK-013393,P01960,TRIP-002777,COMPLETED,2025-11-22 04:50:00,2025-11-22 05:46:00,,,0
TICK-013394,P01960,TRIP-002994,COMPLETED,2025-11-22 16:47:00,2025-11-22 17:49:00,180,186,0
TICK-013395,P01960,TRIP-003556,COMPLETED,2025-11-22 22:35:00,2025-11-22 23:49:00,169,135,0
TICK-013396,P02254,TRIP-003557,COMPLETED,2025-10-22 16:44:00,2025-10-22 17:33:00,,,0
TICK-013397,P00093,TRIP-001817,COMPLETED,2025-06-22 17:13:00,2025-06-22 17:41:00,,,0
TICK-013398,P00093,TRIP-001818,COMPLETED,2025-06-23 04:37:00,2025-06-23 05:30:00,46,46,0
TICK-013399,P00093,TRIP-003558,COMPLETED,2025-06-23 17:12:00,2025-06-23 17:34:00,142,117,0
TICK-013400,P03300,TRIP-001808,COMPLETED,2025-12-08 10:41:00,2025-12-08 11:31:00,,,0
TICK-013401,P03937,TRIP-002952,COMPLETED,2025-10-22 04:41:00,2025-10-22 05:36:00,,,0
TICK-013402,P03937,TRIP-002868,COMPLETED,2025-10-22 10:55:00,2025-10-22 11:37:00,169,166,0
TICK-013403,P03937,TRIP-001651,MISSED_CONNECTION,,,-10,-10,1
TICK-013404,P03254,TRIP-001881,COMPLETED,2025-09-08 05:06:00,2025-09-08 05:38:00,,,0
TICK-013405,P03254,TRIP-001218,COMPLETED,2025-09-08 10:30:00,2025-09-08 11:30:00,194,174,0
TICK-013406,P03254,TRIP-001219,COMPLETED,2025-09-08 16:41:00,2025-09-08 17:40:00,178,184,0
TICK-013407,P03742,TRIP-001285,COMPLETED,2025-09-08 04:38:00,2025-09-08 05:40:00,,,0
TICK-013408,P03742,TRIP-001286,MISSED_CONNECTION,,,-10,-14,1
TICK-013409,P00506,TRIP-000138,COMPLETED,2025-12-22 11:01:00,2025-12-22 11:40:00,,,0
TICK-013410,P00506,TRIP-000139,MISSED_CONNECTION,,,-3,-37,1
TICK-013411,P00158,TRIP-000888,COMPLETED,2025-06-08 04:47:00,2025-06-08 05:41:00,,,0
TICK-013412,P02068,TRIP-000498,COMPLETED,2025-12-22 10:52:00,2025-12-22 11:40:00,,,0
TICK-013413,P00666,TRIP-000897,COMPLETED,2025-04-22 11:03:00,2025-04-22 11:37:00,,,0
TICK-013414,P00666,TRIP-000898,COMPLETED,2025-04-22 17:16:00,2025-04-22 17:39:00,-5,25,0
TICK-013415,P03956,TRIP-000377,COMPLETED,2025-09-22 05:13:00,2025-09-22 05:45:00,,,0
TICK-013416,P03956,TRIP-001393,COMPLETED,2025-09-22 10:51:00,2025-09-22 11:48:00,93,83,0
TICK-013417,P01218,TRIP-000049,COMPLETED,2025-07-22 05:19:00,2025-07-22 05:50:00,,,0
TICK-013418,P01218,TRIP-000050,COMPLETED,2025-07-22 10:51:00,2025-07-22 11:47:00,169,139,0
TICK-013419,P01218,TRIP-000319,MISSED_CONNECTION,,,-25,0,1
TICK-013420,P00629,TRIP-002555,COMPLETED,2025-11-08 16:55:00,2025-11-08 17:48:00,,,0
TICK-013421,P00629,TRIP-002556,COMPLETED,2025-11-09 05:07:00,2025-11-09 05:50:00,181,154,0
TICK-013422,P00629,TRIP-003559,COMPLETED,2025-11-09 17:13:00,2025-11-09 17:38:00,77,55,0
TICK-013423,P03472,TRIP-001968,COMPLETED,2025-03-08 10:59:00,2025-03-08 11:35:00,,,0
TICK-013424,P03472,TRIP-001969,MISSED_CONNECTION,,,-3,7,1
TICK-013425,P02633,TRIP-001203,COMPLETED,2025-12-08 10:52:00,2025-12-08 11:32:00,,,0
TICK-013426,P02633,TRIP-000669,COMPLETED,2025-12-08 16:46:00,2025-12-08 17:43:00,194,216,0
TICK-013427,P02633,TRIP-000670,COMPLETED,2025-12-08 23:11:00,2025-12-08 23:34:00,178,153,0
TICK-013428,P00690,TRIP-000127,COMPLETED,2025-07-08 04:39:00,2025-07-08 05:40:00,,,0
TICK-013429,P00690,TRIP-000128,COMPLETED,2025-07-08 16:54:00,2025-07-08 17:40:00,229,194,0
TICK-013430,P00690,TRIP-000171,MISSED_CONNECTION,,,-10,-21,1
TICK-013431,P00436,TRIP-001697,COMPLETED,2025-12-08 17:25:00,2025-12-08 17:30:00,,,0
TICK-013432,P00436,TRIP-002046,COMPLETED,2025-12-09 05:18:00,2025-12-09 05:43:00,180,201,0
TICK-013433,P00436,TRIP-002607,COMPLETED,2025-12-09 11:00:00,2025-12-09 11:39:00,169,159,0
TICK-013434,P00514,TRIP-000592,COMPLETED,2025-06-22 16:33:00,2025-06-22 17:36:00,,,0
TICK-013435,P00514,TRIP-000593,COMPLETED,2025-06-23 05:05:00,2025-06-23 05:34:00,251,244,0
TICK-013436,P00514,TRIP-001638,COMPLETED,2025-06-23 16:40:00,2025-06-23 17:49:00,199,217,0
TICK-013437,P00770,TRIP-003302,COMPLETED,2025-04-08 11:05:00,2025-04-08 11:32:00,,,0
TICK-013438,P03812,TRIP-002646,COMPLETED,2025-06-22 05:09:00,2025-06-22 05:48:00,,,0
TICK-013439,P03812,TRIP-000191,COMPLETED,2025-06-22 11:22:00,2025-06-22 11:37:00,201,216,0
TICK-013440,P03812,TRIP-000997,COMPLETED,2025-06-22 22:56:00,2025-06-22 23:44:00,180,181,0
TICK-013441,P03135,TRIP-001195,COMPLETED,2025-07-08 11:16:00,2025-07-08 11:44:00,,,0
TICK-013442,P03135,TRIP-000743,COMPLETED,2025-07-08 16:59:00,2025-07-08 17:38:00,178,178,0
TICK-013443,P03135,TRIP-000744,MISSED_CONNECTION,,,-3,9,1
TICK-013444,P02101,TRIP-002270,COMPLETED,2025-01-22 05:13:00,2025-01-22 05:40:00,,,0
TICK-013445,P02101,TRIP-001478,COMPLETED,2025-01-22 10:31:00,2025-01-22 11:46:00,178,199,0
TICK-013446,P02415,TRIP-003106,COMPLETED,2025-08-22 17:25:00,2025-08-22 17:39:00,,,0
TICK-013447,P02415,TRIP-003560,COMPLETED,2025-08-22 22:40:00,2025-08-22 23:50:00,93,65,0
TICK-013448,P02415,TRIP-003561,COMPLETED,2025-08-23 10:54:00,2025-08-23 11:35:00,323,302,0
TICK-013449,P00194,TRIP-001301,COMPLETED,2025-12-22 17:16:00,2025-12-22 17:43:00,,,0
TICK-013450,P00194,TRIP-001302,COMPLETED,2025-12-23 05:07:00,2025-12-23 05:48:00,229,202,0
TICK-013451,P03600,TRIP-000917,COMPLETED,2025-07-22 10:33:00,2025-07-22 11:30:00,,,0
TICK-013452,P03600,TRIP-001423,COMPLETED,2025-07-22 22:44:00,2025-07-22 23:48:00,323,308,0
TICK-013453,P03873,TRIP-002064,COMPLETED,2025-06-22 11:08:00,2025-06-22 11:49:00,,,0
TICK-013454,P03873,TRIP-002105,COMPLETED,2025-06-22 22:38:00,2025-06-22 23:31:00,229,244,0
TICK-013455,P00900,TRIP-000817,COMPLETED,2025-07-08 11:15:00,2025-07-08 11:47:00,,,0
TICK-013456,P00900,TRIP-001692,COMPLETED,2025-07-08 22:31:00,2025-07-08 23:35:00,229,192,0
TICK-013457,P00900,TRIP-002332,MISSED_CONNECTION,,,-10,-8,1
TICK-013458,P02729,TRIP-002320,COMPLETED,2025-03-22 10:45:00,2025-03-22 11:33:00,,,0
TICK-013459,P02729,TRIP-002321,MISSED_CONNECTION,,,-5,-46,1
TICK-013460,P01229,TRIP-000375,COMPLETED,2025-07-08 10:50:00,2025-07-08 11:33:00,,,0
TICK-013461,P03050,TRIP-000875,COMPLETED,2025-06-08 16:54:00,2025-06-08 17:47:00,,,0
TICK-013462,P03050,TRIP-001112,COMPLETED,2025-06-08 23:24:00,2025-06-08 23:49:00,-5,33,0
TICK-013463,P03531,TRIP-002108,COMPLETED,2025-05-08 16:56:00,2025-05-08 17:31:00,,,0
TICK-013464,P03531,TRIP-003562,COMPLETED,2025-05-08 23:00:00,2025-05-08 23:32:00,169,136,0
TICK-013465,P02185,TRIP-000202,COMPLETED,2025-06-22 17:13:00,2025-06-22 17:31:00,,,0
TICK-013466,P02185,TRIP-000203,COMPLETED,2025-06-23 05:20:00,2025-06-23 05:43:00,226,226,0
TICK-013467,P03203,TRIP-000113,COMPLETED,2025-07-22 10:48:00,2025-07-22 11:46:00,,,0
TICK-013468,P03203,TRIP-000368,COMPLETED,2025-07-22 23:07:00,2025-07-22 23:46:00,229,233,0
TICK-013469,P00663,TRIP-001887,COMPLETED,2025-06-22 04:30:00,2025-06-22 05:35:00,,,0
TICK-013470,P00994,TRIP-001106,COMPLETED,2025-07-22 10:43:00,2025-07-22 11:45:00,,,0
TICK-013471,P00994,TRIP-001880,COMPLETED,2025-07-22 23:25:00,2025-07-22 23:45:00,268,260,0
TICK-013472,P00994,TRIP-003377,COMPLETED,2025-07-23 10:59:00,2025-07-23 11:50:00,46,40,0
TICK-013473,P01759,TRIP-000372,COMPLETED,2025-07-22 10:46:00,2025-07-22 11:35:00,,,0
TICK-013474,P01759,TRIP-000382,COMPLETED,2025-07-22 16:45:00,2025-07-22 17:35:00,201,195,0
TICK-013475,P03407,TRIP-000114,COMPLETED,2025-07-22 16:48:00,2025-07-22 17:43:00,,,0
TICK-013476,P03407,TRIP-000115,COMPLETED,2025-07-23 04:35:00,2025-07-23 05:47:00,142,157,0
TICK-013477,P03407,TRIP-003563,COMPLETED,2025-07-23 11:09:00,2025-07-23 11:34:00,120,116,0
TICK-013478,P00317,TRIP-000314,COMPLETED,2025-12-22 11:07:00,2025-12-22 11:38:00,,,0
TICK-013479,P02259,TRIP-000835,COMPLETED,2025-07-08 17:22:00,2025-07-08 17:35:00,,,0
TICK-013480,P02259,TRIP-001114,COMPLETED,2025-07-09 04:51:00,2025-07-09 05:41:00,266,21,0
TICK-013481,P02259,TRIP-003564,COMPLETED,2025-07-09 10:53:00,2025-07-09 11:48:00,201,189,0
TICK-013482,P00664,TRIP-002320,COMPLETED,2025-03-22 11:21:00,2025-03-22 11:49:00,,,0
TICK-013483,P03265,TRIP-003179,COMPLETED,2025-08-22 04:40:00,2025-08-22 05:34:00,,,0
TICK-013484,P00770,TRIP-002409,COMPLETED,2025-05-22 17:09:00,2025-05-22 17:49:00,,,0
TICK-013485,P00770,TRIP-002767,COMPLETED,2025-05-23 05:06:00,2025-05-23 05:36:00,180,200,0
TICK-013486,P02722,TRIP-002638,COMPLETED,2025-10-08 05:03:00,2025-10-08 05:50:00,,,0
TICK-013487,P00939,TRIP-002725,COMPLETED,2025-11-22 16:44:00,2025-11-22 17:34:00,,,0
TICK-013488,P00939,TRIP-003499,MISSED_CONNECTION,,,-10,8,1
TICK-013489,P02880,TRIP-002646,COMPLETED,2025-06-22 04:37:00,2025-06-22 05:49:00,,,0
TICK-013490,P02880,TRIP-000191,COMPLETED,2025-06-22 11:09:00,2025-06-22 11:45:00,201,216,0
TICK-013491,P01262,TRIP-000809,COMPLETED,2025-12-22 05:24:00,2025-12-22 05:34:00,,,0
TICK-013492,P01262,TRIP-000810,MISSED_CONNECTION,,,-3,-13,1
TICK-013493,P03421,TRIP-001432,COMPLETED,2025-07-22 10:48:00,2025-07-22 11:43:00,,,0
TICK-013494,P03421,TRIP-002127,COMPLETED,2025-07-22 16:46:00,2025-07-22 17:48:00,144,137,0
TICK-013495,P03421,TRIP-002128,COMPLETED,2025-07-23 05:12:00,2025-07-23 05:39:00,138,110,0
TICK-013496,P01685,TRIP-001156,COMPLETED,2025-04-22 05:12:00,2025-04-22 05:31:00,,,0
TICK-013497,P01685,TRIP-001157,COMPLETED,2025-04-22 11:15:00,2025-04-22 11:33:00,93,113,0
TICK-013498,P01685,TRIP-003074,COMPLETED,2025-04-22 23:16:00,2025-04-22 23:38:00,323,343,0
TICK-013499,P02055,TRIP-002796,COMPLETED,2025-03-22 11:09:00,2025-03-22 11:34:00,,,0
TICK-013500,P02055,TRIP-002797,COMPLETED,2025-03-22 23:12:00,2025-03-22 23:32:00,256,237,0
TICK-013501,P02055,TRIP-002798,COMPLETED,2025-03-23 04:35:00,2025-03-23 05:31:00,194,183,0
TICK-013502,P02553,TRIP-002245,COMPLETED,2025-07-22 17:19:00,2025-07-22 17:32:00,,,0
TICK-013503,P02553,TRIP-002246,COMPLETED,2025-07-22 22:41:00,2025-07-22 23:39:00,169,182,0
TICK-013504,P02553,TRIP-003377,MISSED_CONNECTION,,,-25,-45,1
TICK-013505,P02614,TRIP-002791,COMPLETED,2025-06-22 10:50:00,2025-06-22 11:36:00,,,0
TICK-013506,P01722,TRIP-000208,COMPLETED,2025-12-08 17:01:00,2025-12-08 17:39:00,,,0
TICK-013507,P01722,TRIP-000209,COMPLETED,2025-12-09 05:23:00,2025-12-09 05:45:00,266,297,0
TICK-013508,P01722,TRIP-003565,COMPLETED,2025-12-09 10:45:00,2025-12-09 11:37:00,201,188,0
TICK-013509,P00736,TRIP-002127,COMPLETED,2025-07-22 17:15:00,2025-07-22 17:39:00,,,0
TICK-013510,P00736,TRIP-002128,COMPLETED,2025-07-23 05:02:00,2025-07-23 05:43:00,138,110,0
TICK-013511,P00736,TRIP-003566,COMPLETED,2025-07-23 11:18:00,2025-07-23 11:43:00,-5,19,0
TICK-013512,P02397,TRIP-003465,COMPLETED,2025-09-22 11:09:00,2025-09-22 11:44:00,,,0
TICK-013513,P02397,TRIP-003466,COMPLETED,2025-09-22 23:15:00,2025-09-22 23:45:00,266,280,0
TICK-013514,P02201,TRIP-000971,COMPLETED,2025-12-08 17:00:00,2025-12-08 17:45:00,,,0
TICK-013515,P02201,TRIP-000972,COMPLETED,2025-12-08 22:44:00,2025-12-08 23:33:00,201,201,0
TICK-013516,P02201,TRIP-002931,COMPLETED,2025-12-09 10:40:00,2025-12-09 11:35:00,180,180,0
TICK-013517,P03487,TRIP-001207,COMPLETED,2025-06-08 04:55:00,2025-06-08 05:48:00,,,0
TICK-013518,P02847,TRIP-001799,COMPLETED,2025-06-22 04:38:00,2025-06-22 05:45:00,,,0
TICK-013519,P02847,TRIP-002064,MISSED_CONNECTION,,,-10,-32,1
TICK-013520,P02847,TRIP-002105,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-013521,P02686,TRIP-000180,COMPLETED,2025-08-22 16:54:00,2025-08-22 17:49:00,,,0
TICK-013522,P02686,TRIP-003136,COMPLETED,2025-08-22 23:13:00,2025-08-22 23:40:00,201,217,0
TICK-013523,P02686,TRIP-003417,COMPLETED,2025-08-23 10:47:00,2025-08-23 11:33:00,180,145,0
TICK-013524,P00518,TRIP-000922,COMPLETED,2025-12-08 11:18:00,2025-12-08 11:46:00,,,0
TICK-013525,P00518,TRIP-000550,MISSED_CONNECTION,,,-3,5,1
TICK-013526,P01124,TRIP-001799,COMPLETED,2025-06-22 04:55:00,2025-06-22 05:33:00,,,0
TICK-013527,P01124,TRIP-002064,MISSED_CONNECTION,,,-10,-32,1
TICK-013528,P01739,TRIP-000408,COMPLETED,2025-06-08 04:36:00,2025-06-08 05:31:00,,,0
TICK-013529,P03694,TRIP-003079,COMPLETED,2025-04-08 16:36:00,2025-04-08 17:43:00,,,0
TICK-013530,P00162,TRIP-000113,COMPLETED,2025-07-22 10:42:00,2025-07-22 11:35:00,,,0
TICK-013531,P01352,TRIP-000927,COMPLETED,2025-10-08 05:10:00,2025-10-08 05:30:00,,,0
TICK-013532,P01352,TRIP-003554,MISSED_CONNECTION,,,-3,-18,1
TICK-013533,P01062,TRIP-001681,COMPLETED,2025-10-08 16:59:00,2025-10-08 17:33:00,,,0
TICK-013534,P00534,TRIP-002663,COMPLETED,2025-02-22 04:34:00,2025-02-22 05:47:00,,,0
TICK-013535,P00534,TRIP-002664,COMPLETED,2025-02-22 17:20:00,2025-02-22 17:43:00,142,157,0
TICK-013536,P00534,TRIP-003567,COMPLETED,2025-02-22 23:09:00,2025-02-22 23:46:00,120,56,0
TICK-013537,P00020,TRIP-000359,COMPLETED,2025-06-08 10:43:00,2025-06-08 11:40:00,,,0
TICK-013538,P00020,TRIP-001376,COMPLETED,2025-06-08 22:54:00,2025-06-08 23:46:00,251,246,0
TICK-013539,P00906,TRIP-000702,COMPLETED,2025-06-22 16:57:00,2025-06-22 17:40:00,,,0
TICK-013540,P00906,TRIP-001643,COMPLETED,2025-06-22 22:48:00,2025-06-22 23:48:00,201,198,0
TICK-013541,P02235,TRIP-002608,COMPLETED,2025-05-22 10:42:00,2025-05-22 11:34:00,,,0
TICK-013542,P02235,TRIP-002609,COMPLETED,2025-05-22 22:33:00,2025-05-22 23:44:00,138,124,0
TICK-013543,P00285,TRIP-000190,COMPLETED,2025-07-08 10:52:00,2025-07-08 11:48:00,,,0
TICK-013544,P00285,TRIP-002089,MISSED_CONNECTION,,,-23,-45,1
TICK-013545,P03299,TRIP-000726,COMPLETED,2025-06-08 05:20:00,2025-06-08 05:47:00,,,0
TICK-013546,P03299,TRIP-000410,COMPLETED,2025-06-08 17:07:00,2025-06-08 17:50:00,46,70,0
TICK-013547,P03299,TRIP-000900,COMPLETED,2025-06-09 04:53:00,2025-06-09 05:45:00,142,137,0
TICK-013548,P03887,TRIP-001257,COMPLETED,2025-07-08 04:56:00,2025-07-08 05:49:00,,,0
TICK-013549,P03887,TRIP-001258,COMPLETED,2025-07-08 16:32:00,2025-07-08 17:41:00,251,211,0
TICK-013550,P02043,TRIP-001680,COMPLETED,2025-10-08 10:57:00,2025-10-08 11:34:00,,,0
TICK-013551,P02043,TRIP-002825,COMPLETED,2025-10-08 16:41:00,2025-10-08 17:42:00,169,182,0
TICK-013552,P02419,TRIP-000057,COMPLETED,2025-07-08 11:09:00,2025-07-08 11:30:00,,,0
TICK-013553,P03029,TRIP-001207,COMPLETED,2025-06-08 05:12:00,2025-06-08 05:44:00,,,0
TICK-013554,P03029,TRIP-000012,COMPLETED,2025-06-08 10:34:00,2025-06-08 11:38:00,201,189,0
TICK-013555,P03029,TRIP-000013,COMPLETED,2025-06-08 23:07:00,2025-06-08 23:46:00,180,220,0
TICK-013556,P03239,TRIP-000735,COMPLETED,2025-06-08 17:11:00,2025-06-08 17:37:00,,,0
TICK-013557,P02719,TRIP-000809,COMPLETED,2025-12-22 04:36:00,2025-12-22 05:42:00,,,0
TICK-013558,P02719,TRIP-000466,MISSED_CONNECTION,,,-3,-13,1
TICK-013559,P02719,TRIP-000865,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-013560,P03416,TRIP-002039,COMPLETED,2025-09-22 10:33:00,2025-09-22 11:46:00,,,0
TICK-013561,P03416,TRIP-001190,COMPLETED,2025-09-22 17:18:00,2025-09-22 17:38:00,178,169,0
TICK-013562,P03416,TRIP-001904,COMPLETED,2025-09-22 22:57:00,2025-09-22 23:40:00,-3,45,0
TICK-013563,P01545,TRIP-000137,COMPLETED,2025-12-22 04:53:00,2025-12-22 05:33:00,,,0
TICK-013564,P01545,TRIP-000138,COMPLETED,2025-12-22 11:08:00,2025-12-22 11:33:00,178,139,0
TICK-013565,P03200,TRIP-000037,COMPLETED,2025-02-22 10:42:00,2025-02-22 11:46:00,,,0
TICK-013566,P03200,TRIP-000490,COMPLETED,2025-02-22 22:32:00,2025-02-22 23:42:00,199,180,0
TICK-013567,P03200,TRIP-003568,COMPLETED,2025-02-23 10:45:00,2025-02-23 11:45:00,226,200,0
TICK-013568,P01111,TRIP-000175,COMPLETED,2025-12-22 17:20:00,2025-12-22 17:37:00,,,0
TICK-013569,P01111,TRIP-000176,COMPLETED,2025-12-23 05:24:00,2025-12-23 05:37:00,268,246,0
TICK-013570,P01700,TRIP-001008,COMPLETED,2025-12-08 11:15:00,2025-12-08 11:50:00,,,0
TICK-013571,P01700,TRIP-000918,MISSED_CONNECTION,,,21,7,1
TICK-013572,P01700,TRIP-001929,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-013573,P01221,TRIP-000395,COMPLETED,2025-06-08 17:24:00,2025-06-08 17:32:00,,,0
TICK-013574,P01577,TRIP-002345,COMPLETED,2025-03-08 11:08:00,2025-03-08 11:45:00,,,0
TICK-013575,P00042,TRIP-000714,COMPLETED,2025-12-08 10:38:00,2025-12-08 11:36:00,,,0
TICK-013576,P00042,TRIP-000715,MISSED_CONNECTION,,,-10,-1,1
TICK-013577,P00042,TRIP-000993,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-013578,P01831,TRIP-001397,COMPLETED,2025-06-08 17:08:00,2025-06-08 17:50:00,,,0
TICK-013579,P01831,TRIP-000364,MISSED_CONNECTION,,,-3,-272,1
TICK-013580,P01627,TRIP-000231,COMPLETED,2025-09-08 10:42:00,2025-09-08 11:44:00,,,0
TICK-013581,P01627,TRIP-000232,COMPLETED,2025-09-08 23:19:00,2025-09-08 23:44:00,226,245,0
TICK-013582,P00472,TRIP-000098,COMPLETED,2025-12-08 10:46:00,2025-12-08 11:39:00,,,0
TICK-013583,P00472,TRIP-000099,COMPLETED,2025-12-08 22:53:00,2025-12-08 23:40:00,268,292,0
TICK-013584,P01769,TRIP-002283,COMPLETED,2025-09-22 10:55:00,2025-09-22 11:36:00,,,0
TICK-013585,P03715,TRIP-001033,COMPLETED,2025-08-08 10:56:00,2025-08-08 11:36:00,,,0
TICK-013586,P03892,TRIP-002916,COMPLETED,2025-10-22 05:25:00,2025-10-22 05:39:00,,,0
TICK-013587,P03892,TRIP-002917,COMPLETED,2025-10-22 16:35:00,2025-10-22 17:46:00,180,180,0
TICK-013588,P01286,TRIP-002786,COMPLETED,2025-05-08 05:03:00,2025-05-08 05:36:00,,,0
TICK-013589,P01286,TRIP-000788,MISSED_CONNECTION,,,-10,-18,1
TICK-013590,P01286,TRIP-000789,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-013591,P01637,TRIP-003292,COMPLETED,2025-05-22 10:31:00,2025-05-22 11:34:00,,,0
TICK-013592,P01637,TRIP-003293,COMPLETED,2025-05-22 22:43:00,2025-05-22 23:40:00,256,263,0
TICK-013593,P03895,TRIP-001242,COMPLETED,2025-06-08 16:40:00,2025-06-08 17:49:00,,,0
TICK-013594,P03895,TRIP-001243,COMPLETED,2025-06-09 05:13:00,2025-06-09 05:49:00,266,255,0
TICK-013595,P03895,TRIP-001244,COMPLETED,2025-06-09 10:53:00,2025-06-09 11:33:00,201,187,0
TICK-013596,P00367,TRIP-001814,COMPLETED,2025-06-22 05:00:00,2025-06-22 05:36:00,,,0
TICK-013597,P00367,TRIP-000033,COMPLETED,2025-06-22 10:57:00,2025-06-22 11:30:00,144,159,0
TICK-013598,P00367,TRIP-000034,COMPLETED,2025-06-22 23:23:00,2025-06-22 23:32:00,138,139,0
TICK-013599,P01790,TRIP-000438,COMPLETED,2025-07-08 11:17:00,2025-07-08 11:31:00,,,0
TICK-013600,P01790,TRIP-003149,COMPLETED,2025-07-08 22:58:00,2025-07-08 23:38:00,142,120,0
TICK-013601,P00500,TRIP-002351,COMPLETED,2025-06-22 04:55:00,2025-06-22 05:41:00,,,0
TICK-013602,P00500,TRIP-000370,COMPLETED,2025-06-22 11:18:00,2025-06-22 11:41:00,93,80,0
TICK-013603,P00500,TRIP-000371,COMPLETED,2025-06-22 23:23:00,2025-06-22 23:40:00,323,302,0
TICK-013604,P00874,TRIP-002846,COMPLETED,2025-02-08 11:11:00,2025-02-08 11:32:00,,,0
TICK-013605,P00874,TRIP-002847,COMPLETED,2025-02-08 16:32:00,2025-02-08 17:46:00,93,80,0
TICK-013606,P02788,TRIP-002017,COMPLETED,2025-06-08 11:25:00,2025-06-08 11:43:00,,,0
TICK-013607,P02788,TRIP-002464,COMPLETED,2025-06-08 23:22:00,2025-06-08 23:36:00,256,184,0
TICK-013608,P02788,TRIP-003569,COMPLETED,2025-06-09 05:13:00,2025-06-09 05:50:00,194,184,0
TICK-013609,P02044,TRIP-002286,COMPLETED,2025-01-08 10:52:00,2025-01-08 11:38:00,,,0
TICK-013610,P02044,TRIP-002085,COMPLETED,2025-01-08 16:36:00,2025-01-08 17:47:00,144,146,0
TICK-013611,P00059,TRIP-002226,COMPLETED,2025-04-22 11:11:00,2025-04-22 11:41:00,,,0
TICK-013612,P00059,TRIP-001171,MISSED_CONNECTION,,,-3,-14,1
TICK-013613,P00059,TRIP-002056,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-013614,P00204,TRIP-000961,COMPLETED,2025-11-22 05:09:00,2025-11-22 05:33:00,,,0
TICK-013615,P00204,TRIP-002479,COMPLETED,2025-11-22 17:17:00,2025-11-22 17:46:00,-2,16,0
TICK-013616,P01682,TRIP-002041,COMPLETED,2025-07-08 16:41:00,2025-07-08 17:41:00,,,0
TICK-013617,P01682,TRIP-002485,COMPLETED,2025-07-08 23:00:00,2025-07-08 23:50:00,144,140,0
TICK-013618,P03401,TRIP-001477,COMPLETED,2025-06-22 16:51:00,2025-06-22 17:34:00,,,0
TICK-013619,P01013,TRIP-001874,COMPLETED,2025-08-08 17:24:00,2025-08-08 17:36:00,,,0
