claim_id,ticket_number,claim_type,refund_amount,compensation_amount,rebooking_cost,rebooking_ts,claim_submitted_ts,claim_resolution_ts,claim_status
CLM-001292,TICK-011454,Missed Connection,110000,75000,70000,2025-07-22 23:21:00,2025-07-22 20:21:00,2025-07-27 20:21:00,Approved
CLM-001293,TICK-011470,Missed Connection,133000,100000,93000,2025-03-09 14:50:00,2025-03-09 11:50:00,2025-03-11 11:50:00,Approved
CLM-001294,TICK-011474,Missed Connection,105000,50000,70000,2025-06-23 12:31:00,2025-06-23 05:31:00,2025-06-25 05:31:00,Approved
CLM-001295,TICK-011482,Missed Connection,54000,75000,34000,2025-06-09 05:23:00,2025-06-09 02:23:00,2025-06-13 02:23:00,Approved
CLM-001296,TICK-011488,Missed Connection,87000,75000,58000,2025-05-24 02:19:00,2025-05-23 21:19:00,2025-05-26 21:19:00,Approved
CLM-001297,TICK-011490,Missed Connection,99000,75000,62000,2025-06-23 03:39:00,2025-06-23 02:39:00,2025-06-27 02:39:00,Approved
CLM-001298,TICK-011494,Missed Connection,240000,75000,152000,2025-06-10 03:35:00,2025-06-09 23:35:00,2025-06-13 23:35:00,Approved
CLM-001299,TICK-011497,Missed Connection,87000,100000,58000,2025-03-08 18:44:00,2025-03-08 16:44:00,,Pending
CLM-001300,TICK-011499,Missed Connection,78000,75000,55000,2025-09-09 17:10:00,2025-09-09 10:10:00,2025-09-12 10:10:00,Approved
CLM-001301,TICK-011508,Missed Connection,99000,75000,62000,2025-12-23 10:09:00,2025-12-23 06:09:00,2025-12-28 06:09:00,Approved
CLM-001302,TICK-011518,Missed Connection,148000,75000,93000,2025-07-22 22:22:00,2025-07-22 20:22:00,2025-07-25 20:22:00,Approved
CLM-001303,TICK-011520,Missed Connection,59000,50000,39000,2025-01-09 19:21:00,2025-01-09 17:21:00,2025-01-11 17:21:00,Approved
CLM-001304,TICK-011525,Missed Connection,142000,50000,90000,2025-07-23 11:38:00,2025-07-23 03:38:00,2025-07-26 03:38:00,Approved
CLM-001305,TICK-011530,Missed Connection,92000,50000,58000,2025-02-23 21:09:00,2025-02-23 13:09:00,2025-02-24 13:09:00,Approved
CLM-001306,TICK-011532,Missed Connection,184000,50000,122000,2025-07-23 04:17:00,2025-07-22 20:17:00,,Pending
CLM-001307,TICK-011553,Missed Connection,93000,50000,59000,2025-07-09 10:02:00,2025-07-09 02:02:00,2025-07-14 02:02:00,Approved
CLM-001308,TICK-011558,Missed Connection,110000,75000,70000,2025-12-09 02:00:00,2025-12-09 01:00:00,2025-12-14 01:00:00,Approved
CLM-001309,TICK-011565,Missed Connection,99000,50000,65000,2025-07-23 04:10:00,2025-07-23 03:10:00,2025-07-27 03:10:00,Approved
CLM-001310,TICK-011571,Missed Connection,240000,50000,152000,2025-06-09 18:32:00,2025-06-09 17:32:00,,Pending
CLM-001311,TICK-011574,Missed Connection,54000,75000,36000,2025-04-23 09:23:00,2025-04-23 07:23:00,2025-04-25 07:23:00,Approved
CLM-001312,TICK-011582,Missed Connection,110000,100000,70000,2025-06-10 01:40:00,2025-06-10 00:40:00,2025-06-12 00:40:00,Approved
CLM-001313,TICK-011585,Missed Connection,82000,75000,52000,2025-02-24 00:40:00,2025-02-23 16:40:00,,Pending
CLM-001314,TICK-011601,Missed Connection,158000,75000,111000,2025-06-23 00:32:00,2025-06-22 22:32:00,2025-06-24 22:32:00,Approved
CLM-001315,TICK-011622,Missed Connection,82000,50000,55000,2025-01-09 00:10:00,2025-01-08 19:10:00,2025-01-11 19:10:00,Approved
CLM-001316,TICK-011627,Missed Connection,122000,75000,81000,2025-01-09 03:30:00,2025-01-08 23:30:00,2025-01-09 23:30:00,Approved
CLM-001317,TICK-011635,Missed Connection,110000,75000,70000,2025-12-08 22:36:00,2025-12-08 17:36:00,2025-12-12 17:36:00,Approved
CLM-001318,TICK-011638,Missed Connection,74000,100000,47000,2025-06-09 05:30:00,2025-06-09 03:30:00,2025-06-10 03:30:00,Approved
CLM-001319,TICK-011643,Missed Connection,103000,75000,65000,2025-08-09 05:54:00,2025-08-09 01:54:00,2025-08-11 01:54:00,Approved
CLM-001320,TICK-011646,Missed Connection,142000,75000,90000,2025-06-09 19:25:00,2025-06-09 12:25:00,2025-06-10 12:25:00,Approved
CLM-001321,TICK-011651,Missed Connection,110000,50000,72000,2025-08-08 22:16:00,2025-08-08 20:16:00,2025-08-12 20:16:00,Approved
CLM-001322,TICK-011660,Missed Connection,86000,100000,55000,2025-01-09 23:10:00,2025-01-09 15:10:00,2025-01-14 15:10:00,Approved
CLM-001323,TICK-011662,Missed Connection,140000,50000,98000,2025-03-09 11:10:00,2025-03-09 06:10:00,2025-03-14 06:10:00,Approved
CLM-001324,TICK-011668,Missed Connection,74000,50000,52000,2025-02-09 17:47:00,2025-02-09 10:47:00,2025-02-14 10:47:00,Approved
CLM-001325,TICK-011671,Missed Connection,140000,100000,98000,2025-02-23 06:42:00,2025-02-23 01:42:00,2025-02-28 01:42:00,Approved
CLM-001326,TICK-011683,Missed Connection,115000,75000,72000,2025-10-23 18:43:00,2025-10-23 12:43:00,2025-10-25 12:43:00,Approved
CLM-001327,TICK-011685,Missed Connection,162000,75000,114000,2025-07-23 06:07:00,2025-07-23 01:07:00,2025-07-28 01:07:00,Rejected
CLM-001328,TICK-011709,Missed Connection,110000,100000,72000,2025-11-09 05:49:00,2025-11-08 22:49:00,,Pending
CLM-001329,TICK-011715,Missed Connection,124000,100000,78000,2025-12-23 19:55:00,2025-12-23 13:55:00,2025-12-27 13:55:00,Approved
CLM-001330,TICK-011721,Missed Connection,103000,50000,65000,2025-04-09 18:01:00,2025-04-09 14:01:00,2025-04-11 14:01:00,Approved
CLM-001331,TICK-011725,Missed Connection,133000,50000,93000,2025-09-24 01:25:00,2025-09-23 18:25:00,,Pending
CLM-001332,TICK-011741,Missed Connection,99000,75000,62000,2025-07-09 15:41:00,2025-07-09 07:41:00,2025-07-13 07:41:00,Approved
CLM-001333,TICK-011777,Missed Connection,110000,50000,72000,2025-10-23 02:43:00,2025-10-23 01:43:00,2025-10-25 01:43:00,Approved
CLM-001334,TICK-011783,Missed Connection,228000,100000,152000,2025-06-09 15:35:00,2025-06-09 13:35:00,2025-06-10 13:35:00,Approved
CLM-001335,TICK-011785,Missed Connection,146000,50000,92000,2025-02-23 10:57:00,2025-02-23 07:57:00,2025-02-26 07:57:00,Approved
CLM-001336,TICK-011804,Missed Connection,99000,50000,62000,2025-06-09 12:10:00,2025-06-09 04:10:00,2025-06-12 04:10:00,Approved
CLM-001337,TICK-011813,Missed Connection,181000,50000,114000,2025-07-22 21:07:00,2025-07-22 20:07:00,2025-07-26 20:07:00,Approved
CLM-001338,TICK-011819,Missed Connection,82000,50000,52000,2025-08-09 13:49:00,2025-08-09 10:49:00,2025-08-14 10:49:00,Approved
CLM-001339,TICK-011824,Missed Connection,119000,50000,75000,2025-04-23 15:41:00,2025-04-23 07:41:00,2025-04-28 07:41:00,Approved
CLM-001340,TICK-011830,Missed Connection,110000,100000,70000,2025-07-23 03:06:00,2025-07-23 00:06:00,2025-07-25 00:06:00,Approved
CLM-001341,TICK-011839,Missed Connection,167000,50000,105000,2025-06-23 07:24:00,2025-06-23 04:24:00,2025-06-28 04:24:00,Approved
CLM-001342,TICK-011842,Missed Connection,87000,50000,58000,2025-04-10 02:17:00,2025-04-09 18:17:00,2025-04-13 18:17:00,Approved
CLM-001343,TICK-011855,Missed Connection,250000,75000,158000,2025-12-23 13:02:00,2025-12-23 12:02:00,2025-12-24 12:02:00,Approved
CLM-001344,TICK-011861,Missed Connection,110000,50000,70000,2025-07-23 10:21:00,2025-07-23 02:21:00,2025-07-28 02:21:00,Approved
CLM-001345,TICK-011871,Missed Connection,79000,50000,52000,2025-08-23 08:02:00,2025-08-23 02:02:00,2025-08-24 02:02:00,Approved
CLM-001346,TICK-011888,Missed Connection,158000,75000,99000,2025-06-23 19:28:00,2025-06-23 12:28:00,2025-06-26 12:28:00,Approved
CLM-001347,TICK-011895,Missed Connection,74000,75000,47000,2025-06-23 14:01:00,2025-06-23 12:01:00,2025-06-26 12:01:00,Approved
CLM-001348,TICK-011904,Missed Connection,178000,50000,119000,2025-02-22 21:26:00,2025-02-22 20:26:00,2025-02-24 20:26:00,Approved
CLM-001349,TICK-011931,Missed Connection,104000,75000,65000,2025-07-23 03:10:00,2025-07-23 01:10:00,2025-07-28 01:10:00,Approved
CLM-001350,TICK-011945,Missed Connection,92000,75000,58000,2025-08-23 03:30:00,2025-08-23 01:30:00,2025-08-26 01:30:00,Approved
CLM-001351,TICK-011949,Missed Connection,95000,75000,66000,2025-09-23 15:16:00,2025-09-23 12:16:00,2025-09-24 12:16:00,Approved
CLM-001352,TICK-011955,Missed Connection,142000,50000,90000,2025-12-09 22:05:00,2025-12-09 17:05:00,2025-12-13 17:05:00,Approved
CLM-001353,TICK-011971,Missed Connection,99000,75000,62000,2025-12-23 01:49:00,2025-12-22 19:49:00,2025-12-25 19:49:00,Approved
CLM-001354,TICK-011974,Missed Connection,62000,75000,39000,2025-03-09 06:18:00,2025-03-09 04:18:00,2025-03-13 04:18:00,Approved
CLM-001355,TICK-011987,Missed Connection,79000,75000,52000,2025-02-10 04:59:00,2025-02-09 22:59:00,2025-02-10 22:59:00,Approved
CLM-001356,TICK-011989,Missed Connection,42000,75000,28000,2025-03-09 16:36:00,2025-03-09 09:36:00,2025-03-13 09:36:00,Approved
CLM-001357,TICK-011996,Missed Connection,68000,75000,43000,2025-07-23 14:43:00,2025-07-23 12:43:00,2025-07-24 12:43:00,Rejected
CLM-001358,TICK-012017,Missed Connection,150000,50000,105000,2025-06-23 14:24:00,2025-06-23 11:24:00,,Pending
CLM-001359,TICK-012022,Missed Connection,59000,50000,39000,2025-04-23 06:28:00,2025-04-23 04:28:00,,Pending
CLM-001360,TICK-012040,Missed Connection,178000,75000,112000,2025-06-09 16:02:00,2025-06-09 09:02:00,2025-06-14 09:02:00,Approved
CLM-001361,TICK-012042,Missed Connection,188000,50000,119000,2025-08-09 17:03:00,2025-08-09 10:03:00,2025-08-11 10:03:00,Approved
CLM-001362,TICK-012069,Missed Connection,129000,100000,81000,2025-11-09 15:41:00,2025-11-09 10:41:00,2025-11-12 10:41:00,Approved
CLM-001363,TICK-012078,Missed Connection,226000,100000,142000,2025-07-09 09:09:00,2025-07-09 04:09:00,2025-07-12 04:09:00,Approved
CLM-001364,TICK-012083,Missed Connection,190000,75000,126000,2025-01-23 07:52:00,2025-01-23 04:52:00,2025-01-27 04:52:00,Approved
CLM-001365,TICK-012101,Missed Connection,160000,50000,112000,2025-06-09 08:02:00,2025-06-09 03:02:00,2025-06-12 03:02:00,Approved
CLM-001366,TICK-012112,Missed Connection,92000,75000,58000,2025-08-23 03:55:00,2025-08-23 00:55:00,2025-08-25 00:55:00,Approved
CLM-001367,TICK-012117,Missed Connection,110000,75000,70000,2025-12-09 02:36:00,2025-12-09 00:36:00,2025-12-10 00:36:00,Approved
CLM-001368,TICK-012125,Missed Connection,103000,50000,65000,2025-02-09 14:10:00,2025-02-09 09:10:00,2025-02-14 09:10:00,Approved
CLM-001369,TICK-012128,Missed Connection,118000,50000,78000,2025-12-23 10:10:00,2025-12-23 02:10:00,2025-12-27 02:10:00,Approved
CLM-001370,TICK-012131,Missed Connection,119000,50000,75000,2025-08-09 15:22:00,2025-08-09 12:22:00,2025-08-11 12:22:00,Approved
CLM-001371,TICK-012158,Missed Connection,126000,75000,79000,2025-07-23 16:02:00,2025-07-23 11:02:00,2025-07-28 11:02:00,Approved
CLM-001372,TICK-012169,Missed Connection,42000,100000,28000,2025-08-23 11:23:00,2025-08-23 06:23:00,,Pending
CLM-001373,TICK-012174,Missed Connection,155000,100000,98000,2025-07-23 05:26:00,2025-07-23 04:26:00,2025-07-27 04:26:00,Approved
CLM-001374,TICK-012186,Missed Connection,45000,75000,28000,2025-05-09 00:19:00,2025-05-08 23:19:00,2025-05-12 23:19:00,Approved
CLM-001375,TICK-012200,Missed Connection,125000,50000,83000,2025-09-10 02:03:00,2025-09-09 21:03:00,2025-09-13 21:03:00,Rejected
CLM-001376,TICK-012204,Missed Connection,148000,75000,93000,2025-02-09 11:36:00,2025-02-09 04:36:00,2025-02-13 04:36:00,Approved
CLM-001377,TICK-012212,Missed Connection,99000,100000,62000,2025-06-09 17:14:00,2025-06-09 15:14:00,2025-06-10 15:14:00,Approved
CLM-001378,TICK-012214,Missed Connection,99000,50000,62000,2025-12-09 00:17:00,2025-12-08 16:17:00,2025-12-09 16:17:00,Approved
CLM-001379,TICK-012224,Missed Connection,136000,50000,90000,2025-12-09 17:05:00,2025-12-09 09:05:00,2025-12-14 09:05:00,Approved
CLM-001380,TICK-012231,Missed Connection,110000,75000,70000,2025-06-23 10:31:00,2025-06-23 06:31:00,2025-06-28 06:31:00,Rejected
CLM-001381,TICK-012262,Missed Connection,76000,50000,48000,2025-11-09 14:23:00,2025-11-09 11:23:00,2025-11-13 11:23:00,Approved
CLM-001382,TICK-012294,Missed Connection,78000,75000,49000,2025-10-09 03:02:00,2025-10-08 22:02:00,2025-10-12 22:02:00,Approved
CLM-001383,TICK-012313,Missed Connection,140000,50000,88000,2025-02-22 21:35:00,2025-02-22 15:35:00,2025-02-25 15:35:00,Approved
CLM-001384,TICK-012315,Missed Connection,98000,75000,69000,2025-01-09 04:54:00,2025-01-09 02:54:00,2025-01-10 02:54:00,Approved
CLM-001385,TICK-012318,Missed Connection,92000,75000,58000,2025-05-24 00:19:00,2025-05-23 20:19:00,2025-05-26 20:19:00,Approved
CLM-001386,TICK-012320,Missed Connection,124000,75000,78000,2025-10-09 08:02:00,2025-10-09 07:02:00,2025-10-13 07:02:00,Approved
CLM-001387,TICK-012334,Missed Connection,150000,50000,95000,2025-04-09 09:39:00,2025-04-09 04:39:00,2025-04-14 04:39:00,Approved
CLM-001388,TICK-012337,Missed Connection,99000,75000,65000,2025-07-09 01:42:00,2025-07-08 22:42:00,2025-07-10 22:42:00,Rejected
CLM-001389,TICK-012341,Missed Connection,208000,75000,132000,2025-05-23 19:20:00,2025-05-23 11:20:00,2025-05-24 11:20:00,Approved
CLM-001390,TICK-012357,Missed Connection,118000,100000,78000,2025-09-10 09:14:00,2025-09-10 02:14:00,2025-09-15 02:14:00,Approved
CLM-001391,TICK-012359,Missed Connection,148000,75000,93000,2025-07-10 00:16:00,2025-07-09 16:16:00,2025-07-11 16:16:00,Approved
CLM-001392,TICK-012372,Missed Connection,150000,50000,95000,2025-01-22 18:37:00,2025-01-22 17:37:00,2025-01-23 17:37:00,Approved
CLM-001393,TICK-012381,Missed Connection,158000,75000,105000,2025-07-09 05:10:00,2025-07-09 00:10:00,2025-07-11 00:10:00,Approved
CLM-001394,TICK-012391,Missed Connection,102000,50000,68000,2025-10-09 04:11:00,2025-10-08 20:11:00,2025-10-12 20:11:00,Approved
CLM-001395,TICK-012396,Missed Connection,158000,100000,105000,2025-07-23 15:13:00,2025-07-23 08:13:00,2025-07-25 08:13:00,Approved
CLM-001396,TICK-012410,Missed Connection,92000,75000,58000,2025-04-23 16:05:00,2025-04-23 11:05:00,,Pending
CLM-001397,TICK-012417,Missed Connection,148000,75000,93000,2025-07-23 09:39:00,2025-07-23 08:39:00,2025-07-26 08:39:00,Approved
CLM-001398,TICK-012434,Missed Connection,104000,100000,73000,2025-12-23 12:16:00,2025-12-23 04:16:00,2025-12-24 04:16:00,Approved
CLM-001399,TICK-012441,Missed Connection,123000,75000,78000,2025-06-23 15:28:00,2025-06-23 07:28:00,2025-06-26 07:28:00,Approved
CLM-001400,TICK-012452,Missed Connection,98000,75000,65000,2025-05-09 07:29:00,2025-05-09 06:29:00,2025-05-14 06:29:00,Approved
CLM-001401,TICK-012465,Missed Connection,94000,50000,66000,2025-05-09 13:30:00,2025-05-09 05:30:00,2025-05-12 05:30:00,Rejected
CLM-001402,TICK-012474,Missed Connection,129000,50000,81000,2025-01-09 05:30:00,2025-01-09 04:30:00,2025-01-13 04:30:00,Approved
CLM-001403,TICK-012485,Missed Connection,59000,100000,39000,2025-11-23 14:55:00,2025-11-23 13:55:00,2025-11-24 13:55:00,Approved
CLM-001404,TICK-012498,Missed Connection,103000,75000,65000,2025-05-23 13:16:00,2025-05-23 05:16:00,2025-05-25 05:16:00,Approved
CLM-001405,TICK-012504,Missed Connection,45000,75000,28000,2025-01-09 19:24:00,2025-01-09 13:24:00,2025-01-12 13:24:00,Approved
CLM-001406,TICK-012516,Missed Connection,104000,100000,65000,2025-12-23 19:38:00,2025-12-23 13:38:00,2025-12-28 13:38:00,Approved
CLM-001407,TICK-012524,Missed Connection,208000,50000,132000,2025-05-24 01:02:00,2025-05-23 18:02:00,2025-05-28 18:02:00,Approved
CLM-001408,TICK-012532,Missed Connection,82000,50000,52000,2025-02-09 05:11:00,2025-02-09 01:11:00,2025-02-12 01:11:00,Approved
CLM-001409,TICK-012541,Missed Connection,226000,75000,142000,2025-06-23 13:31:00,2025-06-23 08:31:00,2025-06-27 08:31:00,Approved
CLM-001410,TICK-012543,Missed Connection,104000,100000,65000,2025-07-22 20:45:00,2025-07-22 18:45:00,2025-07-23 18:45:00,Approved
CLM-001411,TICK-012551,Missed Connection,133000,75000,93000,2025-11-23 16:42:00,2025-11-23 15:42:00,2025-11-25 15:42:00,Approved
CLM-001412,TICK-012554,Missed Connection,147000,50000,98000,2025-03-09 03:10:00,2025-03-09 00:10:00,2025-03-12 00:10:00,Approved
CLM-001413,TICK-012558,Missed Connection,183000,50000,115000,2025-10-23 01:06:00,2025-10-22 22:06:00,2025-10-26 22:06:00,Approved
CLM-001414,TICK-012569,Missed Connection,52000,50000,34000,2025-12-23 23:23:00,2025-12-23 16:23:00,2025-12-24 16:23:00,Approved
CLM-001415,TICK-012577,Missed Connection,82000,75000,52000,2025-02-09 03:11:00,2025-02-08 19:11:00,2025-02-09 19:11:00,Approved
CLM-001416,TICK-012580,Missed Connection,124000,75000,87000,2025-06-08 21:05:00,2025-06-08 18:05:00,2025-06-13 18:05:00,Approved
CLM-001417,TICK-012587,Missed Connection,59000,75000,39000,2025-08-09 18:36:00,2025-08-09 10:36:00,2025-08-14 10:36:00,Approved
CLM-001418,TICK-012591,Missed Connection,82000,75000,52000,2025-11-23 07:10:00,2025-11-23 02:10:00,2025-11-24 02:10:00,Approved
CLM-001419,TICK-012605,Missed Connection,226000,75000,142000,2025-12-22 23:13:00,2025-12-22 18:13:00,2025-12-27 18:13:00,Approved
CLM-001420,TICK-012609,Missed Connection,70000,50000,47000,2025-06-23 15:02:00,2025-06-23 09:02:00,2025-06-27 09:02:00,Approved
CLM-001421,TICK-012613,Missed Connection,56000,75000,36000,2025-03-23 10:55:00,2025-03-23 08:55:00,2025-03-25 08:55:00,Approved
CLM-001422,TICK-012629,Missed Connection,188000,75000,119000,2025-11-09 06:29:00,2025-11-09 03:29:00,2025-11-11 03:29:00,Approved
CLM-001423,TICK-012635,Missed Connection,130000,100000,91000,2025-06-08 18:58:00,2025-06-08 17:58:00,,Pending
CLM-001424,TICK-012643,Missed Connection,82000,75000,52000,2025-05-08 18:18:00,2025-05-08 16:18:00,2025-05-11 16:18:00,Approved
CLM-001425,TICK-012656,Missed Connection,93000,100000,59000,2025-07-09 15:16:00,2025-07-09 07:16:00,2025-07-10 07:16:00,Approved
CLM-001426,TICK-012661,Missed Connection,186000,50000,117000,2025-07-10 06:07:00,2025-07-09 23:07:00,2025-07-12 23:07:00,Approved
CLM-001427,TICK-012668,Missed Connection,146000,50000,102000,2025-04-23 10:30:00,2025-04-23 04:30:00,2025-04-24 04:30:00,Approved
CLM-001428,TICK-012670,Missed Connection,124000,50000,87000,2025-07-23 14:21:00,2025-07-23 12:21:00,2025-07-28 12:21:00,Approved
CLM-001429,TICK-012680,Missed Connection,226000,50000,142000,2025-12-23 01:13:00,2025-12-22 17:13:00,2025-12-25 17:13:00,Approved
CLM-001430,TICK-012690,Missed Connection,82000,50000,58000,2025-02-23 17:09:00,2025-02-23 09:09:00,2025-02-28 09:09:00,Approved
CLM-001431,TICK-012692,Missed Connection,124000,50000,78000,2025-12-22 17:10:00,2025-12-22 16:10:00,,Pending
CLM-001432,TICK-012698,Missed Connection,115000,75000,72000,2025-08-09 01:44:00,2025-08-08 23:44:00,2025-08-12 23:44:00,Rejected
CLM-001433,TICK-012727,Missed Connection,102000,100000,68000,2025-10-09 15:17:00,2025-10-09 10:17:00,2025-10-12 10:17:00,Approved
CLM-001434,TICK-012750,Missed Connection,68000,75000,43000,2025-07-23 08:36:00,2025-07-23 03:36:00,2025-07-24 03:36:00,Approved
CLM-001435,TICK-012757,Missed Connection,183000,75000,115000,2025-10-23 01:06:00,2025-10-22 21:06:00,2025-10-27 21:06:00,Approved
CLM-001436,TICK-012761,Missed Connection,104000,100000,65000,2025-06-23 09:10:00,2025-06-23 04:10:00,2025-06-28 04:10:00,Approved
CLM-001437,TICK-012769,Missed Connection,92000,75000,58000,2025-06-23 17:50:00,2025-06-23 09:50:00,2025-06-25 09:50:00,Rejected
CLM-001438,TICK-012793,Missed Connection,54000,50000,34000,2025-12-23 06:50:00,2025-12-23 04:50:00,2025-12-24 04:50:00,Rejected
CLM-001439,TICK-012801,Missed Connection,82000,50000,52000,2025-05-22 21:36:00,2025-05-22 17:36:00,2025-05-27 17:36:00,Approved
CLM-001440,TICK-012803,Missed Connection,93000,75000,65000,2025-12-09 02:40:00,2025-12-08 21:40:00,2025-12-11 21:40:00,Approved
CLM-001441,TICK-012817,Missed Connection,79000,50000,52000,2025-08-09 08:49:00,2025-08-09 01:49:00,2025-08-12 01:49:00,Approved
CLM-001442,TICK-012821,Missed Connection,82000,50000,52000,2025-10-09 08:15:00,2025-10-09 04:15:00,2025-10-12 04:15:00,Approved
CLM-001443,TICK-012869,Missed Connection,167000,75000,117000,2025-06-10 05:54:00,2025-06-09 21:54:00,2025-06-13 21:54:00,Rejected
CLM-001444,TICK-012874,Missed Connection,82000,75000,52000,2025-04-23 09:28:00,2025-04-23 01:28:00,2025-04-25 01:28:00,Approved
CLM-001445,TICK-012878,Missed Connection,93000,75000,59000,2025-07-10 00:44:00,2025-07-09 17:44:00,2025-07-10 17:44:00,Approved
CLM-001446,TICK-012893,Missed Connection,115000,75000,72000,2025-01-23 15:11:00,2025-01-23 07:11:00,2025-01-26 07:11:00,Approved
CLM-001447,TICK-012910,Missed Connection,42000,50000,28000,2025-04-09 23:30:00,2025-04-09 21:30:00,2025-04-10 21:30:00,Approved
CLM-001448,TICK-012912,Missed Connection,56000,75000,36000,2025-01-23 04:23:00,2025-01-23 02:23:00,2025-01-27 02:23:00,Approved
CLM-001449,TICK-012916,Missed Connection,99000,75000,62000,2025-06-22 20:11:00,2025-06-22 18:11:00,2025-06-23 18:11:00,Approved
CLM-001450,TICK-012925,Missed Connection,132000,50000,83000,2025-10-23 04:16:00,2025-10-22 22:16:00,2025-10-23 22:16:00,Approved
CLM-001451,TICK-012935,Missed Connection,126000,50000,79000,2025-07-23 05:22:00,2025-07-22 23:22:00,2025-07-23 23:22:00,Approved
CLM-001452,TICK-012945,Missed Connection,119000,75000,75000,2025-11-09 15:42:00,2025-11-09 11:42:00,2025-11-10 11:42:00,Approved
CLM-001453,TICK-012950,Missed Connection,67000,100000,47000,2025-12-22 23:02:00,2025-12-22 19:02:00,2025-12-26 19:02:00,Approved
CLM-001454,TICK-012965,Missed Connection,142000,50000,90000,2025-06-23 23:36:00,2025-06-23 21:36:00,2025-06-26 21:36:00,Approved
CLM-001455,TICK-012967,Missed Connection,96000,75000,61000,2025-10-09 01:04:00,2025-10-08 20:04:00,2025-10-13 20:04:00,Approved
CLM-001456,TICK-012969,Missed Connection,115000,75000,72000,2025-10-09 02:18:00,2025-10-09 00:18:00,2025-10-11 00:18:00,Approved
CLM-001457,TICK-012979,Missed Connection,148000,50000,93000,2025-08-23 23:25:00,2025-08-23 17:25:00,2025-08-28 17:25:00,Approved
CLM-001458,TICK-012993,Missed Connection,119000,50000,75000,2025-11-23 09:32:00,2025-11-23 05:32:00,2025-11-26 05:32:00,Approved
CLM-001459,TICK-013007,Missed Connection,148000,100000,93000,2025-12-23 22:17:00,2025-12-23 19:17:00,2025-12-28 19:17:00,Approved
CLM-001460,TICK-013009,Missed Connection,126000,50000,80000,2025-06-23 02:31:00,2025-06-22 21:31:00,2025-06-25 21:31:00,Approved
CLM-001461,TICK-013013,Missed Connection,140000,50000,88000,2025-02-23 11:10:00,2025-02-23 04:10:00,2025-02-26 04:10:00,Rejected
CLM-001462,TICK-013017,Missed Connection,178000,75000,112000,2025-07-23 18:25:00,2025-07-23 17:25:00,,Pending
CLM-001463,TICK-013058,Missed Connection,170000,50000,119000,2025-11-09 07:29:00,2025-11-08 23:29:00,,Pending
CLM-001464,TICK-013060,Missed Connection,112000,75000,75000,2025-09-09 13:28:00,2025-09-09 05:28:00,2025-09-11 05:28:00,Approved
CLM-001465,TICK-013063,Missed Connection,131000,50000,87000,2025-07-23 09:21:00,2025-07-23 04:21:00,2025-07-24 04:21:00,Approved
CLM-001466,TICK-013070,Missed Connection,178000,50000,119000,2025-02-09 09:20:00,2025-02-09 07:20:00,2025-02-11 07:20:00,Approved
CLM-001467,TICK-013074,Missed Connection,188000,50000,119000,2025-05-09 08:59:00,2025-05-09 05:59:00,,Pending
CLM-001468,TICK-013077,Missed Connection,82000,75000,58000,2025-05-23 11:16:00,2025-05-23 09:16:00,2025-05-28 09:16:00,Approved
CLM-001469,TICK-013080,Missed Connection,215000,75000,142000,2025-07-23 05:17:00,2025-07-22 21:17:00,2025-07-27 21:17:00,Approved
CLM-001470,TICK-013086,Missed Connection,226000,50000,142000,2025-07-23 11:17:00,2025-07-23 05:17:00,2025-07-28 05:17:00,Approved
CLM-001471,TICK-013096,Missed Connection,105000,100000,70000,2025-07-08 22:43:00,2025-07-08 21:43:00,2025-07-10 21:43:00,Approved
CLM-001472,TICK-013103,Missed Connection,133000,100000,93000,2025-04-09 07:58:00,2025-04-09 01:58:00,2025-04-10 01:58:00,Approved
CLM-001473,TICK-013110,Missed Connection,178000,100000,112000,2025-12-09 17:25:00,2025-12-09 12:25:00,2025-12-10 12:25:00,Approved
CLM-001474,TICK-013114,Missed Connection,49000,75000,34000,2025-12-09 19:14:00,2025-12-09 11:14:00,2025-12-14 11:14:00,Approved
CLM-001475,TICK-013123,Missed Connection,119000,75000,75000,2025-08-09 12:41:00,2025-08-09 08:41:00,2025-08-11 08:41:00,Approved
CLM-001476,TICK-013134,Missed Connection,82000,50000,52000,2025-05-09 01:18:00,2025-05-08 19:18:00,2025-05-12 19:18:00,Approved
CLM-001477,TICK-013147,Missed Connection,99000,75000,65000,2025-12-09 18:10:00,2025-12-09 11:10:00,2025-12-12 11:10:00,Approved
CLM-001478,TICK-013152,Missed Connection,98000,100000,65000,2025-08-23 08:10:00,2025-08-23 06:10:00,2025-08-27 06:10:00,Approved
CLM-001479,TICK-013160,Missed Connection,52000,75000,34000,2025-07-09 13:24:00,2025-07-09 12:24:00,2025-07-11 12:24:00,Approved
CLM-001480,TICK-013173,Missed Connection,115000,75000,72000,2025-08-08 21:16:00,2025-08-08 13:16:00,2025-08-09 13:16:00,Approved
CLM-001481,TICK-013175,Missed Connection,140000,75000,88000,2025-03-23 01:10:00,2025-03-22 22:10:00,2025-03-25 22:10:00,Approved
CLM-001482,TICK-013181,Missed Connection,226000,100000,142000,2025-07-09 04:09:00,2025-07-09 00:09:00,2025-07-13 00:09:00,Approved
CLM-001483,TICK-013188,Missed Connection,186000,50000,117000,2025-12-09 08:07:00,2025-12-09 06:07:00,2025-12-12 06:07:00,Approved
CLM-001484,TICK-013198,Missed Connection,130000,50000,82000,2025-07-23 12:24:00,2025-07-23 09:24:00,,Pending
