trip_id,actual_departure_ts,actual_arrival_ts,departure_delay_minutes,arrival_delay_minutes,disruption_reason,severity_level
TRIP-002041,2025-07-08 18:01:00,2025-07-08 21:47:00,1,11,,
TRIP-002042,2025-11-08 18:17:00,2025-11-09 01:57:00,17,23,,
TRIP-002043,2025-11-09 06:00:00,2025-11-09 08:42:00,0,3,,
TRIP-002044,2025-06-09 06:59:00,2025-06-09 11:26:00,59,59,,
TRIP-002045,2025-06-09 12:34:00,2025-06-09 19:32:00,34,55,,
TRIP-002046,2025-12-09 06:21:00,2025-12-09 09:48:00,21,37,,
TRIP-002047,2025-04-09 06:00:00,2025-04-09 13:44:00,0,0,,
TRIP-002048,2025-10-09 00:29:00,2025-10-09 09:20:00,29,21,,
TRIP-002049,2025-02-08 18:01:00,2025-02-09 03:11:00,1,60,,
TRIP-002050,2025-02-09 06:20:00,2025-02-09 12:59:00,20,49,,
TRIP-002051,2025-02-09 12:00:00,2025-02-09 19:32:00,0,0,,
TRIP-002052,2025-08-22 06:03:00,2025-08-22 09:47:00,3,11,,
TRIP-002053,2025-06-09 18:29:00,2025-06-10 05:44:00,29,61,,
TRIP-002054,2025-05-23 18:18:00,2025-05-24 02:42:00,18,58,,
TRIP-002055,2025-04-08 06:36:00,2025-04-08 09:10:00,36,31,,
TRIP-002056,2025-04-23 06:11:00,2025-04-23 14:59:00,11,0,,
TRIP-002057,2025-12-08 06:11:00,2025-12-08 09:24:00,11,38,,
TRIP-002058,2025-05-08 18:11:00,2025-05-09 06:34:00,11,215,Kerusakan Mesin,High
TRIP-002059,2025-02-22 18:00:00,2025-02-23 00:30:00,0,20,,
TRIP-002060,2025-02-23 00:27:00,2025-02-23 08:29:00,27,57,,
TRIP-002061,2025-02-23 12:13:00,2025-02-24 00:00:00,13,46,,
TRIP-002062,2025-05-22 06:31:00,2025-05-22 15:34:00,31,53,,
TRIP-002063,2025-05-22 18:11:00,2025-05-23 02:14:00,11,0,,
TRIP-002064,2025-06-22 12:00:00,2025-06-22 20:11:00,0,0,,
TRIP-002065,2025-05-08 06:25:00,2025-05-08 09:54:00,25,52,,
TRIP-002066,2025-04-23 12:14:00,2025-04-23 16:13:00,14,37,,
TRIP-002067,2025-10-22 18:36:00,2025-10-23 02:36:00,36,64,,
TRIP-002068,2025-10-23 06:03:00,2025-10-23 17:44:00,3,30,,
TRIP-002069,2025-01-08 18:00:00,2025-01-09 03:01:00,0,2,,
TRIP-002070,2025-01-09 06:15:00,2025-01-09 16:51:00,15,8,,
TRIP-002071,2025-05-22 06:00:00,2025-05-22 15:07:00,0,8,,
TRIP-002072,2025-01-23 00:00:00,2025-01-23 09:32:00,0,33,,
TRIP-002073,2025-09-08 06:00:00,2025-09-08 13:34:00,0,0,,
TRIP-002074,2025-09-08 18:40:00,2025-09-08 21:48:00,40,69,,
TRIP-002075,2025-09-09 00:00:00,2025-09-09 09:00:00,0,0,,
TRIP-002076,2025-05-22 06:00:00,2025-05-22 08:39:00,0,0,,
TRIP-002077,2025-05-22 12:00:00,2025-05-22 21:03:00,0,3,,
TRIP-002078,2025-04-08 12:05:00,2025-04-08 21:49:00,5,11,,
TRIP-002079,2025-04-09 00:05:00,2025-04-09 07:48:00,5,4,,
TRIP-002080,2025-04-09 12:05:00,2025-04-09 14:46:00,5,0,,
TRIP-002081,2025-09-22 06:22:00,2025-09-22 09:42:00,22,6,,
TRIP-002082,2025-06-22 06:14:00,2025-06-22 09:05:00,14,19,,
TRIP-002083,2025-06-23 06:26:00,2025-06-23 09:24:00,26,38,,
TRIP-002084,2025-06-23 12:24:00,2025-06-23 15:44:00,24,42,,
TRIP-002085,2025-01-08 18:38:00,2025-01-09 04:29:00,38,47,,
TRIP-002086,2025-01-09 06:42:00,2025-01-09 12:42:00,42,37,,
TRIP-002087,2025-07-08 18:00:00,2025-07-09 05:24:00,0,10,,
TRIP-002088,2025-09-08 18:33:00,2025-09-08 22:46:00,33,19,,
TRIP-002089,2025-07-09 00:39:00,2025-07-09 04:25:00,39,49,,
TRIP-002090,2025-06-23 00:18:00,2025-06-23 11:26:00,18,217,Kemacetan,High
TRIP-002091,2025-04-08 12:17:00,2025-04-08 23:03:00,17,20,,
TRIP-002092,2025-04-09 00:07:00,2025-04-09 06:38:00,7,28,,
TRIP-002093,2025-04-09 06:20:00,2025-04-09 14:47:00,20,36,,
TRIP-002094,2025-06-23 18:17:00,2025-06-24 03:55:00,17,17,,
TRIP-002095,2025-12-22 18:00:00,2025-12-23 00:09:00,0,6,,
TRIP-002096,2025-10-23 00:23:00,2025-10-23 08:59:00,23,0,,
TRIP-002097,2025-06-22 12:13:00,2025-06-22 21:38:00,13,0,,
TRIP-002098,2025-06-23 00:00:00,2025-06-23 04:00:00,0,0,,
TRIP-002099,2025-08-22 12:11:00,2025-08-22 21:54:00,11,12,,
TRIP-002100,2025-08-23 00:00:00,2025-08-23 06:43:00,0,38,,
TRIP-002101,2025-02-22 06:01:00,2025-02-22 15:03:00,1,4,,
TRIP-002102,2025-10-08 12:22:00,2025-10-08 20:18:00,22,34,,
TRIP-002103,2025-10-09 00:11:00,2025-10-09 02:46:00,11,0,,
TRIP-002104,2025-07-09 12:25:00,2025-07-09 22:36:00,25,58,,
TRIP-002105,2025-06-23 00:15:00,2025-06-23 06:55:00,15,45,,
TRIP-002106,2025-05-08 12:06:00,2025-05-08 23:14:00,6,0,,
TRIP-002107,2025-12-08 06:06:00,2025-12-08 14:55:00,6,14,,
TRIP-002108,2025-05-08 18:07:00,2025-05-08 21:56:00,7,45,,
TRIP-002109,2025-05-09 00:36:00,2025-05-09 06:57:00,36,47,,
TRIP-002110,2025-11-22 18:00:00,2025-11-22 22:01:00,0,1,,
TRIP-002111,2025-11-23 12:04:00,2025-11-23 15:57:00,4,21,,
TRIP-002112,2025-05-23 06:00:00,2025-05-23 08:39:00,0,0,,
TRIP-002113,2025-10-08 12:12:00,2025-10-08 15:35:00,12,56,,
TRIP-002114,2025-12-22 06:19:00,2025-12-22 15:17:00,19,17,,
TRIP-002115,2025-03-09 06:00:00,2025-03-09 12:39:00,0,29,,
TRIP-002116,2025-12-22 18:00:00,2025-12-22 23:11:00,0,0,,
TRIP-002117,2025-12-23 00:26:00,2025-12-23 08:10:00,26,36,,
TRIP-002118,2025-03-09 00:08:00,2025-03-09 02:50:00,8,11,,
TRIP-002119,2025-11-22 06:02:00,2025-11-22 09:19:00,2,17,,
TRIP-002120,2025-01-08 18:45:00,2025-01-09 07:21:00,45,58,,
TRIP-002121,2025-01-09 06:55:00,2025-01-09 10:25:00,55,49,,
TRIP-002122,2025-04-22 06:00:00,2025-04-22 08:46:00,0,0,,
TRIP-002123,2025-03-22 12:09:00,2025-03-22 20:15:00,9,26,,
TRIP-002124,2025-03-23 00:00:00,2025-03-23 08:41:00,0,0,,
TRIP-002125,2025-12-23 00:13:00,2025-12-23 11:39:00,13,0,,
TRIP-002126,2025-11-22 12:13:00,2025-11-22 21:11:00,13,12,,
TRIP-002127,2025-07-22 18:13:00,2025-07-23 04:10:00,13,28,,
TRIP-002128,2025-07-23 06:00:00,2025-07-23 12:05:00,0,0,,
TRIP-002129,2025-04-23 00:14:00,2025-04-23 05:59:00,14,48,,
TRIP-002130,2025-04-23 06:21:00,2025-04-23 13:39:00,21,5,,
TRIP-002131,2025-04-22 12:06:00,2025-04-22 20:02:00,6,18,,
TRIP-002132,2025-12-22 12:00:00,2025-12-22 18:10:00,0,0,,
TRIP-002133,2025-06-23 06:10:00,2025-06-23 13:32:00,10,0,,
TRIP-002134,2025-07-22 06:14:00,2025-07-22 16:12:00,14,34,,
TRIP-002135,2025-07-22 18:00:00,2025-07-23 01:44:00,0,0,,
TRIP-002136,2025-08-22 18:11:00,2025-08-23 01:05:00,11,28,,
TRIP-002137,2025-03-08 18:20:00,2025-03-09 07:16:00,20,53,,
TRIP-002138,2025-09-08 12:21:00,2025-09-08 23:33:00,21,19,,
TRIP-002139,2025-09-09 00:35:00,2025-09-09 09:46:00,35,8,,
TRIP-002140,2025-05-09 07:00:00,2025-05-09 14:35:00,60,46,,
TRIP-002141,2025-06-22 06:03:00,2025-06-22 18:32:00,3,9,,
TRIP-002142,2025-11-22 18:00:00,2025-11-23 06:55:00,0,32,,
TRIP-002143,2025-03-08 06:42:00,2025-03-08 19:53:00,42,90,,
TRIP-002144,2025-03-08 18:00:00,2025-03-08 23:47:00,0,131,Kerusakan Mesin,Medium
TRIP-002145,2025-03-09 00:25:00,2025-03-09 10:21:00,25,39,,
TRIP-002146,2025-01-22 18:35:00,2025-01-23 06:42:00,35,17,,
TRIP-002147,2025-01-23 06:14:00,2025-01-23 15:38:00,14,0,,
TRIP-002148,2025-05-08 12:00:00,2025-05-08 15:39:00,0,28,,
TRIP-002149,2025-05-08 18:05:00,2025-05-09 06:25:00,5,0,,
TRIP-002150,2025-09-22 06:31:00,2025-09-22 12:29:00,31,26,,
TRIP-002151,2025-09-09 12:29:00,2025-09-09 22:16:00,29,34,,
TRIP-002152,2025-05-22 12:17:00,2025-05-22 18:16:00,17,6,,
TRIP-002153,2025-05-22 18:04:00,2025-05-23 02:08:00,4,36,,
TRIP-002154,2025-05-23 06:12:00,2025-05-23 17:38:00,12,24,,
TRIP-002155,2025-05-09 00:00:00,2025-05-09 07:49:00,0,0,,
TRIP-002156,2025-11-08 06:17:00,2025-11-08 18:04:00,17,2,,
TRIP-002157,2025-07-22 12:00:00,2025-07-22 23:26:00,0,12,,
TRIP-002158,2025-01-08 18:00:00,2025-01-09 02:04:00,0,20,,
TRIP-002159,2025-12-09 12:16:00,2025-12-09 21:48:00,16,10,,
TRIP-002160,2025-09-08 12:00:00,2025-09-08 18:10:00,0,0,,
TRIP-002161,2025-01-22 18:30:00,2025-01-23 05:07:00,30,24,,
TRIP-002162,2025-01-23 06:05:00,2025-01-23 12:10:00,5,0,,
TRIP-002163,2025-08-08 06:19:00,2025-08-08 17:49:00,19,35,,
TRIP-002164,2025-08-08 18:00:00,2025-08-09 03:38:00,0,0,,
TRIP-002165,2025-02-23 00:00:00,2025-02-23 12:25:00,0,0,,
TRIP-002166,2025-09-09 00:24:00,2025-09-09 13:03:00,24,84,,
TRIP-002167,2025-01-09 00:00:00,2025-01-09 12:30:00,0,7,,
TRIP-002168,2025-01-09 12:12:00,2025-01-09 15:50:00,12,14,,
TRIP-002169,2025-05-09 06:17:00,2025-05-09 12:45:00,17,35,,
TRIP-002170,2025-11-22 18:26:00,2025-11-23 06:55:00,26,53,,
TRIP-002171,2025-11-23 06:07:00,2025-11-23 16:53:00,7,10,,
TRIP-002172,2025-07-08 12:00:00,2025-07-08 17:58:00,0,47,,
TRIP-002173,2025-02-08 12:01:00,2025-02-08 21:38:00,1,0,,
TRIP-002174,2025-02-09 00:12:00,2025-02-09 04:07:00,12,7,,
TRIP-002175,2025-07-23 00:01:00,2025-07-23 04:27:00,1,27,,
TRIP-002176,2025-07-23 06:00:00,2025-07-23 18:24:00,0,45,,
TRIP-002177,2025-07-23 06:00:00,2025-07-23 12:34:00,0,31,,
TRIP-002178,2025-10-08 12:20:00,2025-10-08 19:47:00,20,15,,
TRIP-002179,2025-10-09 00:00:00,2025-10-09 15:40:00,0,266,Cuaca,High
TRIP-002180,2025-10-09 12:11:00,2025-10-09 21:38:00,11,0,,
TRIP-002181,2025-07-23 12:12:00,2025-07-23 20:14:00,12,0,,
TRIP-002182,2025-09-23 12:22:00,2025-09-23 21:53:00,22,15,,
TRIP-002183,2025-04-22 18:35:00,2025-04-23 03:12:00,35,31,,
TRIP-002184,2025-04-23 06:00:00,2025-04-23 14:14:00,0,0,,
TRIP-002185,2025-04-23 18:13:00,2025-04-23 22:49:00,13,22,,
TRIP-002186,2025-10-22 12:03:00,2025-10-22 14:47:00,3,1,,
TRIP-002187,2025-10-22 18:07:00,2025-10-22 21:22:00,7,20,,
TRIP-002188,2025-09-22 06:00:00,2025-09-22 17:05:00,0,22,,
TRIP-002189,2025-09-22 18:36:00,2025-09-23 04:04:00,36,234,Kemacetan,High
TRIP-002190,2025-02-23 00:36:00,2025-02-23 10:43:00,36,65,,
TRIP-002191,2025-03-08 18:00:00,2025-03-08 23:07:00,0,141,Cuaca,Medium
TRIP-002192,2025-09-08 18:00:00,2025-09-09 01:32:00,0,0,,
TRIP-002193,2025-09-09 06:00:00,2025-09-09 17:36:00,0,22,,
TRIP-002194,2025-09-09 18:00:00,2025-09-10 03:48:00,0,10,,
TRIP-002195,2025-07-22 12:00:00,2025-07-22 21:24:00,0,43,,
TRIP-002196,2025-07-23 00:38:00,2025-07-23 08:49:00,38,35,,
TRIP-002197,2025-10-08 12:24:00,2025-10-08 20:41:00,24,30,,
TRIP-002198,2025-10-09 00:31:00,2025-10-09 07:10:00,31,60,,
TRIP-002199,2025-07-09 12:22:00,2025-07-09 20:22:00,22,8,,
TRIP-002200,2025-12-08 06:04:00,2025-12-08 13:44:00,4,0,,
TRIP-002201,2025-03-08 18:00:00,2025-03-08 22:34:00,0,7,,
TRIP-002202,2025-08-08 06:25:00,2025-08-08 16:26:00,25,48,,
TRIP-002203,2025-08-08 18:00:00,2025-08-08 22:06:00,0,6,,
TRIP-002204,2025-08-09 00:18:00,2025-08-09 12:13:00,18,34,,
TRIP-002205,2025-04-08 18:02:00,2025-04-09 01:42:00,2,8,,
TRIP-002206,2025-04-09 06:35:00,2025-04-09 09:27:00,35,48,,
TRIP-002207,2025-08-23 18:09:00,2025-08-23 22:54:00,9,27,,
TRIP-002208,2025-08-09 06:14:00,2025-08-09 18:29:00,14,27,,
TRIP-002209,2025-06-22 18:00:00,2025-06-22 21:54:00,0,18,,
TRIP-002210,2025-06-23 00:06:00,2025-06-23 09:53:00,6,11,,
TRIP-002211,2025-09-08 18:12:00,2025-09-09 03:55:00,12,17,,
TRIP-002212,2025-12-09 06:00:00,2025-12-09 12:05:00,0,0,,
TRIP-002213,2025-12-09 12:44:00,2025-12-09 20:07:00,44,18,,
TRIP-002214,2025-12-09 00:12:00,2025-12-09 11:08:00,12,214,Kerusakan Mesin,High
TRIP-002215,2025-09-08 18:17:00,2025-09-08 22:37:00,17,37,,
TRIP-002216,2025-09-09 12:33:00,2025-09-09 21:56:00,33,75,,
TRIP-002217,2025-12-09 06:18:00,2025-12-09 11:12:00,18,45,,
TRIP-002218,2025-12-08 06:00:00,2025-12-08 13:49:00,0,0,,
TRIP-002219,2025-01-08 06:23:00,2025-01-08 14:08:00,23,34,,
TRIP-002220,2025-03-08 18:18:00,2025-03-09 00:21:00,18,18,,
TRIP-002221,2025-03-09 00:00:00,2025-03-09 11:58:00,0,19,,
TRIP-002222,2025-11-09 00:06:00,2025-11-09 03:07:00,6,28,,
TRIP-002223,2025-03-08 12:00:00,2025-03-08 23:14:00,0,0,,
TRIP-002224,2025-03-09 00:38:00,2025-03-09 11:01:00,38,83,,
TRIP-002225,2025-04-22 06:16:00,2025-04-22 09:02:00,16,0,,
TRIP-002226,2025-04-22 12:01:00,2025-04-22 18:14:00,1,11,,
TRIP-002227,2025-12-23 06:06:00,2025-12-23 18:05:00,6,3,,
TRIP-002228,2025-03-23 00:16:00,2025-03-23 12:41:00,16,18,,
TRIP-002229,2025-10-23 06:00:00,2025-10-23 09:44:00,0,33,,
TRIP-002230,2025-07-23 00:21:00,2025-07-23 06:53:00,21,50,,
TRIP-002231,2025-08-09 06:38:00,2025-08-09 15:35:00,38,54,,
TRIP-002232,2025-03-22 12:19:00,2025-03-23 00:25:00,19,0,,
TRIP-002233,2025-09-08 06:00:00,2025-09-08 12:03:00,0,0,,
TRIP-002234,2025-09-08 12:07:00,2025-09-09 00:50:00,7,27,,
TRIP-002235,2025-01-08 18:35:00,2025-01-09 01:27:00,35,50,,
TRIP-002236,2025-01-09 06:00:00,2025-01-09 18:02:00,0,0,,
TRIP-002237,2025-07-23 00:00:00,2025-07-23 02:48:00,0,9,,
TRIP-002238,2025-07-23 06:28:00,2025-07-23 15:45:00,28,45,,
TRIP-002239,2025-02-23 06:18:00,2025-02-23 16:11:00,18,33,,
TRIP-002240,2025-06-09 00:31:00,2025-06-09 03:48:00,31,46,,
TRIP-002241,2025-03-22 06:04:00,2025-03-22 14:14:00,4,0,,
TRIP-002242,2025-03-22 18:00:00,2025-03-22 22:59:00,0,32,,
TRIP-002243,2025-03-23 00:06:00,2025-03-23 06:37:00,6,0,,
TRIP-002244,2025-07-22 06:33:00,2025-07-22 15:00:00,33,0,,
TRIP-002245,2025-07-22 18:00:00,2025-07-22 21:15:00,0,4,,
TRIP-002246,2025-07-23 00:17:00,2025-07-23 12:57:00,17,32,,
TRIP-002247,2025-11-22 06:05:00,2025-11-22 15:59:00,5,17,,
TRIP-002248,2025-11-23 00:05:00,2025-11-23 07:49:00,5,0,,
TRIP-002249,2025-03-08 12:18:00,2025-03-08 15:34:00,18,48,,
TRIP-002250,2025-03-08 18:00:00,2025-03-08 21:36:00,0,34,,
TRIP-002251,2025-03-09 00:28:00,2025-03-09 06:37:00,28,34,,
TRIP-002252,2025-05-08 06:50:00,2025-05-08 15:23:00,50,99,,
TRIP-002253,2025-07-08 18:30:00,2025-07-09 05:10:00,30,27,,
TRIP-002254,2025-02-22 12:19:00,2025-02-22 18:50:00,19,13,,
TRIP-002255,2025-02-23 00:00:00,2025-02-23 12:02:00,0,0,,
TRIP-002256,2025-07-09 06:00:00,2025-07-09 17:33:00,0,19,,
TRIP-002257,2025-12-23 06:00:00,2025-12-23 10:02:00,0,2,,
TRIP-002258,2025-04-08 18:40:00,2025-04-09 00:38:00,40,35,,
TRIP-002259,2025-10-22 18:02:00,2025-10-22 23:16:00,2,49,,
TRIP-002260,2025-10-23 00:00:00,2025-10-23 06:37:00,0,0,,
TRIP-002261,2025-08-08 18:36:00,2025-08-08 22:59:00,36,32,,
TRIP-002262,2025-08-09 00:14:00,2025-08-09 06:48:00,14,11,,
TRIP-002263,2025-08-22 18:46:00,2025-08-23 00:35:00,46,25,,
TRIP-002264,2025-08-23 00:32:00,2025-08-23 09:01:00,32,50,,
TRIP-002265,2025-12-23 18:02:00,2025-12-24 06:41:00,2,16,,
TRIP-002266,2025-12-23 18:26:00,2025-12-24 02:11:00,26,27,,
TRIP-002267,2025-02-22 18:33:00,2025-02-23 07:21:00,33,58,,
TRIP-002268,2025-02-23 06:53:00,2025-02-23 10:33:00,53,57,,
TRIP-002269,2025-01-22 06:33:00,2025-01-22 11:50:00,33,184,Kerusakan Mesin,High
TRIP-002270,2025-01-22 06:00:00,2025-01-22 09:02:00,0,0,,
TRIP-002271,2025-02-23 00:00:00,2025-02-23 03:36:00,0,0,,
TRIP-002272,2025-08-22 06:45:00,2025-08-22 16:32:00,45,50,,
TRIP-002273,2025-03-08 12:39:00,2025-03-08 17:39:00,39,28,,
TRIP-002274,2025-11-22 06:08:00,2025-11-22 16:29:00,8,51,,
TRIP-002275,2025-06-22 12:00:00,2025-06-23 00:02:00,0,0,,
TRIP-002276,2025-08-08 12:22:00,2025-08-09 00:52:00,22,29,,
TRIP-002277,2025-08-09 00:00:00,2025-08-09 03:36:00,0,0,,
TRIP-002278,2025-07-23 00:00:00,2025-07-23 11:55:00,0,16,,
TRIP-002279,2025-10-08 12:27:00,2025-10-08 15:54:00,27,18,,
TRIP-002280,2025-10-08 18:23:00,2025-10-09 04:22:00,23,40,,
TRIP-002281,2025-10-09 06:11:00,2025-10-09 12:05:00,11,0,,
TRIP-002282,2025-10-22 06:47:00,2025-10-22 10:53:00,47,53,,
TRIP-002283,2025-09-22 12:10:00,2025-09-22 15:40:00,10,4,,
TRIP-002284,2025-09-22 18:00:00,2025-09-23 04:08:00,0,26,,
TRIP-002285,2025-01-23 00:28:00,2025-01-23 08:19:00,28,35,,
TRIP-002286,2025-01-08 12:12:00,2025-01-08 16:12:00,12,36,,
TRIP-002287,2025-10-22 12:19:00,2025-10-22 15:37:00,19,35,,
TRIP-002288,2025-06-22 06:17:00,2025-06-22 15:04:00,17,50,,
TRIP-002289,2025-06-22 18:23:00,2025-06-22 23:12:00,23,45,,
TRIP-002290,2025-06-23 00:00:00,2025-06-23 06:48:00,0,11,,
TRIP-002291,2025-12-23 00:01:00,2025-12-23 10:43:00,1,0,,
TRIP-002292,2025-04-08 06:00:00,2025-04-08 12:05:00,0,0,,
TRIP-002293,2025-04-23 00:08:00,2025-04-23 03:36:00,8,50,,
TRIP-002294,2025-12-09 00:00:00,2025-12-09 03:19:00,0,40,,
TRIP-002295,2025-09-08 18:25:00,2025-09-09 02:26:00,25,42,,
TRIP-002296,2025-09-09 06:06:00,2025-09-09 09:11:00,6,25,,
TRIP-002297,2025-09-09 12:06:00,2025-09-09 15:05:00,6,3,,
TRIP-002298,2025-12-23 12:00:00,2025-12-23 15:22:00,0,11,,
TRIP-002299,2025-12-22 06:29:00,2025-12-22 09:18:00,29,39,,
TRIP-002300,2025-01-23 06:00:00,2025-01-23 13:54:00,0,5,,
TRIP-002301,2025-01-08 12:37:00,2025-01-08 16:23:00,37,23,,
TRIP-002302,2025-01-22 12:12:00,2025-01-22 14:40:00,12,1,,
TRIP-002303,2025-01-22 18:25:00,2025-01-23 03:55:00,25,55,,
TRIP-002304,2025-11-22 18:00:00,2025-11-23 05:23:00,0,40,,
TRIP-002305,2025-11-23 06:00:00,2025-11-23 18:50:00,0,25,,
TRIP-002306,2025-04-22 18:01:00,2025-04-23 00:10:00,1,0,,
TRIP-002307,2025-04-23 00:27:00,2025-04-23 08:19:00,27,8,,
TRIP-002308,2025-03-08 18:53:00,2025-03-09 01:55:00,53,105,,
TRIP-002309,2025-03-09 00:44:00,2025-03-09 09:32:00,44,81,,
TRIP-002310,2025-06-23 12:00:00,2025-06-23 20:43:00,0,29,,
TRIP-002311,2025-03-23 12:30:00,2025-03-23 22:53:00,30,159,Cuaca,Medium
TRIP-002312,2025-03-22 18:28:00,2025-03-23 05:04:00,28,21,,
TRIP-002313,2025-12-08 18:00:00,2025-12-09 00:10:00,0,0,,
TRIP-002314,2025-12-09 00:01:00,2025-12-09 08:39:00,1,28,,
TRIP-002315,2025-02-08 12:10:00,2025-02-08 18:25:00,10,15,,
TRIP-002316,2025-03-08 12:03:00,2025-03-09 02:22:00,3,219,Kerusakan Mesin,High
TRIP-002317,2025-01-08 12:27:00,2025-01-09 00:28:00,27,26,,
TRIP-002318,2025-01-09 00:26:00,2025-01-09 06:10:00,26,59,,
TRIP-002319,2025-07-09 18:00:00,2025-07-10 03:56:00,0,18,,
TRIP-002320,2025-03-22 12:26:00,2025-03-22 19:03:00,26,58,,
TRIP-002321,2025-03-22 18:17:00,2025-03-23 03:58:00,17,129,Kerusakan Mesin,Medium
TRIP-002322,2025-03-23 06:23:00,2025-03-23 15:23:00,23,23,,
TRIP-002323,2025-01-22 06:08:00,2025-01-22 11:18:00,8,7,,
TRIP-002324,2025-06-22 06:03:00,2025-06-22 18:31:00,3,52,,
TRIP-002325,2025-02-08 06:04:00,2025-02-08 12:37:00,4,0,,
TRIP-002326,2025-12-09 00:12:00,2025-12-09 04:07:00,12,31,,
TRIP-002327,2025-05-22 12:41:00,2025-05-22 21:40:00,41,41,,
TRIP-002328,2025-05-23 00:07:00,2025-05-23 11:34:00,7,51,,
TRIP-002329,2025-11-08 18:18:00,2025-11-08 22:28:00,18,52,,
TRIP-002330,2025-08-23 06:00:00,2025-08-23 16:51:00,0,8,,
TRIP-002331,2025-11-23 12:06:00,2025-11-23 20:41:00,6,30,,
TRIP-002332,2025-07-09 06:23:00,2025-07-09 14:33:00,23,61,,
TRIP-002333,2025-07-22 06:00:00,2025-07-22 17:45:00,0,6,,
TRIP-002334,2025-03-22 18:13:00,2025-03-23 00:10:00,13,0,,
TRIP-002335,2025-03-23 00:27:00,2025-03-23 08:40:00,27,68,,
TRIP-002336,2025-01-08 12:13:00,2025-01-08 18:30:00,13,27,,
TRIP-002337,2025-03-23 00:03:00,2025-03-23 09:38:00,3,0,,
TRIP-002338,2025-07-08 12:06:00,2025-07-08 16:14:00,6,14,,
TRIP-002339,2025-02-09 06:19:00,2025-02-09 10:27:00,19,27,,
TRIP-002340,2025-09-22 06:25:00,2025-09-22 16:23:00,25,45,,
TRIP-002341,2025-11-22 18:00:00,2025-11-22 21:36:00,0,0,,
TRIP-002342,2025-11-23 00:05:00,2025-11-23 09:42:00,5,0,,
TRIP-002343,2025-05-23 00:14:00,2025-05-23 12:27:00,14,25,,
TRIP-002344,2025-03-23 12:14:00,2025-03-23 20:50:00,14,9,,
TRIP-002345,2025-03-08 12:17:00,2025-03-09 00:50:00,17,25,,
TRIP-002346,2025-09-22 18:10:00,2025-09-23 02:28:00,10,17,,
TRIP-002347,2025-09-23 06:12:00,2025-09-23 12:16:00,12,6,,
TRIP-002348,2025-09-23 12:00:00,2025-09-23 19:32:00,0,0,,
TRIP-002349,2025-01-09 00:06:00,2025-01-09 03:50:00,6,14,,
TRIP-002350,2025-02-08 06:29:00,2025-02-08 10:50:00,29,74,,
TRIP-002351,2025-06-22 06:02:00,2025-06-22 10:40:00,2,13,,
TRIP-002352,2025-10-08 06:00:00,2025-10-08 09:02:00,0,0,,
TRIP-002353,2025-07-09 12:04:00,2025-07-09 15:51:00,4,40,,
TRIP-002354,2025-03-08 06:09:00,2025-03-08 14:14:00,9,0,,
TRIP-002355,2025-02-08 06:19:00,2025-02-08 14:06:00,19,22,,
TRIP-002356,2025-02-08 18:22:00,2025-02-08 21:27:00,22,41,,
TRIP-002357,2025-08-22 18:21:00,2025-08-22 20:51:00,21,5,,
TRIP-002358,2025-04-22 18:06:00,2025-04-23 04:11:00,6,29,,
TRIP-002359,2025-06-09 00:20:00,2025-06-09 06:26:00,20,16,,
TRIP-002360,2025-05-08 06:17:00,2025-05-08 16:12:00,17,30,,
TRIP-002361,2025-04-22 06:09:00,2025-04-22 12:20:00,9,17,,
TRIP-002362,2025-10-22 18:07:00,2025-10-23 03:08:00,7,9,,
TRIP-002363,2025-01-22 12:46:00,2025-01-22 22:33:00,46,268,Kemacetan,High
TRIP-002364,2025-01-09 12:00:00,2025-01-10 00:02:00,0,0,,
TRIP-002365,2025-04-09 12:16:00,2025-04-09 18:37:00,16,0,,
TRIP-002366,2025-09-22 12:20:00,2025-09-22 22:45:00,20,2,,
TRIP-002367,2025-09-23 00:06:00,2025-09-23 12:25:00,6,0,,
TRIP-002368,2025-04-22 12:31:00,2025-04-22 20:17:00,31,28,,
TRIP-002369,2025-04-23 00:21:00,2025-04-23 09:23:00,21,42,,
TRIP-002370,2025-05-08 18:26:00,2025-05-08 22:20:00,26,44,,
TRIP-002371,2025-05-09 00:00:00,2025-05-09 10:25:00,0,43,,
TRIP-002372,2025-06-23 00:14:00,2025-06-23 05:25:00,14,14,,
TRIP-002373,2025-01-08 06:00:00,2025-01-08 18:19:00,0,17,,
TRIP-002374,2025-11-09 18:37:00,2025-11-10 03:58:00,37,20,,
TRIP-002375,2025-11-22 12:25:00,2025-11-22 18:37:00,25,27,,
TRIP-002376,2025-12-22 18:00:00,2025-12-23 03:00:00,0,1,,
TRIP-002377,2025-01-22 18:15:00,2025-01-22 22:05:00,15,5,,
TRIP-002378,2025-01-23 00:01:00,2025-01-23 12:23:00,1,0,,
TRIP-002379,2025-08-08 06:04:00,2025-08-08 13:45:00,4,11,,
TRIP-002380,2025-07-08 18:00:00,2025-07-08 22:04:00,0,4,,
TRIP-002381,2025-09-08 06:00:00,2025-09-08 17:42:00,0,28,,
TRIP-002382,2025-09-09 06:19:00,2025-09-09 10:27:00,19,27,,
TRIP-002383,2025-07-23 00:00:00,2025-07-23 12:23:00,0,0,,
TRIP-002384,2025-07-23 12:00:00,2025-07-23 15:36:00,0,0,,
TRIP-002385,2025-11-08 06:17:00,2025-11-08 18:40:00,17,15,,
