booking_id,itinerary_id,passenger_id,booking_ts,booking_channel,fare_class,payment_method,is_refundable,total_legs
BKG-005695,ITI-005695,P00156,2025-04-14 09:21:00,Mobile App,Regular,Bank Transfer,True,2
BKG-005696,ITI-005696,P03083,2025-06-15 15:40:00,Mobile App,Regular,Bank Transfer,True,2
BKG-005697,ITI-005697,P03787,2025-12-05 20:53:00,Agent,Regular,E-Wallet,True,3
BKG-005698,ITI-005698,P01778,2025-12-05 19:53:00,Mobile App,Regular,Bank Transfer,True,1
BKG-005699,ITI-005699,P00504,2025-05-17 07:16:00,Agent,Regular,E-Wallet,True,2
BKG-005700,ITI-005700,P00631,2025-06-01 14:08:00,Website,Regular,E-Wallet,True,1
BKG-005701,ITI-005701,P01087,2025-10-24 18:48:00,Agent,Regular,E-Wallet,True,2
BKG-005702,ITI-005702,P01561,2025-06-05 08:17:00,Mobile App,Promo,Bank Transfer,False,1
BKG-005703,ITI-005703,P02384,2025-12-05 13:49:00,Website,Flexi,Bank Transfer,True,3
BKG-005704,ITI-005704,P03119,2025-11-18 10:46:00,Website,Regular,Bank Transfer,True,2
BKG-005705,ITI-005705,P03068,2025-06-03 12:31:00,Website,Regular,E-Wallet,True,1
BKG-005706,ITI-005706,P03368,2025-12-04 17:14:00,Mobile App,Regular,E-Wallet,True,2
BKG-005707,ITI-005707,P03706,2025-06-13 20:20:00,Mobile App,Regular,Bank Transfer,True,2
BKG-005708,ITI-005708,P01262,2025-06-22 17:52:00,Mobile App,Promo,E-Wallet,False,1
BKG-005709,ITI-005709,P00974,2025-12-02 14:59:00,Website,Flexi,Card,True,3
BKG-005710,ITI-005710,P03716,2025-05-12 20:57:00,Mobile App,Promo,Cash,False,2
BKG-005711,ITI-005711,P02196,2025-06-23 21:59:00,Website,Promo,Cash,False,3
BKG-005712,ITI-005712,P02692,2025-02-22 18:14:00,Website,Regular,Bank Transfer,True,3
BKG-005713,ITI-005713,P02924,2025-06-22 15:31:00,Counter,Regular,Bank Transfer,True,2
BKG-005714,ITI-005714,P03509,2025-02-10 08:37:00,Website,Promo,Card,False,2
BKG-005715,ITI-005715,P02837,2025-12-05 07:19:00,Mobile App,Promo,E-Wallet,False,2
BKG-005716,ITI-005716,P02500,2025-06-30 11:59:00,Website,Flexi,E-Wallet,True,2
BKG-005717,ITI-005717,P01926,2025-05-02 15:12:00,Mobile App,Regular,Bank Transfer,True,1
BKG-005718,ITI-005718,P02409,2025-07-10 13:24:00,Website,Flexi,Bank Transfer,True,1
BKG-005719,ITI-005719,P00905,2025-05-28 11:35:00,Mobile App,Regular,Card,True,2
BKG-005720,ITI-005720,P02555,2025-08-02 07:49:00,Mobile App,Promo,Cash,False,2
BKG-005721,ITI-005721,P03072,2025-06-11 19:32:00,Website,Regular,Card,True,3
BKG-005722,ITI-005722,P01050,2025-09-03 18:33:00,Mobile App,Regular,E-Wallet,True,3
BKG-005723,ITI-005723,P00662,2025-09-13 14:28:00,Mobile App,Regular,Card,True,2
BKG-005724,ITI-005724,P03104,2025-12-16 17:10:00,Mobile App,Flexi,E-Wallet,True,2
BKG-005725,ITI-005725,P02496,2025-10-16 12:38:00,Counter,Regular,E-Wallet,True,1
BKG-005726,ITI-005726,P01489,2025-05-05 13:39:00,Counter,Regular,Bank Transfer,True,2
BKG-005727,ITI-005727,P02026,2025-08-14 12:14:00,Mobile App,Regular,Card,True,1
BKG-005728,ITI-005728,P03227,2025-01-26 17:10:00,Website,Regular,Bank Transfer,True,1
BKG-005729,ITI-005729,P03548,2025-10-17 08:39:00,Website,Regular,Cash,True,3
BKG-005730,ITI-005730,P00016,2025-07-16 21:58:00,Mobile App,Flexi,Bank Transfer,True,1
BKG-005731,ITI-005731,P03778,2025-11-03 19:30:00,Counter,Regular,E-Wallet,True,2
BKG-005732,ITI-005732,P00839,2025-09-09 15:13:00,Mobile App,Regular,Bank Transfer,True,3
BKG-005733,ITI-005733,P01453,2025-06-04 20:39:00,Mobile App,Regular,Cash,True,3
BKG-005734,ITI-005734,P03426,2025-06-16 08:57:00,Mobile App,Regular,Bank Transfer,True,2
BKG-005735,ITI-005735,P03309,2025-08-25 08:28:00,Website,Regular,Bank Transfer,True,2
BKG-005736,ITI-005736,P02684,2025-12-09 12:26:00,Mobile App,Regular,Bank Transfer,True,3
BKG-005737,ITI-005737,P02918,2025-06-05 17:22:00,Website,Regular,E-Wallet,True,2
BKG-005738,ITI-005738,P00641,2025-05-18 07:49:00,Mobile App,Regular,E-Wallet,True,2
BKG-005739,ITI-005739,P02313,2025-05-24 10:55:00,Mobile App,Regular,Bank Transfer,True,2
BKG-005740,ITI-005740,P01399,2025-04-17 18:32:00,Agent,Regular,Cash,True,2
BKG-005741,ITI-005741,P01257,2025-11-08 12:47:00,Website,Flexi,Card,True,3
BKG-005742,ITI-005742,P01082,2025-06-18 15:09:00,Counter,Flexi,Bank Transfer,True,1
BKG-005743,ITI-005743,P03853,2025-12-04 08:04:00,Website,Regular,E-Wallet,True,1
BKG-005744,ITI-005744,P02693,2025-08-28 19:40:00,Agent,Regular,Card,True,2
BKG-005745,ITI-005745,P00677,2025-10-27 08:13:00,Website,Regular,Bank Transfer,True,2
BKG-005746,ITI-005746,P01773,2025-05-02 11:59:00,Counter,Regular,Bank Transfer,True,3
BKG-005747,ITI-005747,P03602,2025-04-12 19:36:00,Website,Flexi,Bank Transfer,True,3
BKG-005748,ITI-005748,P03902,2025-01-06 16:56:00,Mobile App,Regular,Card,True,2
BKG-005749,ITI-005749,P01859,2025-06-14 21:59:00,Website,Regular,Bank Transfer,True,3
BKG-005750,ITI-005750,P02831,2025-07-07 19:12:00,Website,Flexi,E-Wallet,True,2
BKG-005751,ITI-005751,P02805,2025-12-12 21:12:00,Website,Regular,Bank Transfer,True,2
BKG-005752,ITI-005752,P00808,2025-05-30 10:47:00,Mobile App,Regular,Bank Transfer,True,2
BKG-005753,ITI-005753,P00488,2025-05-30 19:42:00,Mobile App,Promo,Card,False,2
BKG-005754,ITI-005754,P03382,2025-09-26 19:44:00,Website,Regular,Bank Transfer,True,2
BKG-005755,ITI-005755,P00635,2025-06-29 11:41:00,Agent,Regular,Bank Transfer,True,2
BKG-005756,ITI-005756,P00762,2025-07-06 16:28:00,Agent,Regular,Card,True,2
BKG-005757,ITI-005757,P02225,2025-04-14 21:43:00,Agent,Regular,Bank Transfer,True,1
BKG-005758,ITI-005758,P02514,2025-11-19 18:39:00,Website,Regular,Card,True,2
BKG-005759,ITI-005759,P03444,2025-03-12 18:19:00,Mobile App,Flexi,E-Wallet,True,2
BKG-005760,ITI-005760,P01447,2025-06-12 11:27:00,Mobile App,Regular,E-Wallet,True,1
BKG-005761,ITI-005761,P02513,2025-05-27 11:23:00,Website,Regular,E-Wallet,True,1
BKG-005762,ITI-005762,P01569,2025-12-04 12:38:00,Website,Regular,Bank Transfer,True,2
BKG-005763,ITI-005763,P01269,2025-12-09 08:25:00,Website,Regular,E-Wallet,True,2
BKG-005764,ITI-005764,P03357,2025-11-29 09:13:00,Mobile App,Flexi,Card,True,2
BKG-005765,ITI-005765,P02579,2025-06-16 07:27:00,Mobile App,Regular,E-Wallet,True,2
BKG-005766,ITI-005766,P00212,2025-08-18 14:00:00,Mobile App,Promo,Cash,False,3
BKG-005767,ITI-005767,P01470,2025-10-10 10:51:00,Agent,Regular,Cash,True,1
BKG-005768,ITI-005768,P00196,2025-04-21 17:27:00,Agent,Flexi,Bank Transfer,True,1
BKG-005769,ITI-005769,P02030,2025-07-01 13:35:00,Website,Promo,Bank Transfer,False,2
BKG-005770,ITI-005770,P01376,2025-02-21 12:04:00,Mobile App,Flexi,Card,True,2
BKG-005771,ITI-005771,P02423,2025-07-16 12:20:00,Mobile App,Regular,Card,True,2
BKG-005772,ITI-005772,P01331,2025-09-03 12:20:00,Website,Regular,Card,True,2
BKG-005773,ITI-005773,P01060,2025-05-19 16:51:00,Website,Flexi,Bank Transfer,True,1
BKG-005774,ITI-005774,P03159,2025-10-20 09:49:00,Mobile App,Regular,E-Wallet,True,2
BKG-005775,ITI-005775,P00361,2024-12-29 09:14:00,Agent,Regular,Bank Transfer,True,2
BKG-005776,ITI-005776,P01684,2025-02-17 10:16:00,Mobile App,Regular,Bank Transfer,True,2
BKG-005777,ITI-005777,P03450,2025-12-13 15:03:00,Website,Regular,Bank Transfer,True,1
BKG-005778,ITI-005778,P02025,2025-02-21 19:58:00,Mobile App,Regular,Cash,True,3
BKG-005779,ITI-005779,P01964,2025-06-14 13:35:00,Mobile App,Regular,E-Wallet,True,3
BKG-005780,ITI-005780,P01593,2025-07-09 15:51:00,Website,Regular,Bank Transfer,True,2
BKG-005781,ITI-005781,P00206,2025-07-04 13:03:00,Mobile App,Flexi,E-Wallet,True,1
BKG-005782,ITI-005782,P00618,2025-11-26 18:46:00,Mobile App,Regular,Bank Transfer,True,2
BKG-005783,ITI-005783,P00139,2025-05-19 15:13:00,Mobile App,Regular,E-Wallet,True,3
BKG-005784,ITI-005784,P03471,2025-06-25 12:51:00,Mobile App,Regular,Bank Transfer,True,1
BKG-005785,ITI-005785,P01636,2025-09-15 08:42:00,Mobile App,Flexi,Bank Transfer,True,2
BKG-005786,ITI-005786,P01249,2025-05-17 08:35:00,Website,Flexi,Card,True,3
BKG-005787,ITI-005787,P00679,2025-06-08 14:43:00,Website,Promo,E-Wallet,False,2
BKG-005788,ITI-005788,P02917,2025-09-07 16:51:00,Agent,Flexi,Bank Transfer,True,1
BKG-005789,ITI-005789,P02069,2025-05-09 20:56:00,Mobile App,Promo,Bank Transfer,False,3
BKG-005790,ITI-005790,P02627,2025-04-26 18:39:00,Website,Regular,Bank Transfer,True,1
BKG-005791,ITI-005791,P01002,2025-02-25 12:54:00,Mobile App,Flexi,Card,True,2
BKG-005792,ITI-005792,P02602,2025-08-11 18:52:00,Agent,Flexi,E-Wallet,True,2
BKG-005793,ITI-005793,P01086,2025-03-25 12:27:00,Mobile App,Regular,Bank Transfer,True,3
BKG-005794,ITI-005794,P00053,2025-06-13 14:18:00,Website,Flexi,E-Wallet,True,2
BKG-005795,ITI-005795,P00059,2025-05-09 16:22:00,Mobile App,Regular,E-Wallet,True,1
BKG-005796,ITI-005796,P03182,2025-12-17 09:39:00,Mobile App,Regular,Bank Transfer,True,3
BKG-005797,ITI-005797,P02523,2025-10-28 21:54:00,Mobile App,Promo,Bank Transfer,False,2
BKG-005798,ITI-005798,P02314,2025-12-10 14:40:00,Website,Regular,Bank Transfer,True,1
BKG-005799,ITI-005799,P00358,2025-12-01 07:22:00,Website,Flexi,Bank Transfer,True,3
BKG-005800,ITI-005800,P02218,2025-05-19 10:56:00,Website,Regular,Card,True,2
BKG-005801,ITI-005801,P00239,2025-07-17 11:18:00,Mobile App,Regular,Bank Transfer,True,2
BKG-005802,ITI-005802,P01261,2025-01-03 17:53:00,Mobile App,Flexi,Bank Transfer,True,3
BKG-005803,ITI-005803,P00944,2025-12-06 15:40:00,Mobile App,Regular,E-Wallet,True,2
BKG-005804,ITI-005804,P03089,2025-07-01 09:04:00,Website,Flexi,Bank Transfer,True,3
BKG-005805,ITI-005805,P02832,2025-06-26 15:20:00,Mobile App,Flexi,Card,True,1
BKG-005806,ITI-005806,P03078,2025-01-28 09:23:00,Mobile App,Promo,E-Wallet,False,3
BKG-005807,ITI-005807,P01505,2025-07-09 15:44:00,Agent,Promo,E-Wallet,False,3
BKG-005808,ITI-005808,P02623,2025-05-12 07:45:00,Website,Flexi,Card,True,3
BKG-005809,ITI-005809,P01421,2025-11-12 07:14:00,Website,Regular,E-Wallet,True,3
BKG-005810,ITI-005810,P00542,2025-10-21 12:11:00,Website,Promo,E-Wallet,False,3
BKG-005811,ITI-005811,P01369,2025-06-24 12:09:00,Mobile App,Flexi,Bank Transfer,True,2
BKG-005812,ITI-005812,P01897,2025-05-08 20:37:00,Mobile App,Promo,Bank Transfer,False,3
BKG-005813,ITI-005813,P00429,2025-06-12 07:17:00,Agent,Regular,Bank Transfer,True,2
BKG-005814,ITI-005814,P03330,2025-01-10 12:07:00,Mobile App,Regular,E-Wallet,True,2
BKG-005815,ITI-005815,P01440,2025-06-16 10:29:00,Mobile App,Regular,Card,True,3
BKG-005816,ITI-005816,P00272,2025-12-21 11:09:00,Agent,Regular,E-Wallet,True,2
BKG-005817,ITI-005817,P01222,2025-11-19 11:58:00,Mobile App,Regular,E-Wallet,True,2
BKG-005818,ITI-005818,P00640,2025-11-25 13:54:00,Website,Regular,Bank Transfer,True,1
BKG-005819,ITI-005819,P01393,2025-03-15 15:04:00,Website,Flexi,Card,True,1
BKG-005820,ITI-005820,P03433,2025-10-18 14:33:00,Mobile App,Promo,Bank Transfer,False,2
BKG-005821,ITI-005821,P03834,2025-12-02 19:18:00,Mobile App,Flexi,Bank Transfer,True,1
BKG-005822,ITI-005822,P00369,2025-07-04 09:30:00,Website,Flexi,E-Wallet,True,2
BKG-005823,ITI-005823,P03327,2025-06-22 16:34:00,Website,Promo,Bank Transfer,False,2
BKG-005824,ITI-005824,P00130,2025-11-24 17:18:00,Mobile App,Regular,Card,True,1
BKG-005825,ITI-005825,P03164,2025-05-18 16:08:00,Mobile App,Flexi,E-Wallet,True,3
BKG-005826,ITI-005826,P01442,2025-07-07 16:04:00,Website,Regular,Bank Transfer,True,1
BKG-005827,ITI-005827,P02070,2025-04-18 08:41:00,Website,Flexi,Bank Transfer,True,3
BKG-005828,ITI-005828,P01359,2025-05-25 13:12:00,Mobile App,Flexi,Bank Transfer,True,1
BKG-005829,ITI-005829,P01528,2025-07-06 18:57:00,Website,Regular,Bank Transfer,True,1
BKG-005830,ITI-005830,P01114,2025-10-19 15:28:00,Website,Regular,E-Wallet,True,2
BKG-005831,ITI-005831,P00741,2025-05-24 12:54:00,Mobile App,Promo,Card,False,3
BKG-005832,ITI-005832,P01730,2025-02-06 15:37:00,Mobile App,Regular,Card,True,3
BKG-005833,ITI-005833,P00246,2025-04-09 17:10:00,Mobile App,Flexi,Bank Transfer,True,2
BKG-005834,ITI-005834,P00783,2025-02-08 09:59:00,Counter,Regular,Bank Transfer,True,2
BKG-005835,ITI-005835,P00523,2025-03-12 15:59:00,Agent,Regular,Bank Transfer,True,1
BKG-005836,ITI-005836,P02772,2025-05-21 07:58:00,Mobile App,Regular,E-Wallet,True,1
BKG-005837,ITI-005837,P00760,2025-08-22 17:28:00,Mobile App,Regular,E-Wallet,True,2
BKG-005838,ITI-005838,P02574,2025-11-19 07:54:00,Counter,Regular,E-Wallet,True,2
BKG-005839,ITI-005839,P03396,2025-06-28 20:33:00,Mobile App,Regular,Bank Transfer,True,2
BKG-005840,ITI-005840,P03665,2025-06-15 12:47:00,Mobile App,Regular,Bank Transfer,True,1
BKG-005841,ITI-005841,P03581,2025-06-02 11:52:00,Mobile App,Regular,Cash,True,1
BKG-005842,ITI-005842,P00997,2025-06-03 09:10:00,Website,Flexi,Bank Transfer,True,3
BKG-005843,ITI-005843,P03839,2025-11-22 13:19:00,Counter,Regular,Card,True,1
BKG-005844,ITI-005844,P03073,2025-11-21 20:50:00,Agent,Regular,Card,True,1
BKG-005845,ITI-005845,P03997,2025-05-23 20:11:00,Agent,Regular,Card,True,2
BKG-005846,ITI-005846,P03817,2025-05-29 20:25:00,Mobile App,Flexi,Bank Transfer,True,2
BKG-005847,ITI-005847,P02973,2025-02-23 12:20:00,Counter,Regular,Bank Transfer,True,2
BKG-005848,ITI-005848,P01209,2025-05-28 14:32:00,Website,Regular,E-Wallet,True,2
BKG-005849,ITI-005849,P03053,2025-11-17 10:47:00,Mobile App,Regular,Cash,True,1
BKG-005850,ITI-005850,P01276,2025-03-19 14:42:00,Counter,Regular,E-Wallet,True,1
BKG-005851,ITI-005851,P01937,2025-07-28 09:40:00,Website,Regular,Bank Transfer,True,3
BKG-005852,ITI-005852,P00065,2025-09-07 10:03:00,Website,Flexi,E-Wallet,True,2
BKG-005853,ITI-005853,P00049,2025-05-28 08:36:00,Mobile App,Regular,E-Wallet,True,1
BKG-005854,ITI-005854,P02847,2024-12-21 08:55:00,Counter,Flexi,E-Wallet,True,2
BKG-005855,ITI-005855,P03350,2025-08-26 17:39:00,Website,Regular,Bank Transfer,True,2
BKG-005856,ITI-005856,P03931,2024-12-29 21:32:00,Website,Regular,Cash,True,3
BKG-005857,ITI-005857,P03620,2025-06-30 13:56:00,Mobile App,Regular,Bank Transfer,True,2
BKG-005858,ITI-005858,P03314,2025-11-25 15:59:00,Website,Regular,E-Wallet,True,1
BKG-005859,ITI-005859,P00877,2025-06-18 08:24:00,Website,Regular,Bank Transfer,True,2
BKG-005860,ITI-005860,P03442,2025-04-12 07:06:00,Website,Flexi,Card,True,1
BKG-005861,ITI-005861,P01986,2025-11-19 12:34:00,Mobile App,Regular,Bank Transfer,True,3
BKG-005862,ITI-005862,P03338,2025-06-07 08:18:00,Website,Regular,Bank Transfer,True,2
BKG-005863,ITI-005863,P02307,2025-05-15 19:43:00,Mobile App,Regular,E-Wallet,True,3
BKG-005864,ITI-005864,P00910,2025-07-27 16:25:00,Mobile App,Regular,Cash,True,2
BKG-005865,ITI-005865,P01708,2025-07-16 18:07:00,Mobile App,Regular,E-Wallet,True,1
BKG-005866,ITI-005866,P02520,2025-05-10 08:32:00,Mobile App,Flexi,E-Wallet,True,2
BKG-005867,ITI-005867,P02755,2025-06-28 13:35:00,Website,Promo,E-Wallet,False,3
BKG-005868,ITI-005868,P01261,2025-08-05 13:01:00,Website,Regular,Bank Transfer,True,3
BKG-005869,ITI-005869,P02321,2025-05-10 14:54:00,Agent,Promo,Cash,False,2
BKG-005870,ITI-005870,P03159,2025-10-17 20:54:00,Counter,Regular,Bank Transfer,True,3
BKG-005871,ITI-005871,P03660,2024-12-31 15:37:00,Counter,Regular,Bank Transfer,True,3
BKG-005872,ITI-005872,P01488,2025-02-23 20:37:00,Mobile App,Promo,E-Wallet,False,2
BKG-005873,ITI-005873,P01308,2025-07-27 19:01:00,Mobile App,Flexi,E-Wallet,True,2
BKG-005874,ITI-005874,P01000,2025-12-10 07:51:00,Website,Regular,Card,True,2
BKG-005875,ITI-005875,P03257,2025-01-25 12:22:00,Mobile App,Flexi,E-Wallet,True,3
BKG-005876,ITI-005876,P01852,2025-01-24 07:23:00,Mobile App,Regular,Cash,True,3
BKG-005877,ITI-005877,P00310,2025-06-30 16:55:00,Mobile App,Regular,E-Wallet,True,2
BKG-005878,ITI-005878,P03715,2025-09-25 20:44:00,Agent,Regular,Cash,True,2
BKG-005879,ITI-005879,P02874,2025-05-30 19:22:00,Agent,Regular,Card,True,1
BKG-005880,ITI-005880,P03075,2025-07-12 09:49:00,Website,Promo,Cash,False,3
BKG-005881,ITI-005881,P01557,2025-10-21 09:11:00,Agent,Flexi,Cash,True,3
BKG-005882,ITI-005882,P00585,2025-06-27 07:49:00,Mobile App,Regular,Card,True,2
BKG-005883,ITI-005883,P03323,2025-06-07 19:20:00,Agent,Regular,E-Wallet,True,3
BKG-005884,ITI-005884,P03679,2025-01-05 15:46:00,Mobile App,Regular,Cash,True,1
BKG-005885,ITI-005885,P02658,2025-11-24 10:57:00,Website,Regular,E-Wallet,True,1
BKG-005886,ITI-005886,P03879,2025-07-22 20:54:00,Agent,Regular,Card,True,2
BKG-005887,ITI-005887,P00977,2025-05-19 18:37:00,Mobile App,Flexi,E-Wallet,True,3
BKG-005888,ITI-005888,P03015,2025-04-19 14:57:00,Website,Promo,Card,False,2
BKG-005889,ITI-005889,P01688,2025-12-17 15:15:00,Mobile App,Regular,E-Wallet,True,1
BKG-005890,ITI-005890,P01203,2025-07-30 19:49:00,Agent,Regular,Bank Transfer,True,3
BKG-005891,ITI-005891,P00318,2025-11-26 11:42:00,Website,Regular,Cash,True,2
BKG-005892,ITI-005892,P02600,2024-12-27 21:41:00,Website,Flexi,E-Wallet,True,1
BKG-005893,ITI-005893,P03204,2025-11-18 09:51:00,Mobile App,Regular,Bank Transfer,True,3
BKG-005894,ITI-005894,P02859,2025-10-13 09:54:00,Website,Regular,Bank Transfer,True,2
BKG-005895,ITI-005895,P03384,2025-02-18 09:02:00,Agent,Promo,E-Wallet,False,2
BKG-005896,ITI-005896,P01470,2025-06-10 19:31:00,Website,Regular,E-Wallet,True,1
BKG-005897,ITI-005897,P03916,2025-12-13 16:21:00,Mobile App,Flexi,Card,True,3
BKG-005898,ITI-005898,P02299,2025-03-13 21:46:00,Website,Regular,Bank Transfer,True,2
BKG-005899,ITI-005899,P01864,2025-07-01 17:54:00,Website,Regular,Bank Transfer,True,1
BKG-005900,ITI-005900,P03918,2025-03-15 13:09:00,Counter,Flexi,Bank Transfer,True,3
BKG-005901,ITI-005901,P01482,2025-09-24 16:43:00,Mobile App,Regular,E-Wallet,True,2
BKG-005902,ITI-005902,P00497,2025-09-15 14:02:00,Mobile App,Regular,Bank Transfer,True,2
BKG-005903,ITI-005903,P03985,2025-12-07 14:37:00,Mobile App,Regular,Card,True,2
BKG-005904,ITI-005904,P00009,2025-06-28 15:54:00,Mobile App,Regular,Bank Transfer,True,2
BKG-005905,ITI-005905,P00431,2025-07-15 19:51:00,Mobile App,Flexi,E-Wallet,True,2
BKG-005906,ITI-005906,P00094,2025-06-18 13:33:00,Mobile App,Regular,Card,True,2
BKG-005907,ITI-005907,P00073,2025-02-19 12:35:00,Mobile App,Promo,Bank Transfer,False,3
BKG-005908,ITI-005908,P01971,2025-01-29 16:42:00,Mobile App,Regular,Bank Transfer,True,2
BKG-005909,ITI-005909,P03195,2025-05-25 17:37:00,Mobile App,Promo,E-Wallet,False,1
BKG-005910,ITI-005910,P01596,2025-06-30 12:30:00,Mobile App,Regular,E-Wallet,True,2
BKG-005911,ITI-005911,P02628,2025-09-14 17:20:00,Mobile App,Regular,Card,True,3
BKG-005912,ITI-005912,P03982,2025-07-21 15:50:00,Website,Regular,Bank Transfer,True,2
BKG-005913,ITI-005913,P01868,2025-03-20 14:42:00,Agent,Regular,E-Wallet,True,2
BKG-005914,ITI-005914,P03041,2025-07-18 08:42:00,Website,Flexi,E-Wallet,True,2
BKG-005915,ITI-005915,P01622,2025-02-07 17:24:00,Agent,Flexi,Bank Transfer,True,1
BKG-005916,ITI-005916,P01482,2025-05-14 10:20:00,Website,Regular,Card,True,2
BKG-005917,ITI-005917,P01131,2025-12-01 19:45:00,Mobile App,Regular,E-Wallet,True,2
BKG-005918,ITI-005918,P00062,2025-02-28 10:07:00,Mobile App,Regular,Bank Transfer,True,1
BKG-005919,ITI-005919,P02241,2025-11-25 18:41:00,Mobile App,Regular,Bank Transfer,True,2
BKG-005920,ITI-005920,P00880,2025-06-23 17:19:00,Website,Regular,E-Wallet,True,2
BKG-005921,ITI-005921,P03412,2025-03-03 12:36:00,Website,Flexi,Card,True,2
BKG-005922,ITI-005922,P03658,2025-03-30 18:45:00,Mobile App,Regular,E-Wallet,True,1
BKG-005923,ITI-005923,P02984,2025-02-07 13:06:00,Agent,Regular,Bank Transfer,True,2
BKG-005924,ITI-005924,P03388,2024-12-21 08:43:00,Mobile App,Promo,E-Wallet,False,2
BKG-005925,ITI-005925,P01133,2025-12-21 20:38:00,Counter,Regular,Bank Transfer,True,2
BKG-005926,ITI-005926,P02174,2025-05-29 15:02:00,Mobile App,Regular,E-Wallet,True,1
BKG-005927,ITI-005927,P01892,2025-11-01 19:13:00,Agent,Regular,Bank Transfer,True,1
BKG-005928,ITI-005928,P02157,2025-07-09 08:32:00,Mobile App,Regular,Cash,True,2
BKG-005929,ITI-005929,P03396,2025-07-20 10:24:00,Website,Regular,Bank Transfer,True,2
BKG-005930,ITI-005930,P02323,2025-09-28 09:06:00,Website,Regular,Bank Transfer,True,2
BKG-005931,ITI-005931,P02334,2025-07-02 21:18:00,Mobile App,Regular,Card,True,3
BKG-005932,ITI-005932,P03626,2025-06-05 13:19:00,Website,Flexi,E-Wallet,True,3
BKG-005933,ITI-005933,P00655,2025-02-06 15:04:00,Website,Regular,Bank Transfer,True,2
BKG-005934,ITI-005934,P00797,2025-07-20 07:21:00,Website,Regular,Bank Transfer,True,3
BKG-005935,ITI-005935,P02753,2025-02-22 20:00:00,Agent,Regular,Card,True,2
BKG-005936,ITI-005936,P00663,2025-02-16 12:06:00,Mobile App,Flexi,Bank Transfer,True,1
BKG-005937,ITI-005937,P03144,2025-05-29 09:13:00,Website,Regular,Card,True,2
BKG-005938,ITI-005938,P00415,2025-12-18 20:25:00,Website,Flexi,E-Wallet,True,2
BKG-005939,ITI-005939,P00454,2025-03-30 12:38:00,Website,Flexi,Card,True,1
BKG-005940,ITI-005940,P01665,2025-12-03 21:40:00,Agent,Flexi,Bank Transfer,True,1
BKG-005941,ITI-005941,P00398,2025-03-19 18:44:00,Website,Regular,E-Wallet,True,3
BKG-005942,ITI-005942,P01554,2025-04-18 17:52:00,Agent,Flexi,Bank Transfer,True,2
BKG-005943,ITI-005943,P01282,2025-05-31 08:09:00,Website,Regular,Cash,True,3
BKG-005944,ITI-005944,P00260,2025-06-25 13:28:00,Website,Promo,Cash,False,2
BKG-005945,ITI-005945,P00719,2025-07-06 10:58:00,Agent,Regular,Card,True,2
BKG-005946,ITI-005946,P02879,2025-02-02 10:42:00,Mobile App,Regular,Bank Transfer,True,2
BKG-005947,ITI-005947,P03763,2025-07-12 10:52:00,Website,Promo,E-Wallet,False,3
BKG-005948,ITI-005948,P00770,2025-08-20 16:44:00,Website,Flexi,Bank Transfer,True,2
BKG-005949,ITI-005949,P00193,2025-07-26 11:00:00,Mobile App,Flexi,Card,True,3
BKG-005950,ITI-005950,P02511,2025-06-20 18:38:00,Agent,Flexi,Bank Transfer,True,2
BKG-005951,ITI-005951,P03043,2025-04-08 17:09:00,Mobile App,Promo,Cash,False,3
BKG-005952,ITI-005952,P03207,2025-09-02 19:23:00,Website,Flexi,Card,True,1
BKG-005953,ITI-005953,P02865,2025-07-27 17:31:00,Website,Regular,Bank Transfer,True,1
BKG-005954,ITI-005954,P01548,2025-11-23 11:29:00,Mobile App,Promo,Card,False,2
BKG-005955,ITI-005955,P02111,2025-07-09 20:10:00,Website,Regular,Card,True,2
BKG-005956,ITI-005956,P00134,2025-11-08 18:01:00,Mobile App,Regular,Bank Transfer,True,1
BKG-005957,ITI-005957,P01019,2025-01-13 09:37:00,Mobile App,Regular,Bank Transfer,True,1
BKG-005958,ITI-005958,P03602,2025-03-04 20:29:00,Mobile App,Regular,Bank Transfer,True,2
BKG-005959,ITI-005959,P03584,2025-08-11 07:31:00,Agent,Regular,Card,True,1
BKG-005960,ITI-005960,P01267,2025-09-03 11:10:00,Agent,Promo,E-Wallet,False,1
BKG-005961,ITI-005961,P00447,2025-05-28 16:41:00,Mobile App,Regular,Bank Transfer,True,3
BKG-005962,ITI-005962,P02916,2025-03-14 15:05:00,Mobile App,Regular,Bank Transfer,True,3
BKG-005963,ITI-005963,P01166,2025-06-06 14:11:00,Mobile App,Promo,Bank Transfer,False,2
BKG-005964,ITI-005964,P00561,2025-05-14 18:41:00,Mobile App,Regular,Card,True,2
BKG-005965,ITI-005965,P03984,2025-02-22 17:49:00,Counter,Regular,Card,True,2
BKG-005966,ITI-005966,P02060,2025-08-03 14:07:00,Website,Regular,E-Wallet,True,1
BKG-005967,ITI-005967,P01517,2025-06-20 11:52:00,Mobile App,Regular,Card,True,2
BKG-005968,ITI-005968,P00531,2025-10-08 09:10:00,Counter,Flexi,Bank Transfer,True,2
BKG-005969,ITI-005969,P01103,2025-12-10 13:52:00,Mobile App,Regular,Card,True,3
BKG-005970,ITI-005970,P03496,2025-10-03 17:52:00,Website,Promo,Bank Transfer,False,1
BKG-005971,ITI-005971,P00860,2025-07-02 12:27:00,Website,Flexi,Bank Transfer,True,2
BKG-005972,ITI-005972,P03080,2025-07-12 12:19:00,Agent,Promo,Card,False,2
