loyalty_transaction_id,passenger_id,transaction_ts,transaction_type,points_transacted,points_balance_after,reference_id
LTX-0008169,P01052,2025-06-03 09:00:00,EARN,32,142,BKG-004116
LTX-0008170,P01052,2025-06-05 09:00:00,EARN,36,178,BKG-002634
LTX-0008171,P01052,2025-06-09 09:00:00,EARN,62,240,BKG-005439
LTX-0008172,P01052,2025-07-16 09:00:00,EARN,97,337,BKG-009477
LTX-0008173,P01052,2025-07-16 18:00:00,REDEEM,-30,307,BKG-009477
LTX-0008174,P01052,2025-07-31 09:00:00,EARN,63,370,BKG-006061
LTX-0008175,P02397,2025-01-04 09:00:00,EARN,43,43,BKG-009830
LTX-0008176,P02397,2025-05-30 09:00:00,EARN,23,66,BKG-005692
LTX-0008177,P02397,2025-05-30 18:00:00,REDEEM,-20,46,BKG-005692
LTX-0008178,P02397,2025-06-08 09:00:00,EARN,41,87,BKG-002635
LTX-0008179,P02397,2025-06-11 09:00:00,EARN,42,129,BKG-003335
LTX-0008180,P02397,2025-08-25 09:00:00,EARN,29,158,BKG-006785
LTX-0008181,P03210,2024-12-29 09:00:00,EARN,58,58,BKG-011295
LTX-0008182,P03210,2025-11-21 09:00:00,EARN,64,122,BKG-002638
LTX-0008183,P01450,2025-06-03 09:00:00,EARN,60,60,BKG-002639
LTX-0008184,P01450,2025-06-03 18:00:00,REDEEM,-20,40,BKG-002639
LTX-0008185,P01450,2025-07-01 09:00:00,EARN,62,102,BKG-006279
LTX-0008186,P01450,2025-08-19 09:00:00,EARN,29,131,BKG-012064
LTX-0008187,P02102,2025-01-17 09:00:00,EARN,28,28,BKG-002640
LTX-0008188,P02102,2025-06-29 09:00:00,EARN,62,90,BKG-004250
LTX-0008189,P02102,2025-10-11 09:00:00,EARN,41,131,BKG-004833
LTX-0008190,P02979,2025-04-25 09:00:00,EARN,30,30,BKG-004896
LTX-0008191,P02979,2025-11-19 09:00:00,EARN,84,114,BKG-002641
LTX-0008192,P02563,2024-12-26 09:00:00,EARN,37,37,BKG-002643
LTX-0008193,P02563,2025-06-09 09:00:00,EARN,16,53,BKG-012195
LTX-0008194,P02563,2025-07-16 09:00:00,EARN,28,81,BKG-010666
LTX-0008195,P02563,2025-07-19 09:00:00,EARN,25,106,BKG-004291
LTX-0008196,P01704,2025-05-12 09:00:00,EARN,71,71,BKG-002645
LTX-0008197,P01704,2025-05-29 09:00:00,EARN,71,142,BKG-005474
LTX-0008198,P01704,2025-07-14 09:00:00,EARN,46,188,BKG-003139
LTX-0008199,P01704,2025-11-12 09:00:00,EARN,37,225,BKG-004873
LTX-0008200,P02625,2025-04-15 09:00:00,EARN,63,63,BKG-006360
LTX-0008201,P02625,2025-06-20 09:00:00,EARN,81,144,BKG-003865
LTX-0008202,P02625,2025-07-06 09:00:00,EARN,59,203,BKG-002647
LTX-0008203,P01528,2025-01-18 09:00:00,EARN,36,36,BKG-007127
LTX-0008204,P01528,2025-01-18 18:00:00,REDEEM,-10,26,BKG-007127
LTX-0008205,P01528,2025-06-19 09:00:00,EARN,78,104,BKG-011302
LTX-0008206,P01528,2025-07-05 09:00:00,EARN,47,151,BKG-002648
LTX-0008207,P01528,2025-07-06 09:00:00,EARN,10,161,BKG-005829
LTX-0008208,P01558,2025-01-06 09:00:00,EARN,36,36,BKG-002649
LTX-0008209,P01558,2025-03-16 09:00:00,EARN,36,72,BKG-011849
LTX-0008210,P01558,2025-07-05 09:00:00,EARN,39,111,BKG-004315
LTX-0008211,P00364,2024-12-24 09:00:00,EARN,62,62,BKG-005117
LTX-0008212,P00364,2024-12-24 18:00:00,REDEEM,-20,42,BKG-005117
LTX-0008213,P00364,2025-06-11 09:00:00,EARN,31,73,BKG-006976
LTX-0008214,P00364,2025-10-18 09:00:00,EARN,25,98,BKG-002651
LTX-0008215,P00848,2025-03-15 09:00:00,EARN,37,37,BKG-004709
LTX-0008216,P00848,2025-03-15 18:00:00,REDEEM,-30,7,BKG-004709
LTX-0008217,P00848,2025-05-19 09:00:00,EARN,41,48,BKG-002655
LTX-0008218,P00848,2025-06-09 09:00:00,EARN,34,82,BKG-009568
LTX-0008219,P01831,2025-03-19 09:00:00,EARN,76,76,BKG-004794
LTX-0008220,P01831,2025-03-19 18:00:00,REDEEM,-20,56,BKG-004794
LTX-0008221,P01831,2025-05-21 09:00:00,EARN,60,116,BKG-006817
LTX-0008222,P01831,2025-05-21 18:00:00,REDEEM,-20,96,BKG-006817
LTX-0008223,P01831,2025-11-01 09:00:00,EARN,47,143,BKG-002656
LTX-0008224,P01913,2025-03-03 09:00:00,EARN,34,34,BKG-009865
LTX-0008225,P01913,2025-05-05 09:00:00,EARN,32,66,BKG-003006
LTX-0008226,P01913,2025-09-07 09:00:00,EARN,66,132,BKG-002657
LTX-0008227,P01757,2025-02-24 09:00:00,EARN,56,56,BKG-011290
LTX-0008228,P01757,2025-03-27 09:00:00,EARN,36,92,BKG-004206
LTX-0008229,P01757,2025-05-23 09:00:00,EARN,58,150,BKG-002660
LTX-0008230,P01757,2025-06-25 09:00:00,EARN,49,199,BKG-003203
LTX-0008231,P01757,2025-08-10 09:00:00,EARN,29,228,BKG-011193
LTX-0008232,P01757,2025-11-13 09:00:00,EARN,18,246,BKG-010911
LTX-0008233,P01955,2025-01-07 09:00:00,EARN,28,28,BKG-002663
LTX-0008234,P02976,2025-04-01 09:00:00,EARN,49,49,BKG-005265
LTX-0008235,P02976,2025-09-07 09:00:00,EARN,37,86,BKG-002664
LTX-0008236,P02976,2025-11-29 09:00:00,EARN,42,128,BKG-007283
LTX-0008237,P00051,2025-05-23 09:00:00,EARN,27,27,BKG-002665
LTX-0008238,P00051,2025-07-03 09:00:00,EARN,37,64,BKG-004450
LTX-0008239,P00051,2025-07-03 18:00:00,REDEEM,-20,44,BKG-004450
LTX-0008240,P00051,2025-07-12 09:00:00,EARN,56,100,BKG-007049
LTX-0008241,P00051,2025-11-20 09:00:00,EARN,9,109,BKG-009681
LTX-0008242,P01798,2025-01-06 09:00:00,EARN,34,34,BKG-006065
LTX-0008243,P01798,2025-01-10 09:00:00,EARN,54,88,BKG-004492
LTX-0008244,P01798,2025-03-24 09:00:00,EARN,42,130,BKG-004345
LTX-0008245,P01798,2025-05-18 09:00:00,EARN,30,160,BKG-002666
LTX-0008246,P01798,2025-11-28 09:00:00,EARN,64,224,BKG-003000
LTX-0008247,P03590,2025-01-29 09:00:00,EARN,16,16,BKG-002667
LTX-0008248,P03590,2025-06-02 09:00:00,EARN,57,73,BKG-006520
LTX-0008249,P03590,2025-07-05 09:00:00,EARN,70,143,BKG-002787
LTX-0008250,P03590,2025-07-05 18:00:00,REDEEM,-30,113,BKG-002787
LTX-0008251,P03590,2025-08-13 09:00:00,EARN,35,148,BKG-010641
LTX-0008252,P03590,2025-11-21 09:00:00,EARN,46,194,BKG-003701
LTX-0008253,P01592,2025-07-21 09:00:00,EARN,12,12,BKG-002668
LTX-0008254,P01592,2025-09-13 09:00:00,EARN,56,68,BKG-005131
LTX-0008255,P01592,2025-09-19 09:00:00,EARN,24,92,BKG-007687
LTX-0008256,P00219,2025-02-16 09:00:00,EARN,42,42,BKG-005352
LTX-0008257,P00219,2025-06-09 09:00:00,EARN,15,57,BKG-002669
LTX-0008258,P01730,2025-02-06 09:00:00,EARN,66,66,BKG-005832
LTX-0008259,P01730,2025-06-28 09:00:00,EARN,112,178,BKG-002670
LTX-0008260,P01730,2025-07-07 09:00:00,EARN,33,211,BKG-008433
LTX-0008261,P01730,2025-11-18 09:00:00,EARN,48,259,BKG-008513
LTX-0008262,P01730,2025-11-18 18:00:00,REDEEM,-10,249,BKG-008513
LTX-0008263,P02440,2025-02-15 09:00:00,EARN,22,22,BKG-010938
LTX-0008264,P02440,2025-04-23 09:00:00,EARN,30,52,BKG-002671
LTX-0008265,P02440,2025-09-14 09:00:00,EARN,38,90,BKG-010466
LTX-0008266,P02440,2025-10-04 09:00:00,EARN,63,153,BKG-004978
LTX-0008267,P02440,2025-10-04 18:00:00,REDEEM,-10,143,BKG-004978
LTX-0008268,P02857,2025-05-16 09:00:00,EARN,29,29,BKG-012162
LTX-0008269,P02857,2025-05-22 09:00:00,EARN,77,106,BKG-005058
LTX-0008270,P02857,2025-07-01 09:00:00,EARN,21,127,BKG-007945
LTX-0008271,P02857,2025-08-25 09:00:00,EARN,50,177,BKG-002672
LTX-0008272,P02857,2025-11-29 09:00:00,EARN,49,226,BKG-007956
LTX-0008273,P03114,2025-01-17 09:00:00,EARN,42,42,BKG-010250
LTX-0008274,P03114,2025-10-16 09:00:00,EARN,18,60,BKG-002673
LTX-0008275,P02300,2025-06-12 09:00:00,EARN,62,62,BKG-008175
LTX-0008276,P02300,2025-11-19 09:00:00,EARN,6,68,BKG-002674
LTX-0008277,P02300,2025-11-22 09:00:00,EARN,7,75,BKG-010716
LTX-0008278,P02300,2025-11-22 18:00:00,REDEEM,-10,65,BKG-010716
LTX-0008279,P03265,2025-05-30 09:00:00,EARN,34,34,BKG-008385
LTX-0008280,P03265,2025-05-30 18:00:00,REDEEM,-30,4,BKG-008385
LTX-0008281,P03265,2025-06-23 09:00:00,EARN,72,76,BKG-002675
LTX-0008282,P03265,2025-06-23 18:00:00,REDEEM,-20,56,BKG-002675
LTX-0008283,P03265,2025-06-27 09:00:00,EARN,39,95,BKG-010843
LTX-0008284,P03265,2025-08-06 09:00:00,EARN,28,123,BKG-006772
LTX-0008285,P00833,2025-01-06 09:00:00,EARN,47,47,BKG-003890
LTX-0008286,P00833,2025-01-21 09:00:00,EARN,36,83,BKG-002676
LTX-0008287,P00833,2025-12-16 09:00:00,EARN,32,115,BKG-006582
LTX-0008288,P03691,2024-12-17 09:00:00,EARN,56,56,BKG-006845
LTX-0008289,P03691,2024-12-17 18:00:00,REDEEM,-20,36,BKG-006845
LTX-0008290,P03691,2025-03-06 09:00:00,EARN,60,96,BKG-009847
LTX-0008291,P03691,2025-06-02 09:00:00,EARN,9,105,BKG-005624
LTX-0008292,P03691,2025-10-14 09:00:00,EARN,64,169,BKG-002677
LTX-0008293,P03730,2025-05-26 09:00:00,EARN,35,35,BKG-002678
LTX-0008294,P03730,2025-06-18 09:00:00,EARN,60,95,BKG-005405
LTX-0008295,P03730,2025-06-21 09:00:00,EARN,50,145,BKG-007302
LTX-0008296,P03649,2025-04-18 09:00:00,EARN,34,34,BKG-011416
LTX-0008297,P03649,2025-04-21 09:00:00,EARN,18,52,BKG-002679
LTX-0008298,P03649,2025-08-15 09:00:00,EARN,72,124,BKG-008343
LTX-0008299,P02817,2024-12-24 09:00:00,EARN,25,25,BKG-012387
LTX-0008300,P02817,2025-06-16 09:00:00,EARN,36,61,BKG-004764
LTX-0008301,P02817,2025-10-06 09:00:00,EARN,29,90,BKG-002683
LTX-0008302,P02817,2025-10-06 18:00:00,REDEEM,-10,80,BKG-002683
LTX-0008303,P02817,2025-11-14 09:00:00,EARN,71,151,BKG-008960
LTX-0008304,P02817,2025-12-10 09:00:00,EARN,25,176,BKG-006524
LTX-0008305,P03108,2024-12-23 09:00:00,EARN,94,94,BKG-002685
LTX-0008306,P03108,2025-03-01 09:00:00,EARN,54,148,BKG-011028
LTX-0008307,P03185,2025-03-07 09:00:00,EARN,10,10,BKG-007010
LTX-0008308,P03185,2025-08-07 09:00:00,EARN,49,59,BKG-002686
LTX-0008309,P01067,2025-12-10 09:00:00,EARN,56,56,BKG-002688
LTX-0008310,P00063,2025-01-24 09:00:00,EARN,19,19,BKG-005992
LTX-0008311,P00063,2025-03-20 09:00:00,EARN,25,44,BKG-006381
LTX-0008312,P00063,2025-07-08 09:00:00,EARN,26,70,BKG-006281
LTX-0008313,P00063,2025-08-01 09:00:00,EARN,85,155,BKG-002689
LTX-0008314,P00063,2025-09-18 09:00:00,EARN,66,221,BKG-012306
LTX-0008315,P01915,2025-05-23 09:00:00,EARN,40,40,BKG-002691
LTX-0008316,P01915,2025-06-25 09:00:00,EARN,36,76,BKG-012497
LTX-0008317,P01454,2025-07-20 09:00:00,EARN,47,47,BKG-002693
LTX-0008318,P03955,2025-01-09 09:00:00,EARN,15,15,BKG-011717
LTX-0008319,P03955,2025-04-13 09:00:00,EARN,36,51,BKG-009042
LTX-0008320,P03955,2025-04-18 09:00:00,EARN,32,83,BKG-009783
LTX-0008321,P03955,2025-09-14 09:00:00,EARN,68,151,BKG-002700
LTX-0008322,P03870,2025-05-15 09:00:00,EARN,46,46,BKG-002701
LTX-0008323,P00232,2025-05-14 09:00:00,EARN,29,29,BKG-012083
LTX-0008324,P00232,2025-05-15 09:00:00,EARN,57,86,BKG-003076
LTX-0008325,P00232,2025-11-05 09:00:00,EARN,9,95,BKG-002703
LTX-0008326,P00232,2025-11-27 09:00:00,EARN,16,111,BKG-005310
LTX-0008327,P00232,2025-11-27 18:00:00,REDEEM,-10,101,BKG-005310
LTX-0008328,P01190,2024-12-13 09:00:00,EARN,37,37,BKG-011671
LTX-0008329,P01190,2025-07-14 09:00:00,EARN,44,81,BKG-002704
LTX-0008330,P01190,2025-12-02 09:00:00,EARN,74,155,BKG-002977
LTX-0008331,P03124,2025-04-22 09:00:00,EARN,48,48,BKG-002706
LTX-0008332,P03124,2025-12-13 09:00:00,EARN,90,138,BKG-009224
LTX-0008333,P00901,2025-04-13 09:00:00,EARN,20,20,BKG-004726
LTX-0008334,P00901,2025-10-25 09:00:00,EARN,62,82,BKG-002707
LTX-0008335,P00901,2025-12-07 09:00:00,EARN,30,112,BKG-008339
LTX-0008336,P02273,2025-05-12 09:00:00,EARN,65,65,BKG-008600
LTX-0008337,P02273,2025-05-17 09:00:00,EARN,76,141,BKG-002708
LTX-0008338,P02273,2025-08-19 09:00:00,EARN,48,189,BKG-011737
LTX-0008339,P02273,2025-08-19 18:00:00,REDEEM,-20,169,BKG-011737
LTX-0008340,P02273,2025-09-11 09:00:00,EARN,77,246,BKG-008314
LTX-0008341,P02273,2025-11-20 09:00:00,EARN,15,261,BKG-008955
LTX-0008342,P00073,2025-02-19 09:00:00,EARN,84,84,BKG-005907
LTX-0008343,P00073,2025-09-28 09:00:00,EARN,8,92,BKG-002710
LTX-0008344,P00073,2025-10-02 09:00:00,EARN,50,142,BKG-003815
LTX-0008345,P03451,2025-02-27 09:00:00,EARN,7,7,BKG-002713
LTX-0008346,P03451,2025-12-09 09:00:00,EARN,96,103,BKG-007749
LTX-0008347,P01843,2025-06-09 09:00:00,EARN,36,36,BKG-002717
LTX-0008348,P01843,2025-09-25 09:00:00,EARN,10,46,BKG-011397
LTX-0008349,P03427,2025-05-05 09:00:00,EARN,8,8,BKG-011121
LTX-0008350,P03427,2025-06-04 09:00:00,EARN,60,68,BKG-002718
LTX-0008351,P03399,2025-01-06 09:00:00,EARN,43,43,BKG-002720
LTX-0008352,P03045,2025-07-07 09:00:00,EARN,76,76,BKG-005235
LTX-0008353,P03045,2025-12-04 09:00:00,EARN,32,108,BKG-002721
LTX-0008354,P03142,2025-01-07 09:00:00,EARN,29,29,BKG-008002
LTX-0008355,P03142,2025-02-06 09:00:00,EARN,31,60,BKG-008098
LTX-0008356,P03142,2025-05-28 09:00:00,EARN,88,148,BKG-010772
LTX-0008357,P03142,2025-05-29 09:00:00,EARN,36,184,BKG-002722
LTX-0008358,P03142,2025-05-31 09:00:00,EARN,34,218,BKG-004401
LTX-0008359,P01057,2024-12-20 09:00:00,EARN,25,25,BKG-002723
LTX-0008360,P01057,2025-06-07 09:00:00,EARN,21,46,BKG-006039
LTX-0008361,P02973,2025-02-23 09:00:00,EARN,40,40,BKG-005847
LTX-0008362,P02973,2025-04-09 09:00:00,EARN,39,79,BKG-006003
LTX-0008363,P02973,2025-10-15 09:00:00,EARN,8,87,BKG-003855
LTX-0008364,P02973,2025-11-08 09:00:00,EARN,20,107,BKG-002724
LTX-0008365,P01134,2025-06-08 09:00:00,EARN,36,36,BKG-004399
LTX-0008366,P01134,2025-09-18 09:00:00,EARN,14,50,BKG-002725
LTX-0008367,P02246,2025-02-04 09:00:00,EARN,57,57,BKG-003629
LTX-0008368,P02246,2025-03-26 09:00:00,EARN,21,78,BKG-002727
LTX-0008369,P02246,2025-12-14 09:00:00,EARN,84,162,BKG-012359
LTX-0008370,P03160,2025-01-18 09:00:00,EARN,25,25,BKG-007530
LTX-0008371,P03160,2025-06-27 09:00:00,EARN,79,104,BKG-008566
LTX-0008372,P03160,2025-10-11 09:00:00,EARN,37,141,BKG-006718
LTX-0008373,P03160,2025-12-17 09:00:00,EARN,17,158,BKG-002728
LTX-0008374,P02541,2025-06-09 09:00:00,EARN,57,57,BKG-006298
LTX-0008375,P02541,2025-06-12 09:00:00,EARN,41,98,BKG-002730
LTX-0008376,P02541,2025-08-31 09:00:00,EARN,45,143,BKG-004973
LTX-0008377,P00153,2025-04-18 09:00:00,EARN,25,25,BKG-004306
LTX-0008378,P00153,2025-12-18 09:00:00,EARN,58,83,BKG-002731
LTX-0008379,P02370,2025-04-13 09:00:00,EARN,53,53,BKG-002732
LTX-0008380,P02370,2025-05-11 09:00:00,EARN,36,89,BKG-012022
LTX-0008381,P02370,2025-05-26 09:00:00,EARN,20,109,BKG-005498
LTX-0008382,P02370,2025-11-29 09:00:00,EARN,82,191,BKG-003049
LTX-0008383,P02370,2025-11-30 09:00:00,EARN,60,251,BKG-010226
LTX-0008384,P03363,2025-03-14 09:00:00,EARN,52,52,BKG-002734
LTX-0008385,P03363,2025-07-05 09:00:00,EARN,20,72,BKG-004485
LTX-0008386,P03363,2025-09-24 09:00:00,EARN,20,92,BKG-006848
LTX-0008387,P03363,2025-11-29 09:00:00,EARN,50,142,BKG-004966
LTX-0008388,P03363,2025-11-29 18:00:00,REDEEM,-20,122,BKG-004966
LTX-0008389,P00281,2025-03-17 09:00:00,EARN,50,50,BKG-003666
LTX-0008390,P00281,2025-08-05 09:00:00,EARN,63,113,BKG-002735
LTX-0008391,P00281,2025-12-03 09:00:00,EARN,59,172,BKG-003365
LTX-0008392,P03811,2025-01-23 09:00:00,EARN,42,42,BKG-002738
LTX-0008393,P03811,2025-07-02 09:00:00,EARN,65,107,BKG-003555
LTX-0008394,P02176,2025-04-13 09:00:00,EARN,49,49,BKG-005248
LTX-0008395,P02176,2025-06-11 09:00:00,EARN,43,92,BKG-010661
LTX-0008396,P02176,2025-06-29 09:00:00,EARN,30,122,BKG-002739
LTX-0008397,P00715,2025-07-03 09:00:00,EARN,72,72,BKG-008505
LTX-0008398,P00715,2025-08-03 09:00:00,EARN,51,123,BKG-002740
LTX-0008399,P03187,2025-05-27 09:00:00,EARN,60,60,BKG-002742
LTX-0008400,P03561,2025-01-06 09:00:00,EARN,39,39,BKG-011603
LTX-0008401,P03561,2025-02-13 09:00:00,EARN,57,96,BKG-011124
LTX-0008402,P03561,2025-07-08 09:00:00,EARN,43,139,BKG-002743
LTX-0008403,P03561,2025-07-09 09:00:00,EARN,65,204,BKG-008337
LTX-0008404,P03561,2025-11-17 09:00:00,EARN,30,234,BKG-010724
LTX-0008405,P02572,2025-06-11 09:00:00,EARN,38,38,BKG-004460
LTX-0008406,P02572,2025-06-22 09:00:00,EARN,47,85,BKG-008476
LTX-0008407,P02572,2025-09-16 09:00:00,EARN,55,140,BKG-002744
LTX-0008408,P00429,2025-05-16 09:00:00,EARN,31,31,BKG-011189
LTX-0008409,P00429,2025-06-12 09:00:00,EARN,38,69,BKG-005813
LTX-0008410,P00429,2025-06-12 09:00:00,EARN,43,112,BKG-006343
LTX-0008411,P00429,2025-06-17 09:00:00,EARN,40,152,BKG-002745
LTX-0008412,P00429,2025-10-29 09:00:00,EARN,40,192,BKG-006118
LTX-0008413,P00429,2025-11-22 09:00:00,EARN,45,237,BKG-010473
LTX-0008414,P00841,2025-05-31 09:00:00,EARN,40,40,BKG-006046
LTX-0008415,P00841,2025-08-02 09:00:00,EARN,24,64,BKG-002747
LTX-0008416,P01685,2025-01-10 09:00:00,EARN,40,40,BKG-010459
LTX-0008417,P01685,2025-04-17 09:00:00,EARN,60,100,BKG-006779
LTX-0008418,P01685,2025-05-31 09:00:00,EARN,55,155,BKG-003359
LTX-0008419,P01685,2025-07-16 09:00:00,EARN,71,226,BKG-002750
LTX-0008420,P01685,2025-10-06 09:00:00,EARN,37,263,BKG-003710
LTX-0008421,P01685,2025-10-06 18:00:00,REDEEM,-20,243,BKG-003710
LTX-0008422,P01685,2025-12-05 09:00:00,EARN,17,260,BKG-004610
LTX-0008423,P01685,2025-12-05 18:00:00,REDEEM,-20,240,BKG-004610
LTX-0008424,P02732,2025-05-14 09:00:00,EARN,34,34,BKG-003401
LTX-0008425,P02732,2025-05-18 09:00:00,EARN,30,64,BKG-002752
LTX-0008426,P02732,2025-12-09 09:00:00,EARN,45,109,BKG-008206
LTX-0008427,P01461,2025-04-12 09:00:00,EARN,18,18,BKG-012417
LTX-0008428,P01461,2025-04-28 09:00:00,EARN,41,59,BKG-012129
LTX-0008429,P01461,2025-06-14 09:00:00,EARN,55,114,BKG-006458
LTX-0008430,P01461,2025-06-15 09:00:00,EARN,41,155,BKG-002755
LTX-0008431,P01461,2025-08-23 09:00:00,EARN,60,215,BKG-003891
LTX-0008432,P01461,2025-10-14 09:00:00,EARN,76,291,BKG-007455
LTX-0008433,P02662,2025-01-20 09:00:00,EARN,29,29,BKG-009595
LTX-0008434,P02662,2025-10-02 09:00:00,EARN,19,48,BKG-002756
LTX-0008435,P02662,2025-11-03 09:00:00,EARN,50,98,BKG-012448
LTX-0008436,P03512,2025-02-24 09:00:00,EARN,73,73,BKG-006073
LTX-0008437,P03512,2025-10-22 09:00:00,EARN,12,85,BKG-002757
LTX-0008438,P02992,2025-05-19 09:00:00,EARN,24,24,BKG-002759
LTX-0008439,P02992,2025-05-24 09:00:00,EARN,12,36,BKG-008983
LTX-0008440,P02992,2025-11-30 09:00:00,EARN,60,96,BKG-008859
LTX-0008441,P02992,2025-12-20 09:00:00,EARN,25,121,BKG-005673
LTX-0008442,P02992,2025-12-20 18:00:00,REDEEM,-20,101,BKG-005673
LTX-0008443,P02538,2025-03-19 09:00:00,EARN,18,18,BKG-006411
LTX-0008444,P02538,2025-11-15 09:00:00,EARN,78,96,BKG-002760
LTX-0008445,P03113,2024-12-23 09:00:00,EARN,40,40,BKG-004529
LTX-0008446,P03113,2025-04-12 09:00:00,EARN,36,76,BKG-011034
LTX-0008447,P03113,2025-07-12 09:00:00,EARN,54,130,BKG-003575
LTX-0008448,P03113,2025-10-05 09:00:00,EARN,44,174,BKG-009107
LTX-0008449,P03113,2025-12-01 09:00:00,EARN,30,204,BKG-002761
LTX-0008450,P01964,2025-06-14 09:00:00,EARN,72,72,BKG-005779
LTX-0008451,P01964,2025-06-20 09:00:00,EARN,66,138,BKG-008461
LTX-0008452,P01964,2025-07-07 09:00:00,EARN,17,155,BKG-006259
LTX-0008453,P01964,2025-12-14 09:00:00,EARN,104,259,BKG-002763
LTX-0008454,P01964,2025-12-19 09:00:00,EARN,26,285,BKG-004503
LTX-0008455,P01987,2025-05-21 09:00:00,EARN,100,100,BKG-003610
LTX-0008456,P01987,2025-06-29 09:00:00,EARN,51,151,BKG-004647
LTX-0008457,P01987,2025-08-16 09:00:00,EARN,19,170,BKG-010110
LTX-0008458,P01987,2025-09-17 09:00:00,EARN,54,224,BKG-007596
LTX-0008459,P01987,2025-11-11 09:00:00,EARN,80,304,BKG-006113
LTX-0008460,P01987,2025-11-25 09:00:00,EARN,38,342,BKG-002824
LTX-0008461,P01987,2025-12-07 09:00:00,EARN,50,392,BKG-002764
LTX-0008462,P01987,2025-12-07 18:00:00,REDEEM,-10,382,BKG-002764
LTX-0008463,P02595,2025-03-20 09:00:00,EARN,59,59,BKG-004264
LTX-0008464,P02595,2025-09-06 09:00:00,EARN,29,88,BKG-004334
LTX-0008465,P02595,2025-12-02 09:00:00,EARN,73,161,BKG-003770
LTX-0008466,P02595,2025-12-11 09:00:00,EARN,51,212,BKG-002765
LTX-0008467,P03910,2025-05-01 09:00:00,EARN,62,62,BKG-002766
LTX-0008468,P03910,2025-07-07 09:00:00,EARN,57,119,BKG-004465
LTX-0008469,P03324,2025-04-26 09:00:00,EARN,58,58,BKG-010561
LTX-0008470,P03324,2025-05-01 09:00:00,EARN,29,87,BKG-005275
LTX-0008471,P03324,2025-10-03 09:00:00,EARN,34,121,BKG-006631
LTX-0008472,P03324,2025-12-02 09:00:00,EARN,41,162,BKG-002769
LTX-0008473,P00933,2025-04-15 09:00:00,EARN,50,50,BKG-004353
LTX-0008474,P00933,2025-05-18 09:00:00,EARN,69,119,BKG-008807
LTX-0008475,P00933,2025-06-04 09:00:00,EARN,8,127,BKG-004894
LTX-0008476,P00933,2025-06-28 09:00:00,EARN,35,162,BKG-002770
LTX-0008477,P03380,2024-12-27 09:00:00,EARN,73,73,BKG-010852
LTX-0008478,P03380,2025-05-13 09:00:00,EARN,60,133,BKG-002773
LTX-0008479,P03380,2025-06-08 09:00:00,EARN,51,184,BKG-005389
LTX-0008480,P00913,2024-12-25 09:00:00,EARN,16,16,BKG-010175
LTX-0008481,P00913,2025-05-24 09:00:00,EARN,33,49,BKG-008466
LTX-0008482,P00913,2025-05-28 09:00:00,EARN,18,67,BKG-002775
LTX-0008483,P02748,2025-01-29 09:00:00,EARN,37,37,BKG-002776
LTX-0008484,P02748,2025-05-17 09:00:00,EARN,77,114,BKG-010878
LTX-0008485,P02748,2025-05-25 09:00:00,EARN,32,146,BKG-010727
LTX-0008486,P02748,2025-09-17 09:00:00,EARN,46,192,BKG-007578
LTX-0008487,P02748,2025-11-26 09:00:00,EARN,82,274,BKG-004415
LTX-0008488,P00816,2025-04-14 09:00:00,EARN,14,14,BKG-002778
LTX-0008489,P00816,2025-09-08 09:00:00,EARN,22,36,BKG-006464
LTX-0008490,P01570,2025-04-07 09:00:00,EARN,66,66,BKG-002779
LTX-0008491,P01570,2025-04-07 18:00:00,REDEEM,-20,46,BKG-002779
LTX-0008492,P01570,2025-07-29 09:00:00,EARN,68,114,BKG-011528
LTX-0008493,P01570,2025-07-29 18:00:00,REDEEM,-10,104,BKG-011528
LTX-0008494,P01570,2025-11-07 09:00:00,EARN,22,126,BKG-003794
LTX-0008495,P02345,2025-04-20 09:00:00,EARN,51,51,BKG-002780
LTX-0008496,P02345,2025-06-30 09:00:00,EARN,50,101,BKG-011163
LTX-0008497,P01557,2025-04-09 09:00:00,EARN,50,50,BKG-008193
LTX-0008498,P01557,2025-05-24 09:00:00,EARN,26,76,BKG-002782
LTX-0008499,P01557,2025-06-21 09:00:00,EARN,44,120,BKG-006498
LTX-0008500,P01557,2025-08-06 09:00:00,EARN,38,158,BKG-004526
LTX-0008501,P01557,2025-10-21 09:00:00,EARN,59,217,BKG-005881
LTX-0008502,P02839,2025-01-15 09:00:00,EARN,68,68,BKG-004186
LTX-0008503,P02839,2025-02-04 09:00:00,EARN,7,75,BKG-003995
LTX-0008504,P02839,2025-06-20 09:00:00,EARN,95,170,BKG-009271
LTX-0008505,P02839,2025-08-22 09:00:00,EARN,78,248,BKG-012133
LTX-0008506,P02839,2025-11-01 09:00:00,EARN,42,290,BKG-002783
LTX-0008507,P01213,2025-08-30 09:00:00,EARN,16,16,BKG-002784
LTX-0008508,P01133,2025-04-22 09:00:00,EARN,38,38,BKG-008517
LTX-0008509,P01133,2025-04-22 18:00:00,REDEEM,-30,8,BKG-008517
LTX-0008510,P01133,2025-05-30 09:00:00,EARN,53,61,BKG-002785
LTX-0008511,P01133,2025-06-06 09:00:00,EARN,43,104,BKG-007300
LTX-0008512,P01133,2025-06-20 09:00:00,EARN,27,131,BKG-011780
LTX-0008513,P01133,2025-12-21 09:00:00,EARN,63,194,BKG-005925
LTX-0008514,P03760,2025-06-15 09:00:00,EARN,60,60,BKG-002793
