itinerary_leg_sk,passenger_sk,route_sk,bus_fleet_sk,origin_terminal_sk,destination_terminal_sk,disruption_reason_sk,booking_date_sk,booking_time_sk,scheduled_departure_date_sk,scheduled_departure_time_sk,actual_departure_date_sk,actual_departure_time_sk,scheduled_arrival_date_sk,scheduled_arrival_time_sk,actual_arrival_date_sk,actual_arrival_time_sk,rebooking_date_sk,rebooking_time_sk,claim_resolution_date_sk,claim_resolution_time_sk,booking_id,ticket_number,itinerary_id,trip_id,leg_sequence,total_legs,claim_id,travel_status,claim_status,departure_delay_minutes,arrival_delay_minutes,scheduled_connection_minutes,actual_connection_minutes,missed_connection_count,rebooking_cost,refund_amount,compensation_amount
12729,3094,7,68,10,11,0,20250831,1807,20250922,1200,20250922,1226,20250922,2142,20250922,2158,,,,,BKG-006409,TICK-012737,ITI-006409,TRIP-000621,2,2,,COMPLETED,,26,16,144,164,0,0,0,0
12730,443,17,45,20,21,0,20250527,1421,20250622,1200,20250622,1218,20250622,1439,20250622,1515,,,,,BKG-006410,TICK-012738,ITI-006410,TRIP-000168,1,3,,COMPLETED,,18,36,,,0,0,0,0
12731,443,18,42,21,24,0,20250527,1421,20250622,1800,20250622,1845,20250623,300,20250623,408,,,,,BKG-006410,TICK-012739,ITI-006410,TRIP-000169,2,3,,COMPLETED,,45,68,201,210,0,0,0,0
12732,443,19,43,24,25,0,20250527,1421,20250623,600,20250623,600,20250623,911,20250623,920,,,,,BKG-006410,TICK-012740,ITI-006410,TRIP-000170,3,3,,COMPLETED,,0,9,180,112,0,0,0,0
12733,3134,22,27,27,28,5,20250319,1633,20250322,600,20250322,626,20250322,1210,20250322,1600,,,,,BKG-006411,TICK-012741,ITI-006411,TRIP-000778,1,1,,COMPLETED,,26,230,,,0,0,0,0
12734,4933,12,24,15,16,0,20250813,1638,20250908,1200,20250908,1200,20250908,1627,20250908,1655,,,,,BKG-006412,TICK-012742,ITI-006412,TRIP-003444,1,3,,COMPLETED,,0,28,,,0,0,0,0
12735,4933,13,9,16,17,0,20250813,1638,20250908,1800,20250908,1802,20250909,37,20250909,37,,,,,BKG-006412,TICK-012743,ITI-006412,TRIP-000219,2,3,,COMPLETED,,2,0,93,67,0,0,0,0
12736,4933,14,11,17,18,0,20250813,1638,20250909,600,20250909,614,20250909,1802,20250909,1814,,,,,BKG-006412,TICK-012744,ITI-006412,TRIP-000220,3,3,,COMPLETED,,14,12,323,337,0,0,0,0
12737,4627,2,73,3,5,0,20251219,1049,20251222,600,20251222,600,20251222,846,20251222,906,,,,,BKG-006413,TICK-012745,ITI-006413,TRIP-001405,1,2,,COMPLETED,,0,20,,,0,0,0,0
12738,4627,3,13,5,6,0,20251219,1049,20251222,1200,20251222,1219,20251222,1502,20251222,1542,,,,,BKG-006413,TICK-012746,ITI-006413,TRIP-001381,2,2,,COMPLETED,,19,40,194,193,0,0,0,0
12739,2486,29,49,18,25,0,20251020,1733,20251022,1800,20251022,1837,20251023,443,20251023,518,,,,,BKG-006414,TICK-012747,ITI-006414,TRIP-002640,1,2,,COMPLETED,,37,35,,,0,0,0,0
12740,2486,20,69,25,26,0,20251020,1733,20251023,600,20251023,605,20251023,1210,20251023,1210,,,,,BKG-006414,TICK-012748,ITI-006414,TRIP-003336,2,2,,COMPLETED,,5,0,77,47,0,0,0,0
12741,1071,5,42,7,9,0,20250703,2040,20250722,1200,20250722,1200,20250723,23,20250723,36,,,,,BKG-006415,TICK-012749,ITI-006415,TRIP-000987,1,2,,COMPLETED,,0,13,,,0,0,0,0
12742,1071,6,53,9,10,0,20250703,2040,20250723,0,20250723,6,20250723,336,20250723,336,20250723,836,20250724,336,BKG-006415,TICK-012750,ITI-006415,TRIP-003340,2,2,CLM-001434,MISSED_CONNECTION,Approved,6,0,-23,-30,1,43000,68000,75000
12743,3309,25,82,30,2,0,20251203,932,20251222,600,20251222,600,20251222,1538,20251222,1541,,,,,BKG-006416,TICK-012751,ITI-006416,TRIP-001834,1,2,,COMPLETED,,0,3,,,0,0,0,0
12744,3309,1,42,2,3,0,20251203,932,20251222,1800,20251222,1848,20251223,144,20251223,251,,,,,BKG-006416,TICK-012752,ITI-006416,TRIP-001835,2,2,,COMPLETED,,48,67,142,187,0,0,0,0
12745,3526,29,62,18,25,0,20251115,816,20251208,1200,20251208,1205,20251208,2243,20251208,2259,,,,,BKG-006417,TICK-012753,ITI-006417,TRIP-000501,1,1,,COMPLETED,,5,16,,,0,0,0,0
12746,414,1,67,1,3,0,20250527,1235,20250608,600,20250608,605,20250608,1344,20250608,1402,,,,,BKG-006418,TICK-012754,ITI-006418,TRIP-001100,1,2,,COMPLETED,,5,18,,,0,0,0,0
12747,414,2,15,3,4,0,20250527,1235,20250608,1800,20250608,1800,20250608,2046,20250608,2058,,,,,BKG-006418,TICK-012755,ITI-006418,TRIP-001828,2,2,,COMPLETED,,0,12,256,238,0,0,0,0
12748,3094,6,21,9,10,6,20251015,1941,20251022,1200,20251022,1207,20251022,1536,20251022,1806,,,,,BKG-006419,TICK-012756,ITI-006419,TRIP-000703,1,2,,COMPLETED,,7,150,,,0,0,0,0
12749,3094,7,40,10,11,0,20251015,1941,20251022,1800,20251022,1800,20251023,342,20251023,356,20251023,106,20251027,2106,BKG-006419,TICK-012757,ITI-006419,TRIP-000704,2,2,CLM-001435,MISSED_CONNECTION,Approved,0,14,144,-6,1,115000,183000,75000
12750,210,27,48,8,13,0,20250814,2006,20250908,1200,20250908,1221,20250908,2339,20250908,2350,,,,,BKG-006420,TICK-012758,ITI-006420,TRIP-002404,1,1,,COMPLETED,,21,11,,,0,0,0,0
12751,4412,28,13,13,18,5,20250930,1243,20251022,1200,20251022,1233,20251022,2059,20251023,42,,,,,BKG-006421,TICK-012759,ITI-006421,TRIP-000443,1,1,,COMPLETED,,33,223,,,0,0,0,0
12752,2571,20,87,25,26,0,20250604,1219,20250622,1800,20250622,1819,20250623,10,20250623,10,,,,,BKG-006422,TICK-012760,ITI-006422,TRIP-002995,1,2,,COMPLETED,,19,0,,,0,0,0,0
12753,2571,21,79,26,27,0,20250604,1219,20250623,0,20250623,0,20250623,811,20250623,811,20250623,910,20250628,410,BKG-006422,TICK-012761,ITI-006422,TRIP-003504,2,2,CLM-001436,MISSED_CONNECTION,Approved,0,0,-10,-10,1,65000,104000,100000
12754,671,13,17,16,17,0,20250704,1639,20250722,1800,20250722,1800,20250723,37,20250723,37,,,,,BKG-006423,TICK-012762,ITI-006423,TRIP-001468,1,1,,COMPLETED,,0,0,,,0,0,0,0
12755,2805,9,15,12,13,0,20250901,1330,20250908,600,20250908,614,20250908,1349,20250908,1349,,,,,BKG-006424,TICK-012763,ITI-006424,TRIP-003409,1,3,,COMPLETED,,14,0,,,0,0,0,0
12756,2805,28,73,13,18,0,20250901,1330,20250908,1800,20250908,1819,20250909,259,20250909,259,,,,,BKG-006424,TICK-012764,ITI-006424,TRIP-000406,2,3,,COMPLETED,,19,0,251,270,0,0,0,0
12757,2805,29,73,18,25,0,20250901,1330,20250909,600,20250909,602,20250909,1643,20250909,1657,,,,,BKG-006424,TICK-012765,ITI-006424,TRIP-002525,3,3,,COMPLETED,,2,14,181,183,0,0,0,0
12758,4260,27,44,7,13,0,20250713,1910,20250722,1200,20250722,1200,20250722,2339,20250722,2353,,,,,BKG-006425,TICK-012766,ITI-006425,TRIP-001463,1,2,,COMPLETED,,0,14,,,0,0,0,0
12759,4260,28,71,13,18,0,20250713,1910,20250723,0,20250723,29,20250723,859,20250723,913,,,,,BKG-006425,TICK-012767,ITI-006425,TRIP-001347,2,2,,COMPLETED,,29,14,21,36,0,0,0,0
12760,4159,5,31,7,9,0,20250607,1313,20250622,1200,20250622,1231,20250623,23,20250623,50,,,,,BKG-006426,TICK-012768,ITI-006426,TRIP-000286,1,2,,COMPLETED,,31,27,,,0,0,0,0
12761,4159,6,31,9,10,0,20250607,1313,20250623,0,20250623,9,20250623,336,20250623,336,20250623,1750,20250625,950,BKG-006426,TICK-012769,ITI-006426,TRIP-002597,2,2,CLM-001437,MISSED_CONNECTION,Rejected,9,0,-23,-41,1,58000,92000,75000
12762,2206,13,30,16,17,0,20250717,1210,20250808,600,20250808,602,20250808,1237,20250808,1244,,,,,BKG-006427,TICK-012770,ITI-006427,TRIP-002951,1,2,,COMPLETED,,2,7,,,0,0,0,0
12763,2206,14,5,17,18,0,20250717,1210,20250808,1800,20250808,1837,20250809,602,20250809,636,,,,,BKG-006427,TICK-012771,ITI-006427,TRIP-003256,2,2,,COMPLETED,,37,34,323,353,0,0,0,0
12764,3074,28,44,13,18,0,20251025,844,20251122,600,20251122,615,20251122,1459,20251122,1604,,,,,BKG-006428,TICK-012772,ITI-006428,TRIP-003505,1,2,,COMPLETED,,15,65,,,0,0,0,0
12765,3074,15,43,18,19,0,20251025,844,20251122,1800,20251122,1818,20251122,2311,20251123,26,,,,,BKG-006428,TICK-012773,ITI-006428,TRIP-002479,2,2,,COMPLETED,,18,75,181,134,0,0,0,0
12766,587,12,47,15,16,0,20250726,1212,20250822,1200,20250822,1220,20250822,1627,20250822,1651,,,,,BKG-006429,TICK-012774,ITI-006429,TRIP-001499,1,2,,COMPLETED,,20,24,,,0,0,0,0
12767,587,13,69,16,17,0,20250726,1212,20250822,1800,20250822,1811,20250823,37,20250823,105,,,,,BKG-006429,TICK-012775,ITI-006429,TRIP-002136,2,2,,COMPLETED,,11,28,93,80,0,0,0,0
12768,577,17,85,20,22,0,20250819,1247,20250822,1200,20250822,1200,20250822,1439,20250822,1511,,,,,BKG-006430,TICK-012776,ITI-006430,TRIP-001849,1,3,,COMPLETED,,0,32,,,0,0,0,0
12769,577,18,50,22,24,0,20250819,1247,20250822,1800,20250822,1823,20250823,300,20250823,355,,,,,BKG-006430,TICK-012777,ITI-006430,TRIP-000511,2,3,,COMPLETED,,23,55,201,192,0,0,0,0
12770,577,19,3,24,25,0,20250819,1247,20250823,600,20250823,627,20250823,911,20250823,911,,,,,BKG-006430,TICK-012778,ITI-006430,TRIP-000512,3,3,,COMPLETED,,27,0,180,152,0,0,0,0
12771,3978,17,53,20,21,0,20241223,1422,20250122,1200,20250122,1212,20250122,1439,20250122,1440,,,,,BKG-006431,TICK-012779,ITI-006431,TRIP-002302,1,1,,COMPLETED,,12,1,,,0,0,0,0
12772,1989,29,73,18,25,0,20250406,953,20250422,600,20250422,615,20250422,1643,20250422,1654,,,,,BKG-006432,TICK-012780,ITI-006432,TRIP-003506,1,3,,COMPLETED,,15,11,,,0,0,0,0
12773,1989,20,28,25,26,0,20250406,953,20250422,1800,20250422,1801,20250423,10,20250423,10,,,,,BKG-006432,TICK-012781,ITI-006432,TRIP-002306,2,3,,COMPLETED,,1,0,77,67,0,0,0,0
12774,1989,21,75,26,27,0,20250406,953,20250423,0,20250423,27,20250423,811,20250423,819,,,,,BKG-006432,TICK-012782,ITI-006432,TRIP-002307,3,3,,COMPLETED,,27,8,-10,17,0,0,0,0
12775,4631,7,80,10,11,0,20250322,1145,20250408,1800,20250408,1801,20250409,342,20250409,417,,,,,BKG-006433,TICK-012783,ITI-006433,TRIP-001126,1,2,,COMPLETED,,1,35,,,0,0,0,0
12776,4631,8,33,11,12,0,20250322,1145,20250409,600,20250409,607,20250409,1205,20250409,1225,,,,,BKG-006433,TICK-012784,ITI-006433,TRIP-001127,2,2,,COMPLETED,,7,20,138,110,0,0,0,0
12777,3540,11,2,14,15,0,20250429,924,20250522,600,20250522,628,20250522,1414,20250522,1443,,,,,BKG-006434,TICK-012785,ITI-006434,TRIP-000016,1,2,,COMPLETED,,28,29,,,0,0,0,0
12778,3540,12,53,15,16,0,20250429,924,20250522,1800,20250522,1819,20250522,2227,20250522,2252,,,,,BKG-006434,TICK-012786,ITI-006434,TRIP-000017,2,2,,COMPLETED,,19,25,226,216,0,0,0,0
12779,1236,16,54,19,20,0,20250825,1155,20250922,1200,20250922,1217,20250922,1934,20250922,1957,,,,,BKG-006435,TICK-012787,ITI-006435,TRIP-003465,1,3,,COMPLETED,,17,23,,,0,0,0,0
12780,1236,17,31,20,22,0,20250825,1155,20250923,0,20250923,37,20250923,239,20250923,257,,,,,BKG-006435,TICK-012788,ITI-006435,TRIP-003466,2,3,,COMPLETED,,37,18,266,280,0,0,0,0
12781,1236,18,23,22,24,0,20250825,1155,20250923,600,20250923,629,20250923,1500,20250923,1545,,,,,BKG-006435,TICK-012789,ITI-006435,TRIP-003507,3,3,,COMPLETED,,29,45,201,212,0,0,0,0
12782,2916,9,60,12,13,0,20250705,1327,20250708,600,20250708,644,20250708,1349,20250708,1429,,,,,BKG-006436,TICK-012790,ITI-006436,TRIP-001257,1,2,,COMPLETED,,44,40,,,0,0,0,0
12783,2916,28,38,13,18,3,20250705,1327,20250708,1800,20250708,1802,20250709,259,20250709,644,,,,,BKG-006436,TICK-012791,ITI-006436,TRIP-001469,2,2,,COMPLETED,,2,225,251,213,0,0,0,0
12784,3899,5,80,8,9,0,20251124,1653,20251222,600,20251222,600,20251222,1823,20251222,1850,,,,,BKG-006437,TICK-012792,ITI-006437,TRIP-001410,1,3,,COMPLETED,,0,27,,,0,0,0,0
12785,3899,6,79,9,10,0,20251124,1653,20251222,1800,20251222,1836,20251222,2136,20251222,2216,20251223,650,20251224,450,BKG-006437,TICK-012793,ITI-006437,TRIP-000211,2,3,CLM-001438,MISSED_CONNECTION,Rejected,36,40,-23,-14,1,34000,54000,50000
12786,3899,7,65,10,11,0,20251124,1653,20251223,0,20251223,4,20251223,942,20251223,943,,,,,BKG-006437,TICK-012794,ITI-006437,TRIP-000212,3,3,,CANCELLED_AFTER_DISRUPTION,,4,1,,,0,0,0,0
12787,4872,11,19,14,15,0,20250611,1304,20250708,1200,20250708,1211,20250708,2014,20250708,2030,,,,,BKG-006438,TICK-012795,ITI-006438,TRIP-000317,1,3,,COMPLETED,,11,16,,,0,0,0,0
12788,4872,12,69,15,16,0,20250611,1304,20250709,0,20250709,0,20250709,427,20250709,427,,,,,BKG-006438,TICK-012796,ITI-006438,TRIP-000318,2,3,,COMPLETED,,0,0,226,210,0,0,0,0
12789,4872,13,67,16,17,0,20250611,1304,20250709,600,20250709,619,20250709,1237,20250709,1237,,,,,BKG-006438,TICK-012797,ITI-006438,TRIP-003508,3,3,,COMPLETED,,19,0,93,112,0,0,0,0
12790,4852,25,43,30,1,0,20250429,2000,20250522,1200,20250522,1236,20250522,2138,20250522,2238,,,,,BKG-006439,TICK-012798,ITI-006439,TRIP-001494,1,2,,COMPLETED,,36,60,,,0,0,0,0
12791,4852,1,38,1,3,0,20250429,2000,20250523,0,20250523,33,20250523,744,20250523,804,,,,,BKG-006439,TICK-012799,ITI-006439,TRIP-001495,2,2,,COMPLETED,,33,20,142,115,0,0,0,0
12792,1212,22,58,27,28,0,20250514,936,20250522,600,20250522,610,20250522,1210,20250522,1236,,,,,BKG-006440,TICK-012800,ITI-006440,TRIP-001549,1,2,,COMPLETED,,10,26,,,0,0,0,0
12793,1212,23,18,28,29,0,20250514,936,20250522,1200,20250522,1213,20250522,1932,20250522,1944,20250522,2136,20250527,1736,BKG-006440,TICK-012801,ITI-006440,TRIP-000676,2,2,CLM-001439,MISSED_CONNECTION,Approved,13,12,-10,-23,1,52000,82000,50000
12794,3814,20,11,25,26,0,20251108,1427,20251208,1200,20251208,1218,20251208,1810,20251208,1840,,,,,BKG-006441,TICK-012802,ITI-006441,TRIP-001208,1,2,,COMPLETED,,18,30,,,0,0,0,0
12795,3814,21,3,26,27,0,20251108,1427,20251208,1800,20251208,1800,20251209,211,20251209,220,20251209,240,20251211,2140,BKG-006441,TICK-012803,ITI-006441,TRIP-001089,2,2,CLM-001440,MISSED_CONNECTION,Approved,0,9,-10,-40,1,65000,93000,75000
12796,283,25,23,30,2,0,20251103,1829,20251108,1200,20251108,1226,20251108,2138,20251108,2202,,,,,BKG-006442,TICK-012804,ITI-006442,TRIP-002811,1,1,,COMPLETED,,26,24,,,0,0,0,0
12797,3040,11,50,14,15,0,20251110,1746,20251208,1200,20251208,1207,20251208,2014,20251208,2024,,,,,BKG-006443,TICK-012805,ITI-006443,TRIP-000261,1,1,,COMPLETED,,7,10,,,0,0,0,0
12798,2767,2,48,3,5,0,20251205,1134,20251208,600,20251208,611,20251208,846,20251208,924,,,,,BKG-006444,TICK-012806,ITI-006444,TRIP-002057,1,2,,COMPLETED,,11,38,,,0,0,0,0
12799,2767,3,62,5,6,0,20251205,1134,20251208,1200,20251208,1223,20251208,1502,20251208,1533,,,,,BKG-006444,TICK-012807,ITI-006444,TRIP-001872,2,2,,COMPLETED,,23,31,194,179,0,0,0,0
12800,425,19,71,23,25,0,20250223,1555,20250322,600,20250322,616,20250322,911,20250322,911,,,,,BKG-006445,TICK-012808,ITI-006445,TRIP-002475,1,2,,COMPLETED,,16,0,,,0,0,0,0
12801,425,20,57,25,26,0,20250223,1555,20250322,1200,20250322,1200,20250322,1810,20250322,1810,,,,,BKG-006445,TICK-012809,ITI-006445,TRIP-002476,2,2,,COMPLETED,,0,0,169,169,0,0,0,0
12802,3200,17,40,20,21,0,20250627,1926,20250708,1800,20250708,1827,20250708,2039,20250708,2140,,,,,BKG-006446,TICK-012810,ITI-006446,TRIP-001895,1,2,,COMPLETED,,27,61,,,0,0,0,0
12803,3200,18,21,21,24,0,20250627,1926,20250709,0,20250709,0,20250709,900,20250709,908,,,,,BKG-006446,TICK-012811,ITI-006446,TRIP-001896,2,2,,COMPLETED,,0,8,201,140,0,0,0,0
12804,1065,3,80,5,6,0,20250608,1310,20250708,1200,20250708,1215,20250708,1502,20250708,1525,,,,,BKG-006447,TICK-012812,ITI-006447,TRIP-001195,1,1,,COMPLETED,,15,23,,,0,0,0,0
12805,746,21,6,26,27,0,20250716,1601,20250722,600,20250722,616,20250722,1411,20250722,1448,,,,,BKG-006448,TICK-012813,ITI-006448,TRIP-000461,1,1,,COMPLETED,,16,37,,,0,0,0,0
12806,187,24,88,29,30,0,20251102,841,20251122,600,20251122,616,20251122,1714,20251122,1714,,,,,BKG-006449,TICK-012814,ITI-006449,TRIP-001215,1,1,,COMPLETED,,16,0,,,0,0,0,0
12807,629,21,52,26,27,0,20250803,902,20250808,600,20250808,600,20250808,1411,20250808,1425,,,,,BKG-006450,TICK-012815,ITI-006450,TRIP-000564,1,3,,COMPLETED,,0,14,,,0,0,0,0
12808,629,22,47,27,28,0,20250803,902,20250808,1800,20250808,1821,20250809,10,20250809,49,,,,,BKG-006450,TICK-012816,ITI-006450,TRIP-000565,2,3,,COMPLETED,,21,39,229,236,0,0,0,0
12809,629,23,79,28,29,0,20250803,902,20250809,0,20250809,28,20250809,732,20250809,805,20250809,849,20250812,149,BKG-006450,TICK-012817,ITI-006450,TRIP-003425,3,3,CLM-001441,MISSED_CONNECTION,Approved,28,33,-10,-21,1,52000,79000,50000
12810,4793,3,31,4,6,0,20241226,1507,20250122,600,20250122,600,20250122,902,20250122,902,,,,,BKG-006451,TICK-012818,ITI-006451,TRIP-002270,1,2,,COMPLETED,,0,0,,,0,0,0,0
12811,4793,4,51,6,7,0,20241226,1507,20250122,1200,20250122,1221,20250122,1803,20250122,1822,,,,,BKG-006451,TICK-012819,ITI-006451,TRIP-001478,2,2,,COMPLETED,,21,19,178,199,0,0,0,0
12812,3274,22,11,27,28,0,20250923,1959,20251008,1200,20251008,1218,20251008,1810,20251008,1815,,,,,BKG-006452,TICK-012820,ITI-006452,TRIP-001524,1,2,,COMPLETED,,18,5,,,0,0,0,0
12813,3274,23,89,28,29,0,20250923,1959,20251008,1800,20251008,1800,20251009,132,20251009,143,20251009,815,20251012,415,BKG-006452,TICK-012821,ITI-006452,TRIP-001525,2,2,CLM-001442,MISSED_CONNECTION,Approved,0,11,-10,-15,1,52000,82000,50000
12814,3148,23,49,28,29,0,20251006,1552,20251022,600,20251022,625,20251022,1332,20251022,1342,,,,,BKG-006453,TICK-012822,ITI-006453,TRIP-001682,1,1,,COMPLETED,,25,10,,,0,0,0,0
12815,872,18,20,22,24,0,20251120,826,20251122,1200,20251122,1200,20251122,2100,20251122,2104,,,,,BKG-006454,TICK-012823,ITI-006454,TRIP-000199,1,3,,COMPLETED,,0,4,,,0,0,0,0
12816,872,19,43,24,25,0,20251120,826,20251123,0,20251123,30,20251123,311,20251123,317,,,,,BKG-006454,TICK-012824,ITI-006454,TRIP-000200,2,3,,COMPLETED,,30,6,180,206,0,0,0,0
12817,872,20,8,25,26,0,20251120,826,20251123,600,20251123,615,20251123,1210,20251123,1251,,,,,BKG-006454,TICK-012825,ITI-006454,TRIP-000322,3,3,,COMPLETED,,15,41,169,178,0,0,0,0
12818,1321,6,26,9,10,0,20251203,1821,20251208,1200,20251208,1200,20251208,1536,20251208,1536,,,,,BKG-006455,TICK-012826,ITI-006455,TRIP-001615,1,2,,COMPLETED,,0,0,,,0,0,0,0
12819,1321,7,75,10,11,0,20251203,1821,20251208,1800,20251208,1811,20251209,342,20251209,443,,,,,BKG-006455,TICK-012827,ITI-006455,TRIP-001650,2,2,,COMPLETED,,11,61,144,155,0,0,0,0
12820,3132,3,80,4,6,0,20250607,707,20250608,1200,20250608,1205,20250608,1502,20250608,1520,,,,,BKG-006456,TICK-012828,ITI-006456,TRIP-000225,1,2,,COMPLETED,,5,18,,,0,0,0,0
12821,3132,4,43,6,7,5,20250607,707,20250608,1800,20250608,1845,20250609,3,20250609,453,,,,,BKG-006456,TICK-012829,ITI-006456,TRIP-001397,2,2,,COMPLETED,,45,290,178,205,0,0,0,0
12822,241,10,20,13,14,0,20250720,1958,20250808,1200,20250808,1200,20250808,2041,20250808,2041,,,,,BKG-006457,TICK-012830,ITI-006457,TRIP-003509,1,2,,COMPLETED,,0,0,,,0,0,0,0
12823,241,11,44,14,15,0,20250720,1958,20250809,0,20250809,5,20250809,814,20250809,814,,,,,BKG-006457,TICK-012831,ITI-006457,TRIP-003510,2,2,,COMPLETED,,5,0,199,204,0,0,0,0
12824,1775,6,81,9,10,0,20250614,1757,20250622,1200,20250622,1219,20250622,1536,20250622,1618,,,,,BKG-006458,TICK-012832,ITI-006458,TRIP-001324,1,3,,COMPLETED,,19,42,,,0,0,0,0
12825,1775,7,75,10,11,0,20250614,1757,20250622,1800,20250622,1810,20250623,342,20250623,342,,,,,BKG-006458,TICK-012833,ITI-006458,TRIP-001325,2,3,,COMPLETED,,10,0,144,112,0,0,0,0
12826,1775,8,48,11,12,0,20250614,1757,20250623,600,20250623,637,20250623,1205,20250623,1242,,,,,BKG-006458,TICK-012834,ITI-006458,TRIP-002392,3,3,,COMPLETED,,37,37,138,175,0,0,0,0
12827,4286,2,60,3,4,0,20250131,1023,20250222,1800,20250222,1800,20250222,2046,20250222,2104,,,,,BKG-006459,TICK-012835,ITI-006459,TRIP-001006,1,1,,COMPLETED,,0,18,,,0,0,0,0
12828,3424,15,45,18,19,0,20250527,1552,20250622,1200,20250622,1232,20250622,1711,20250622,1800,,,,,BKG-006460,TICK-012836,ITI-006460,TRIP-001146,1,2,,COMPLETED,,32,49,,,0,0,0,0
12829,3424,16,31,19,20,0,20250527,1552,20250622,1800,20250622,1820,20250623,134,20250623,225,,,,,BKG-006460,TICK-012837,ITI-006460,TRIP-001147,2,2,,COMPLETED,,20,51,49,20,0,0,0,0
12830,1076,14,89,17,18,0,20250530,1638,20250622,600,20250622,600,20250622,1802,20250622,1802,,,,,BKG-006461,TICK-012838,ITI-006461,TRIP-001887,1,3,,COMPLETED,,0,0,,,0,0,0,0
12831,1076,15,89,18,19,0,20250530,1638,20250622,1800,20250622,1825,20250622,2311,20250622,2332,,,,,BKG-006461,TICK-012839,ITI-006461,TRIP-001888,2,3,,COMPLETED,,25,21,-2,23,0,0,0,0
12832,1076,16,67,19,20,0,20250530,1638,20250623,0,20250623,22,20250623,734,20250623,827,,,,,BKG-006461,TICK-012840,ITI-006461,TRIP-001889,3,3,,COMPLETED,,22,53,49,50,0,0,0,0
12833,2616,7,51,10,11,0,20251114,1707,20251208,1200,20251208,1232,20251208,2142,20251208,2206,,,,,BKG-006462,TICK-012841,ITI-006462,TRIP-000004,1,2,,COMPLETED,,32,24,,,0,0,0,0
12834,2616,8,67,11,12,0,20251114,1707,20251209,0,20251209,0,20251209,605,20251209,605,,,,,BKG-006462,TICK-012842,ITI-006462,TRIP-001964,2,2,,COMPLETED,,0,0,138,114,0,0,0,0
12835,2909,9,81,12,13,0,20250426,1849,20250508,1200,20250508,1222,20250508,1949,20250508,2025,,,,,BKG-006463,TICK-012843,ITI-006463,TRIP-003453,1,2,,COMPLETED,,22,36,,,0,0,0,0
12836,2909,28,68,13,18,0,20250426,1849,20250509,0,20250509,14,20250509,859,20250509,919,,,,,BKG-006463,TICK-012844,ITI-006463,TRIP-001253,2,2,,COMPLETED,,14,20,251,229,0,0,0,0
12837,990,3,37,5,6,0,20250908,1848,20251008,1200,20251008,1200,20251008,1502,20251008,1521,,,,,BKG-006464,TICK-012845,ITI-006464,TRIP-001130,1,2,,COMPLETED,,0,19,,,0,0,0,0
12838,990,4,3,6,8,0,20250908,1848,20251008,1800,20251008,1814,20251009,3,20251009,40,,,,,BKG-006464,TICK-012846,ITI-006464,TRIP-001131,2,2,,COMPLETED,,14,37,178,173,0,0,0,0
12839,900,17,1,20,21,0,20250112,702,20250208,600,20250208,620,20250208,839,20250208,855,,,,,BKG-006465,TICK-012847,ITI-006465,TRIP-003511,1,1,,COMPLETED,,20,16,,,0,0,0,0
12840,4217,11,72,14,15,0,20250718,1232,20250722,600,20250722,600,20250722,1414,20250722,1414,,,,,BKG-006466,TICK-012848,ITI-006466,TRIP-001766,1,2,,COMPLETED,,0,0,,,0,0,0,0
12841,4217,12,30,15,16,3,20250718,1232,20250722,1800,20250722,1801,20250722,2227,20250723,303,,,,,BKG-006466,TICK-012849,ITI-006466,TRIP-000210,2,2,,COMPLETED,,1,276,226,227,0,0,0,0
12842,3157,25,70,30,1,0,20250603,1849,20250622,600,20250622,619,20250622,1538,20250622,1602,,,,,BKG-006467,TICK-012850,ITI-006467,TRIP-000800,1,3,,COMPLETED,,19,24,,,0,0,0,0
12843,3157,1,46,1,3,0,20250603,1849,20250622,1800,20250622,1815,20250623,144,20250623,214,,,,,BKG-006467,TICK-012851,ITI-006467,TRIP-000801,2,3,,COMPLETED,,15,30,142,133,0,0,0,0
12844,3157,2,46,3,4,0,20250603,1849,20250623,600,20250623,626,20250623,846,20250623,924,,,,,BKG-006467,TICK-012852,ITI-006467,TRIP-002083,3,3,,COMPLETED,,26,38,256,252,0,0,0,0
12845,4045,29,62,18,25,0,20251204,804,20251208,1200,20251208,1205,20251208,2243,20251208,2259,,,,,BKG-006468,TICK-012853,ITI-006468,TRIP-000501,1,2,,COMPLETED,,5,16,,,0,0,0,0
12846,4045,20,91,25,26,0,20251204,804,20251209,0,20251209,0,20251209,610,20251209,615,,,,,BKG-006468,TICK-012854,ITI-006468,TRIP-000502,2,2,,COMPLETED,,0,5,77,61,0,0,0,0
12847,4645,16,65,19,20,0,20250715,2040,20250808,1800,20250808,1826,20250809,134,20250809,234,,,,,BKG-006469,TICK-012855,ITI-006469,TRIP-001785,1,2,,COMPLETED,,26,60,,,0,0,0,0
12848,4645,17,48,20,22,0,20250715,2040,20250809,600,20250809,616,20250809,839,20250809,859,,,,,BKG-006469,TICK-012856,ITI-006469,TRIP-001786,2,2,,COMPLETED,,16,20,266,222,0,0,0,0
12849,4631,6,28,9,10,0,20250426,826,20250522,600,20250522,600,20250522,936,20250522,949,,,,,BKG-006470,TICK-012857,ITI-006470,TRIP-003401,1,2,,COMPLETED,,0,13,,,0,0,0,0
