ticket_sales_sk,passenger_sk,booking_date_sk,booking_time_sk,route_sk,sales_context_sk,promotion_sk,booking_id,ticket_number,itinerary_id,allocated_base_fare,discount_amount,tax_amount,net_ticket_revenue,loyalty_points_earned,loyalty_points_redeemed
8887,1641,20250515,1745,3,34,0,BKG-004474,TICK-008887,ITI-004474,104000,0,11000,115000,12,0
8888,1604,20251027,1755,9,33,0,BKG-004475,TICK-008888,ITI-004475,279000,0,31000,310000,31,0
8889,1604,20251027,1755,28,33,0,BKG-004475,TICK-008889,ITI-004475,190000,0,21000,211000,21,0
8890,2766,20250308,1318,14,35,2,BKG-004476,TICK-008890,ITI-004476,229000,23000,23000,229000,23,0
8891,2766,20250308,1318,15,35,2,BKG-004476,TICK-008891,ITI-004476,112000,11000,11000,112000,11,0
8892,2766,20250308,1318,16,35,2,BKG-004476,TICK-008892,ITI-004476,216000,22000,21000,215000,22,0
8893,70,20250522,1146,18,24,3,BKG-004477,TICK-008893,ITI-004477,235000,12000,25000,248000,25,0
8894,70,20250522,1146,19,24,3,BKG-004477,TICK-008894,ITI-004477,90000,4000,9000,95000,10,0
8895,136,20250802,1213,23,12,0,BKG-004478,TICK-008895,ITI-004478,149000,0,16000,165000,16,0
8896,136,20250802,1213,24,12,0,BKG-004478,TICK-008896,ITI-004478,232000,0,26000,258000,26,0
8897,2675,20251110,821,9,45,0,BKG-004479,TICK-008897,ITI-004479,248000,0,27000,275000,28,20
8898,2675,20251110,821,28,45,0,BKG-004479,TICK-008898,ITI-004479,284000,0,31000,315000,32,0
8899,582,20250428,1226,4,34,0,BKG-004480,TICK-008899,ITI-004480,164000,0,18000,182000,18,20
8900,582,20250428,1226,5,34,0,BKG-004480,TICK-008900,ITI-004480,339000,0,37000,376000,38,0
8901,1647,20250830,1729,2,37,2,BKG-004481,TICK-008901,ITI-004481,74000,7000,7000,74000,7,0
8902,525,20250705,1432,2,44,0,BKG-004482,TICK-008902,ITI-004482,120000,0,13000,133000,13,30
8903,525,20250705,1432,3,44,0,BKG-004482,TICK-008903,ITI-004482,83000,0,9000,92000,9,0
8904,525,20250705,1432,4,44,0,BKG-004482,TICK-008904,ITI-004482,157000,0,17000,174000,17,0
8905,1536,20251112,1526,25,29,0,BKG-004483,TICK-008905,ITI-004483,257000,0,28000,285000,28,0
8906,1536,20251112,1526,26,29,0,BKG-004483,TICK-008906,ITI-004483,111000,0,12000,123000,12,0
8907,3468,20250827,1347,17,24,0,BKG-004484,TICK-008907,ITI-004484,55000,0,6000,61000,6,0
8908,4157,20250705,1419,21,39,3,BKG-004485,TICK-008908,ITI-004485,187000,9000,20000,198000,20,0
8909,4511,20251119,1400,10,12,0,BKG-004486,TICK-008909,ITI-004486,185000,0,20000,205000,20,0
8910,4511,20251119,1400,11,12,0,BKG-004486,TICK-008910,ITI-004486,218000,0,24000,242000,24,0
8911,4511,20251119,1400,12,12,0,BKG-004486,TICK-008911,ITI-004486,110000,0,12000,122000,12,0
8912,2625,20250803,1126,16,33,2,BKG-004487,TICK-008912,ITI-004487,216000,22000,21000,215000,22,0
8913,2625,20250803,1126,17,33,2,BKG-004487,TICK-008913,ITI-004487,92000,9000,9000,92000,9,0
8914,2625,20250803,1126,18,33,2,BKG-004487,TICK-008914,ITI-004487,245000,24000,24000,245000,24,0
8915,2084,20250523,743,10,12,0,BKG-004488,TICK-008915,ITI-004488,222000,0,24000,246000,25,0
8916,2084,20250523,743,11,12,0,BKG-004488,TICK-008916,ITI-004488,261000,0,29000,290000,29,0
8917,2420,20251205,1229,22,33,0,BKG-004489,TICK-008917,ITI-004489,178000,0,20000,198000,20,0
8918,4711,20250208,1742,20,34,0,BKG-004490,TICK-008918,ITI-004490,149000,0,16000,165000,16,30
8919,4711,20250208,1742,21,34,0,BKG-004490,TICK-008919,ITI-004490,156000,0,17000,173000,17,0
8920,275,20250129,1955,3,48,0,BKG-004491,TICK-008920,ITI-004491,70000,0,8000,78000,8,0
8921,275,20250129,1955,4,48,0,BKG-004491,TICK-008921,ITI-004491,131000,0,14000,145000,14,0
8922,2198,20250110,902,23,40,0,BKG-004492,TICK-008922,ITI-004492,251000,0,28000,279000,28,0
8923,2198,20250110,902,24,40,0,BKG-004492,TICK-008923,ITI-004492,232000,0,26000,258000,26,0
8924,3156,20251206,1928,13,34,0,BKG-004493,TICK-008924,ITI-004493,162000,0,18000,180000,18,0
8925,3156,20251206,1928,14,34,0,BKG-004493,TICK-008925,ITI-004493,275000,0,30000,305000,30,0
8926,3156,20251206,1928,29,34,0,BKG-004493,TICK-008926,ITI-004493,267000,0,29000,296000,30,0
8927,505,20250530,1611,2,29,0,BKG-004494,TICK-008927,ITI-004494,120000,0,13000,133000,13,0
8928,2632,20250518,1634,17,45,0,BKG-004495,TICK-008928,ITI-004495,65000,0,7000,72000,7,0
8929,2632,20250518,1634,18,45,0,BKG-004495,TICK-008929,ITI-004495,294000,0,32000,326000,33,0
8930,1375,20250914,1303,4,26,0,BKG-004496,TICK-008930,ITI-004496,131000,0,14000,145000,14,0
8931,1375,20250914,1303,27,26,0,BKG-004496,TICK-008931,ITI-004496,232000,0,26000,258000,26,0
8932,1965,20250718,1139,3,37,0,BKG-004497,TICK-008932,ITI-004497,104000,0,11000,115000,12,0
8933,1779,20250528,950,3,35,0,BKG-004498,TICK-008933,ITI-004498,83000,0,9000,92000,9,0
8934,1779,20250528,950,4,35,0,BKG-004498,TICK-008934,ITI-004498,157000,0,17000,174000,17,0
8935,3748,20250601,1832,8,37,0,BKG-004499,TICK-008935,ITI-004499,155000,0,17000,172000,17,0
8936,3748,20250601,1832,9,37,0,BKG-004499,TICK-008936,ITI-004499,248000,0,27000,275000,28,0
8937,3748,20250601,1832,10,37,0,BKG-004499,TICK-008937,ITI-004499,222000,0,24000,246000,25,0
8938,1050,20250506,1638,3,36,0,BKG-004500,TICK-008938,ITI-004500,70000,0,8000,78000,8,0
8939,1050,20250506,1638,4,36,0,BKG-004500,TICK-008939,ITI-004500,131000,0,14000,145000,14,0
8940,188,20250706,1640,25,36,2,BKG-004501,TICK-008940,ITI-004501,257000,26000,25000,256000,26,0
8941,3351,20250814,847,7,12,2,BKG-004502,TICK-008941,ITI-004502,330000,33000,33000,330000,33,30
8942,3351,20250814,847,8,12,2,BKG-004502,TICK-008942,ITI-004502,162000,16000,16000,162000,16,0
8943,3351,20250814,847,9,12,2,BKG-004502,TICK-008943,ITI-004502,165000,16000,16000,165000,16,0
8944,2400,20251219,2009,18,34,0,BKG-004503,TICK-008944,ITI-004503,235000,0,26000,261000,26,0
8945,4598,20251213,1403,21,48,0,BKG-004504,TICK-008945,ITI-004504,234000,0,26000,260000,26,0
8946,4598,20251213,1403,22,48,0,BKG-004504,TICK-008946,ITI-004504,178000,0,20000,198000,20,0
8947,4598,20251213,1403,23,48,0,BKG-004504,TICK-008947,ITI-004504,178000,0,20000,198000,20,0
8948,3501,20250330,850,9,48,0,BKG-004505,TICK-008948,ITI-004505,165000,0,18000,183000,18,0
8949,3501,20250330,850,28,48,0,BKG-004505,TICK-008949,ITI-004505,237000,0,26000,263000,26,0
8950,3501,20250330,850,15,48,0,BKG-004505,TICK-008950,ITI-004505,112000,0,12000,124000,12,0
8951,866,20251203,758,4,8,0,BKG-004506,TICK-008951,ITI-004506,157000,0,17000,174000,17,0
8952,2087,20250324,1612,18,45,0,BKG-004507,TICK-008952,ITI-004507,245000,0,27000,272000,27,0
8953,4463,20250721,1043,22,40,0,BKG-004508,TICK-008953,ITI-004508,178000,0,20000,198000,20,0
8954,4463,20250721,1043,23,40,0,BKG-004508,TICK-008954,ITI-004508,223000,0,25000,248000,25,0
8955,4463,20250721,1043,24,40,0,BKG-004508,TICK-008955,ITI-004508,279000,0,31000,310000,31,0
8956,4528,20250105,758,16,36,1,BKG-004509,TICK-008956,ITI-004509,216000,11000,23000,228000,23,10
8957,4528,20250105,758,17,36,1,BKG-004509,TICK-008957,ITI-004509,68000,3000,7000,72000,7,0
8958,4363,20250804,1752,18,48,0,BKG-004510,TICK-008958,ITI-004510,330000,0,36000,366000,37,0
8959,4363,20250804,1752,19,48,0,BKG-004510,TICK-008959,ITI-004510,75000,0,8000,83000,8,0
8960,1602,20250916,2001,12,45,0,BKG-004511,TICK-008960,ITI-004511,88000,0,10000,98000,10,0
8961,1602,20250916,2001,13,45,0,BKG-004511,TICK-008961,ITI-004511,227000,0,25000,252000,25,0
8962,1672,20250718,1947,14,36,1,BKG-004512,TICK-008962,ITI-004512,343000,17000,36000,362000,36,0
8963,1672,20250718,1947,29,36,1,BKG-004512,TICK-008963,ITI-004512,334000,17000,35000,352000,35,0
8964,2368,20251116,1824,19,18,1,BKG-004513,TICK-008964,ITI-004513,112000,6000,12000,118000,12,0
8965,2368,20251116,1824,20,18,1,BKG-004513,TICK-008965,ITI-004513,301000,15000,31000,317000,32,0
8966,2368,20251116,1824,21,18,1,BKG-004513,TICK-008966,ITI-004513,187000,9000,20000,198000,20,0
8967,1356,20241212,1142,9,36,0,BKG-004514,TICK-008967,ITI-004514,279000,0,31000,310000,31,0
8968,2157,20251129,2147,9,9,1,BKG-004515,TICK-008968,ITI-004515,248000,12000,26000,262000,26,0
8969,1177,20250903,740,24,9,0,BKG-004516,TICK-008969,ITI-004516,232000,0,26000,258000,26,0
8970,1177,20250903,740,25,9,0,BKG-004516,TICK-008970,ITI-004516,214000,0,24000,238000,24,0
8971,1177,20250903,740,1,9,0,BKG-004516,TICK-008971,ITI-004516,165000,0,18000,183000,18,0
8972,654,20250701,903,15,34,0,BKG-004517,TICK-008972,ITI-004517,226000,0,25000,251000,25,0
8973,654,20250701,903,16,34,0,BKG-004517,TICK-008973,ITI-004517,208000,0,23000,231000,23,0
8974,654,20250701,903,17,34,0,BKG-004517,TICK-008974,ITI-004517,65000,0,7000,72000,7,0
8975,376,20250704,2005,3,29,0,BKG-004518,TICK-008975,ITI-004518,104000,0,11000,115000,12,0
8976,376,20250704,2005,4,29,0,BKG-004518,TICK-008976,ITI-004518,197000,0,22000,219000,22,0
8977,3856,20250601,1126,4,40,2,BKG-004519,TICK-008977,ITI-004519,197000,20000,19000,196000,20,0
8978,3856,20250601,1126,5,40,2,BKG-004519,TICK-008978,ITI-004519,326000,33000,32000,325000,32,0
8979,994,20250112,2049,19,29,2,BKG-004520,TICK-008979,ITI-004520,94000,9000,9000,94000,9,20
8980,994,20250112,2049,20,29,2,BKG-004520,TICK-008980,ITI-004520,149000,15000,15000,149000,15,0
8981,994,20250112,2049,21,29,2,BKG-004520,TICK-008981,ITI-004520,195000,20000,19000,194000,19,0
8982,3819,20250602,2054,6,28,2,BKG-004521,TICK-008982,ITI-004521,98000,10000,10000,98000,10,0
8983,3819,20250602,2054,7,28,2,BKG-004521,TICK-008983,ITI-004521,294000,29000,29000,294000,29,0
8984,3753,20250621,1711,12,45,0,BKG-004522,TICK-008984,ITI-004522,106000,0,12000,118000,12,0
8985,3753,20250621,1711,13,45,0,BKG-004522,TICK-008985,ITI-004522,162000,0,18000,180000,18,0
8986,2523,20251118,825,17,32,0,BKG-004523,TICK-008986,ITI-004523,110000,0,12000,122000,12,0
8987,2523,20251118,825,18,32,0,BKG-004523,TICK-008987,ITI-004523,294000,0,32000,326000,33,0
8988,4919,20250801,1612,3,36,3,BKG-004524,TICK-008988,ITI-004524,70000,4000,7000,73000,7,0
8989,4919,20250801,1612,4,36,3,BKG-004524,TICK-008989,ITI-004524,164000,8000,17000,173000,17,0
8990,4919,20250801,1612,5,36,3,BKG-004524,TICK-008990,ITI-004524,271000,14000,28000,285000,28,0
8991,1578,20251015,1752,3,34,0,BKG-004525,TICK-008991,ITI-004525,70000,0,8000,78000,8,0
8992,1578,20251015,1752,4,34,0,BKG-004525,TICK-008992,ITI-004525,131000,0,14000,145000,14,0
8993,1898,20250806,1239,23,11,2,BKG-004526,TICK-008993,ITI-004526,149000,15000,15000,149000,15,0
8994,1898,20250806,1239,24,11,2,BKG-004526,TICK-008994,ITI-004526,232000,23000,23000,232000,23,0
8995,4059,20250709,745,9,29,0,BKG-004527,TICK-008995,ITI-004527,165000,0,18000,183000,18,0
8996,509,20241227,1806,16,29,0,BKG-004528,TICK-008996,ITI-004528,173000,0,19000,192000,19,0
8997,509,20241227,1806,17,29,0,BKG-004528,TICK-008997,ITI-004528,55000,0,6000,61000,6,0
8998,509,20241227,1806,18,29,0,BKG-004528,TICK-008998,ITI-004528,245000,0,27000,272000,27,0
8999,3846,20241223,853,26,23,0,BKG-004529,TICK-008999,ITI-004529,93000,0,10000,103000,10,0
9000,3846,20241223,853,5,23,0,BKG-004529,TICK-009000,ITI-004529,271000,0,30000,301000,30,0
9001,1698,20250511,1050,12,48,0,BKG-004530,TICK-009001,ITI-004530,106000,0,12000,118000,12,0
9002,3107,20250713,939,9,41,0,BKG-004531,TICK-009002,ITI-004531,199000,0,22000,221000,22,0
9003,3107,20250713,939,28,41,0,BKG-004531,TICK-009003,ITI-004531,228000,0,25000,253000,25,0
9004,227,20250831,1004,24,28,0,BKG-004532,TICK-009004,ITI-004532,232000,0,26000,258000,26,0
9005,227,20250831,1004,25,28,0,BKG-004532,TICK-009005,ITI-004532,214000,0,24000,238000,24,0
9006,227,20250831,1004,26,28,0,BKG-004532,TICK-009006,ITI-004532,116000,0,13000,129000,13,0
9007,738,20251219,825,25,25,0,BKG-004533,TICK-009007,ITI-004533,321000,0,35000,356000,36,0
9008,738,20251219,825,1,25,0,BKG-004533,TICK-009008,ITI-004533,248000,0,27000,275000,28,0
9009,3520,20251203,1115,8,3,0,BKG-004534,TICK-009009,ITI-004534,155000,0,17000,172000,17,0
9010,3520,20251203,1115,9,3,0,BKG-004534,TICK-009010,ITI-004534,199000,0,22000,221000,22,0
9011,1407,20250515,1623,8,4,1,BKG-004535,TICK-009011,ITI-004535,262000,13000,27000,276000,28,0
9012,1407,20250515,1623,9,4,1,BKG-004535,TICK-009012,ITI-004535,248000,12000,26000,262000,26,0
9013,227,20250601,1601,9,33,0,BKG-004536,TICK-009013,ITI-004536,199000,0,22000,221000,22,0
9014,227,20250601,1601,28,33,0,BKG-004536,TICK-009014,ITI-004536,284000,0,31000,315000,32,0
9015,227,20250601,1601,15,33,0,BKG-004536,TICK-009015,ITI-004536,226000,0,25000,251000,25,0
9016,3412,20250718,1000,21,10,0,BKG-004537,TICK-009016,ITI-004537,234000,0,26000,260000,26,0
9017,1485,20251129,1129,19,24,0,BKG-004538,TICK-009017,ITI-004538,151000,0,17000,168000,17,0
9018,1485,20251129,1129,30,24,0,BKG-004538,TICK-009018,ITI-004538,422000,0,46000,468000,47,0
9019,3520,20250401,1907,12,7,0,BKG-004539,TICK-009019,ITI-004539,110000,0,12000,122000,12,0
9020,3520,20250401,1907,13,7,0,BKG-004539,TICK-009020,ITI-004539,168000,0,18000,186000,19,0
9021,3520,20250401,1907,14,7,0,BKG-004539,TICK-009021,ITI-004539,286000,0,31000,317000,32,0
9022,435,20251126,927,13,40,0,BKG-004540,TICK-009022,ITI-004540,162000,0,18000,180000,18,0
9023,4358,20251109,1755,5,33,2,BKG-004541,TICK-009023,ITI-004541,326000,33000,32000,325000,32,0
9024,4358,20251109,1755,6,33,2,BKG-004541,TICK-009024,ITI-004541,98000,10000,10000,98000,10,0
9025,2082,20250913,756,4,15,0,BKG-004542,TICK-009025,ITI-004542,164000,0,18000,182000,18,0
9026,2082,20250913,756,27,15,0,BKG-004542,TICK-009026,ITI-004542,232000,0,26000,258000,26,0
9027,1826,20250615,1934,4,33,0,BKG-004543,TICK-009027,ITI-004543,197000,0,22000,219000,22,0
9028,1826,20250615,1934,5,33,0,BKG-004543,TICK-009028,ITI-004543,550000,0,60000,610000,61,0
9029,3394,20250525,2052,28,28,0,BKG-004544,TICK-009029,ITI-004544,284000,0,31000,315000,32,0
9030,3394,20250525,2052,29,28,0,BKG-004544,TICK-009030,ITI-004544,267000,0,29000,296000,30,0
9031,163,20251203,2047,19,48,0,BKG-004545,TICK-009031,ITI-004545,112000,0,12000,124000,12,0
9032,163,20251203,2047,30,48,0,BKG-004545,TICK-009032,ITI-004545,422000,0,46000,468000,47,0
9033,163,20251203,2047,25,48,0,BKG-004545,TICK-009033,ITI-004545,321000,0,35000,356000,36,0
9034,3960,20250916,1908,22,36,2,BKG-004546,TICK-009034,ITI-004546,250000,25000,25000,250000,25,0
9035,3960,20250916,1908,23,36,2,BKG-004546,TICK-009035,ITI-004546,149000,15000,15000,149000,15,0
9036,1065,20250326,1320,2,36,0,BKG-004547,TICK-009036,ITI-004547,59000,0,6000,65000,6,0
9037,1065,20250326,1320,3,36,0,BKG-004547,TICK-009037,ITI-004547,70000,0,8000,78000,8,0
9038,3735,20250721,2145,17,25,1,BKG-004548,TICK-009038,ITI-004548,82000,4000,9000,87000,9,0
9039,3735,20250721,2145,18,25,1,BKG-004548,TICK-009039,ITI-004548,235000,12000,25000,248000,25,0
9040,2272,20250813,1346,23,10,3,BKG-004549,TICK-009040,ITI-004549,186000,9000,19000,196000,20,0
9041,2272,20250813,1346,24,10,3,BKG-004549,TICK-009041,ITI-004549,290000,14000,30000,306000,31,0
9042,586,20250710,1716,14,25,0,BKG-004550,TICK-009042,ITI-004550,343000,0,38000,381000,38,0
9043,1969,20251216,1113,7,26,0,BKG-004551,TICK-009043,ITI-004551,294000,0,32000,326000,33,0
9044,1969,20251216,1113,8,26,0,BKG-004551,TICK-009044,ITI-004551,155000,0,17000,172000,17,0
9045,48,20250628,2135,18,48,1,BKG-004552,TICK-009045,ITI-004552,396000,20000,41000,417000,42,0
9046,48,20250628,2135,19,48,1,BKG-004552,TICK-009046,ITI-004552,151000,8000,16000,159000,16,0
9047,4684,20250907,1816,2,48,0,BKG-004553,TICK-009047,ITI-004553,74000,0,8000,82000,8,0
9048,4556,20250602,1942,1,45,0,BKG-004554,TICK-009048,ITI-004554,198000,0,22000,220000,22,0
9049,1155,20250813,1923,18,32,0,BKG-004555,TICK-009049,ITI-004555,196000,0,22000,218000,22,0
9050,4600,20250228,1018,29,37,1,BKG-004556,TICK-009050,ITI-004556,223000,11000,23000,235000,24,0
9051,4600,20250228,1018,20,37,1,BKG-004556,TICK-009051,ITI-004556,186000,9000,19000,196000,20,0
9052,3166,20250311,1531,13,28,1,BKG-004557,TICK-009052,ITI-004557,135000,7000,14000,142000,14,0
9053,3166,20250311,1531,14,28,1,BKG-004557,TICK-009053,ITI-004557,229000,11000,24000,242000,24,0
9054,3166,20250311,1531,29,28,1,BKG-004557,TICK-009054,ITI-004557,376000,19000,39000,396000,40,0
9055,4142,20250823,1000,2,21,0,BKG-004558,TICK-009055,ITI-004558,100000,0,11000,111000,11,0
9056,2150,20251207,1851,18,28,2,BKG-004559,TICK-009056,ITI-004559,294000,29000,29000,294000,29,0
9057,2150,20251207,1851,19,28,2,BKG-004559,TICK-009057,ITI-004559,90000,9000,9000,90000,9,0
9058,2150,20251207,1851,30,28,2,BKG-004559,TICK-009058,ITI-004559,422000,42000,42000,422000,42,0
9059,4263,20250606,711,2,28,0,BKG-004560,TICK-009059,ITI-004560,89000,0,10000,99000,10,0
9060,4263,20250606,711,3,28,0,BKG-004560,TICK-009060,ITI-004560,83000,0,9000,92000,9,0
9061,4287,20250711,1533,13,48,2,BKG-004561,TICK-009061,ITI-004561,202000,20000,20000,202000,20,0
9062,4287,20250711,1533,14,48,2,BKG-004561,TICK-009062,ITI-004561,275000,28000,27000,274000,27,0
9063,1016,20250731,1330,13,45,0,BKG-004562,TICK-009063,ITI-004562,168000,0,18000,186000,19,0
9064,1016,20250731,1330,14,45,0,BKG-004562,TICK-009064,ITI-004562,229000,0,25000,254000,25,0
9065,1016,20250731,1330,29,45,0,BKG-004562,TICK-009065,ITI-004562,223000,0,25000,248000,25,0
9066,1057,20250330,727,11,36,1,BKG-004563,TICK-009066,ITI-004563,218000,11000,23000,230000,23,0
9067,1057,20250330,727,12,36,1,BKG-004563,TICK-009067,ITI-004563,88000,4000,9000,93000,9,0
9068,3907,20250113,1253,2,29,0,BKG-004564,TICK-009068,ITI-004564,59000,0,6000,65000,6,0
9069,1613,20251215,2058,7,26,0,BKG-004565,TICK-009069,ITI-004565,294000,0,32000,326000,33,0
9070,1613,20251215,2058,8,26,0,BKG-004565,TICK-009070,ITI-004565,155000,0,17000,172000,17,0
9071,1613,20251215,2058,9,26,0,BKG-004565,TICK-009071,ITI-004565,199000,0,22000,221000,22,0
9072,3098,20251123,749,4,38,0,BKG-004566,TICK-009072,ITI-004566,266000,0,29000,295000,30,0
9073,4429,20250703,1930,25,28,1,BKG-004567,TICK-009073,ITI-004567,257000,13000,27000,271000,27,0
9074,4429,20250703,1930,26,28,1,BKG-004567,TICK-009074,ITI-004567,188000,9000,20000,199000,20,0
9075,2109,20250330,1306,28,47,0,BKG-004568,TICK-009075,ITI-004568,237000,0,26000,263000,26,0
9076,384,20250622,747,6,45,3,BKG-004569,TICK-009076,ITI-004569,98000,5000,10000,103000,10,10
9077,267,20250616,1200,2,48,1,BKG-004570,TICK-009077,ITI-004570,71000,4000,7000,74000,7,0
9078,267,20250616,1200,3,48,1,BKG-004570,TICK-009078,ITI-004570,104000,5000,11000,110000,11,0
9079,267,20250616,1200,4,48,1,BKG-004570,TICK-009079,ITI-004570,266000,13000,28000,281000,28,0
9080,1183,20250415,1517,19,18,1,BKG-004571,TICK-009080,ITI-004571,75000,4000,8000,79000,8,0
9081,1183,20250415,1517,30,18,1,BKG-004571,TICK-009081,ITI-004571,474000,24000,50000,500000,50,0
9082,1183,20250415,1517,25,18,1,BKG-004571,TICK-009082,ITI-004571,214000,11000,22000,225000,22,0
9083,3450,20251214,802,23,43,0,BKG-004572,TICK-009083,ITI-004572,223000,0,25000,248000,25,0
9084,3786,20250529,823,26,6,0,BKG-004573,TICK-009084,ITI-004573,111000,0,12000,123000,12,0
9085,3786,20250529,823,5,6,0,BKG-004573,TICK-009085,ITI-004573,407000,0,45000,452000,45,0
9086,3346,20251026,929,12,40,0,BKG-004574,TICK-009086,ITI-004574,110000,0,12000,122000,12,20
9087,3346,20251026,929,13,40,0,BKG-004574,TICK-009087,ITI-004574,168000,0,18000,186000,19,0
9088,600,20241219,1027,29,46,0,BKG-004575,TICK-009088,ITI-004575,223000,0,25000,248000,25,0
9089,2510,20250217,1141,5,46,0,BKG-004576,TICK-009089,ITI-004576,271000,0,30000,301000,30,0
9090,2510,20250217,1141,6,46,0,BKG-004576,TICK-009090,ITI-004576,102000,0,11000,113000,11,0
9091,4808,20250718,1444,2,10,0,BKG-004577,TICK-009091,ITI-004577,120000,0,13000,133000,13,0
9092,4808,20250718,1444,3,10,0,BKG-004577,TICK-009092,ITI-004577,104000,0,11000,115000,12,0
9093,2978,20250222,1813,30,28,0,BKG-004578,TICK-009093,ITI-004578,281000,0,31000,312000,31,0
9094,2365,20250509,1924,20,36,0,BKG-004579,TICK-009094,ITI-004579,178000,0,20000,198000,20,0
9095,4899,20250328,1939,11,33,0,BKG-004580,TICK-009095,ITI-004580,218000,0,24000,242000,24,0
9096,4899,20250328,1939,12,33,0,BKG-004580,TICK-009096,ITI-004580,88000,0,10000,98000,10,0
9097,4833,20251126,753,15,48,0,BKG-004581,TICK-009097,ITI-004581,226000,0,25000,251000,25,0
9098,4833,20251126,753,16,48,0,BKG-004581,TICK-009098,ITI-004581,350000,0,38000,388000,39,0
9099,2560,20251203,1800,23,44,0,BKG-004582,TICK-009099,ITI-004582,223000,0,25000,248000,25,0
9100,4677,20250119,1700,3,9,0,BKG-004583,TICK-009100,ITI-004583,87000,0,10000,97000,10,0
9101,457,20251117,1801,17,1,0,BKG-004584,TICK-009101,ITI-004584,68000,0,7000,75000,8,0
9102,457,20251117,1801,18,1,0,BKG-004584,TICK-009102,ITI-004584,196000,0,22000,218000,22,0
9103,457,20251117,1801,19,1,0,BKG-004584,TICK-009103,ITI-004584,75000,0,8000,83000,8,0
9104,4504,20250418,1159,21,45,3,BKG-004585,TICK-009104,ITI-004585,156000,8000,16000,164000,16,0
9105,4504,20250418,1159,22,45,3,BKG-004585,TICK-009105,ITI-004585,148000,7000,16000,157000,16,0
9106,4504,20250418,1159,23,45,3,BKG-004585,TICK-009106,ITI-004585,251000,13000,26000,264000,26,0
9107,4551,20251021,1221,12,35,3,BKG-004586,TICK-009107,ITI-004586,110000,6000,11000,115000,12,0
9108,202,20251028,953,9,33,0,BKG-004587,TICK-009108,ITI-004587,207000,0,23000,230000,23,10
9109,582,20250707,1854,19,38,0,BKG-004588,TICK-009109,ITI-004588,112000,0,12000,124000,12,0
9110,3010,20250604,1944,21,36,0,BKG-004589,TICK-009110,ITI-004589,187000,0,21000,208000,21,0
9111,3010,20250604,1944,22,36,0,BKG-004589,TICK-009111,ITI-004589,222000,0,24000,246000,25,0
9112,4875,20250529,1938,2,1,0,BKG-004590,TICK-009112,ITI-004590,120000,0,13000,133000,13,0
9113,4875,20250529,1938,3,1,0,BKG-004590,TICK-009113,ITI-004590,83000,0,9000,92000,9,0
9114,1940,20250116,1236,17,5,2,BKG-004591,TICK-009114,ITI-004591,55000,6000,5000,54000,5,0
9115,1940,20250116,1236,18,5,2,BKG-004591,TICK-009115,ITI-004591,196000,20000,19000,195000,20,0
9116,928,20251009,1336,12,10,0,BKG-004592,TICK-009116,ITI-004592,110000,0,12000,122000,12,0
9117,1700,20250209,705,22,45,0,BKG-004593,TICK-009117,ITI-004593,148000,0,16000,164000,16,0
9118,1700,20250209,705,23,45,0,BKG-004593,TICK-009118,ITI-004593,251000,0,28000,279000,28,0
9119,1700,20250209,705,24,45,0,BKG-004593,TICK-009119,ITI-004593,232000,0,26000,258000,26,0
9120,3354,20251201,959,24,12,0,BKG-004594,TICK-009120,ITI-004594,348000,0,38000,386000,39,0
9121,4207,20251107,1314,13,12,0,BKG-004595,TICK-009121,ITI-004595,135000,0,15000,150000,15,0
9122,4207,20251107,1314,14,12,0,BKG-004595,TICK-009122,ITI-004595,386000,0,42000,428000,43,0
9123,4207,20251107,1314,15,12,0,BKG-004595,TICK-009123,ITI-004595,140000,0,15000,155000,16,0
9124,3779,20250620,1437,2,36,0,BKG-004596,TICK-009124,ITI-004596,71000,0,8000,79000,8,0
9125,3779,20250620,1437,3,36,0,BKG-004596,TICK-009125,ITI-004596,104000,0,11000,115000,12,0
9126,3779,20250620,1437,4,36,0,BKG-004596,TICK-009126,ITI-004596,197000,0,22000,219000,22,0
9127,4162,20250717,1453,19,8,0,BKG-004597,TICK-009127,ITI-004597,75000,0,8000,83000,8,0
9128,2929,20250817,1701,14,23,1,BKG-004598,TICK-009128,ITI-004598,229000,11000,24000,242000,24,0
9129,4525,20250705,736,24,25,0,BKG-004599,TICK-009129,ITI-004599,279000,0,31000,310000,31,0
9130,4525,20250705,736,25,25,0,BKG-004599,TICK-009130,ITI-004599,433000,0,48000,481000,48,0
9131,4648,20241215,1652,13,17,2,BKG-004600,TICK-009131,ITI-004600,135000,14000,13000,134000,13,0
9132,4648,20241215,1652,14,17,2,BKG-004600,TICK-009132,ITI-004600,229000,23000,23000,229000,23,0
9133,3084,20251126,2104,24,11,1,BKG-004601,TICK-009133,ITI-004601,348000,17000,36000,367000,37,0
9134,3549,20250505,805,14,10,0,BKG-004602,TICK-009134,ITI-004602,229000,0,25000,254000,25,10
9135,3549,20250505,805,29,10,0,BKG-004602,TICK-009135,ITI-004602,278000,0,31000,309000,31,0
9136,3549,20250505,805,30,10,0,BKG-004602,TICK-009136,ITI-004602,281000,0,31000,312000,31,0
9137,2172,20250618,1732,23,36,1,BKG-004603,TICK-009137,ITI-004603,301000,15000,31000,317000,32,0
9138,2416,20251114,1802,20,32,0,BKG-004604,TICK-009138,ITI-004604,178000,0,20000,198000,20,0
