loyalty_transaction_sk,passenger_sk,transaction_date_sk,transaction_time_sk,loyalty_transaction_type_sk,loyalty_transaction_id,reference_id,points_transacted,points_balance_after
5502,3789,20250418,900,1,LTX-0005502,BKG-009895,32,32
5503,3789,20250619,900,1,LTX-0005503,BKG-010638,59,91
5504,3789,20250619,1800,2,LTX-0005504,BKG-010638,-20,71
5505,3789,20251021,900,1,LTX-0005505,BKG-001515,47,118
5506,3789,20251204,900,1,LTX-0005506,BKG-005133,36,154
5507,3789,20251204,1800,2,LTX-0005507,BKG-005133,-20,134
5508,1220,20250101,900,1,LTX-0005508,BKG-010723,32,32
5509,1220,20250101,1800,2,LTX-0005509,BKG-010723,-20,12
5510,1220,20250613,900,1,LTX-0005510,BKG-008274,53,65
5511,1220,20251003,900,1,LTX-0005511,BKG-004785,36,101
5512,1220,20251030,900,1,LTX-0005512,BKG-001518,56,157
5513,1307,20250305,900,1,LTX-0005513,BKG-001519,58,58
5514,1307,20250321,900,1,LTX-0005514,BKG-009609,74,132
5515,1307,20250905,900,1,LTX-0005515,BKG-008335,51,183
5516,4770,20250314,900,1,LTX-0005516,BKG-001520,49,49
5517,4770,20250511,900,1,LTX-0005517,BKG-001944,10,59
5518,4770,20250607,900,1,LTX-0005518,BKG-011199,36,95
5519,4770,20251213,900,1,LTX-0005519,BKG-003377,12,107
5520,891,20241215,900,1,LTX-0005520,BKG-008324,40,40
5521,891,20241221,900,1,LTX-0005521,BKG-003147,9,49
5522,892,20250607,900,1,LTX-0005522,BKG-001652,39,88
5523,892,20250922,900,1,LTX-0005523,BKG-001521,66,154
5524,3270,20250421,900,1,LTX-0005524,BKG-001522,37,37
5525,3270,20250516,900,1,LTX-0005525,BKG-004268,74,111
5526,3270,20250807,900,1,LTX-0005526,BKG-004694,53,164
5527,938,20250324,900,1,LTX-0005527,BKG-006750,8,8
5528,938,20250426,900,1,LTX-0005528,BKG-006773,30,38
5529,938,20250731,900,1,LTX-0005529,BKG-001525,34,72
5530,938,20250820,900,1,LTX-0005530,BKG-005948,34,106
5531,938,20250912,900,1,LTX-0005531,BKG-002960,6,112
5532,938,20250916,900,1,LTX-0005532,BKG-009529,51,163
5533,938,20251110,900,1,LTX-0005533,BKG-008029,9,172
5534,938,20251110,1800,2,LTX-0005534,BKG-008029,-10,162
5535,938,20251111,900,1,LTX-0005535,BKG-007384,34,196
5536,938,20251203,900,1,LTX-0005536,BKG-009589,36,232
5537,3967,20250228,900,1,LTX-0005537,BKG-001526,70,70
5538,3351,20250814,900,1,LTX-0005538,BKG-004502,66,66
5539,3351,20250814,1800,2,LTX-0005539,BKG-004502,-30,36
5540,3351,20250915,900,1,LTX-0005540,BKG-010220,76,112
5541,3351,20251130,900,1,LTX-0005541,BKG-001527,75,187
5542,4850,20250530,900,1,LTX-0005542,BKG-001528,15,15
5543,4850,20250622,900,1,LTX-0005543,BKG-002430,52,67
5544,4851,20251221,900,1,LTX-0005544,BKG-009518,23,90
5545,63,20250429,900,1,LTX-0005545,BKG-001531,13,13
5546,63,20250615,900,1,LTX-0005546,BKG-008288,29,42
5547,63,20250615,1800,2,LTX-0005547,BKG-008288,-20,22
5548,63,20250629,900,1,LTX-0005548,BKG-006472,39,61
5549,63,20251010,900,1,LTX-0005549,BKG-004418,75,136
5550,425,20250223,900,1,LTX-0005550,BKG-006445,31,31
5551,425,20250602,900,1,LTX-0005551,BKG-001550,60,91
5552,425,20250604,900,1,LTX-0005552,BKG-009000,42,133
5553,425,20250728,900,1,LTX-0005553,BKG-002419,69,202
5554,425,20250802,900,1,LTX-0005554,BKG-001532,36,238
5555,526,20250110,900,1,LTX-0005555,BKG-007361,73,73
5556,526,20250627,900,1,LTX-0005556,BKG-001534,81,154
5557,526,20250714,900,1,LTX-0005557,BKG-009575,65,219
5558,526,20250714,1800,2,LTX-0005558,BKG-009575,-10,209
5559,526,20251127,900,1,LTX-0005559,BKG-006996,79,288
5560,4892,20250114,900,1,LTX-0005560,BKG-002142,13,13
5561,4892,20250522,900,1,LTX-0005561,BKG-001535,48,61
5562,4892,20250522,1800,2,LTX-0005562,BKG-001535,-10,51
5563,4892,20250905,900,1,LTX-0005563,BKG-003180,12,63
5564,4892,20250905,1800,2,LTX-0005564,BKG-003180,-20,43
5565,4892,20250912,900,1,LTX-0005565,BKG-007818,15,58
5566,4892,20250928,900,1,LTX-0005566,BKG-004369,38,96
5567,2570,20250903,900,1,LTX-0005567,BKG-001536,39,39
5568,4003,20250420,900,1,LTX-0005568,BKG-005251,17,17
5569,4003,20250615,900,1,LTX-0005569,BKG-004945,70,87
5570,4003,20250820,900,1,LTX-0005570,BKG-001537,33,120
5571,4004,20251110,900,1,LTX-0005571,BKG-008532,40,160
5572,1238,20250527,900,1,LTX-0005572,BKG-001539,31,31
5573,1238,20251207,900,1,LTX-0005573,BKG-002543,19,50
5574,1238,20251207,1800,2,LTX-0005574,BKG-002543,-30,20
5575,3705,20250711,900,1,LTX-0005575,BKG-001541,37,37
5576,3705,20251016,900,1,LTX-0005576,BKG-003849,52,89
5577,28,20241210,900,1,LTX-0005577,BKG-002236,30,30
5578,28,20241210,1800,2,LTX-0005578,BKG-002236,-30,0
5579,28,20250610,900,1,LTX-0005579,BKG-001842,18,18
5580,28,20250702,900,1,LTX-0005580,BKG-006087,54,72
5581,28,20250702,1800,2,LTX-0005581,BKG-006087,-30,42
5582,28,20251124,900,1,LTX-0005582,BKG-001542,41,83
5583,28,20251124,1800,2,LTX-0005583,BKG-001542,-30,53
5584,1097,20250221,900,1,LTX-0005584,BKG-005111,25,25
5585,1097,20250522,900,1,LTX-0005585,BKG-001543,32,57
5586,1097,20251028,900,1,LTX-0005586,BKG-003448,62,119
5587,1097,20251028,1800,2,LTX-0005587,BKG-003448,-30,89
5588,4453,20250714,900,1,LTX-0005588,BKG-006756,48,48
5589,4453,20250910,900,1,LTX-0005589,BKG-008258,75,123
5590,4453,20251021,900,1,LTX-0005590,BKG-001545,6,129
5591,3590,20250225,900,1,LTX-0005591,BKG-009457,65,65
5592,3590,20250512,900,1,LTX-0005592,BKG-006266,49,114
5593,3590,20250512,1800,2,LTX-0005593,BKG-006266,-20,94
5594,3590,20250628,900,1,LTX-0005594,BKG-001546,11,105
5595,3590,20250714,900,1,LTX-0005595,BKG-007226,46,151
5596,3590,20250926,900,1,LTX-0005596,BKG-007918,56,207
5597,3590,20251011,900,1,LTX-0005597,BKG-003223,37,244
5598,3590,20251205,900,1,LTX-0005598,BKG-008188,33,277
5599,3809,20250522,900,1,LTX-0005599,BKG-001547,46,46
5600,3809,20251118,900,1,LTX-0005600,BKG-002938,35,81
5601,3809,20251123,900,1,LTX-0005601,BKG-012425,40,121
5602,4883,20250509,900,1,LTX-0005602,BKG-008997,47,47
5603,4883,20250623,900,1,LTX-0005603,BKG-005178,21,68
5604,4884,20251115,900,1,LTX-0005604,BKG-001549,35,103
5605,4884,20251129,900,1,LTX-0005605,BKG-012322,57,160
5606,675,20250217,900,1,LTX-0005606,BKG-011955,27,27
5607,675,20250514,900,1,LTX-0005607,BKG-005964,49,76
5608,675,20250527,900,1,LTX-0005608,BKG-001552,58,134
5609,676,20251207,900,1,LTX-0005609,BKG-006407,82,216
5610,1396,20250103,900,1,LTX-0005610,BKG-004002,36,36
5611,1396,20250328,900,1,LTX-0005611,BKG-001553,44,80
5612,1396,20250531,900,1,LTX-0005612,BKG-006881,36,116
5613,1396,20251019,900,1,LTX-0005613,BKG-009544,11,127
5614,1396,20251214,900,1,LTX-0005614,BKG-008346,47,174
5615,104,20250616,900,1,LTX-0005615,BKG-003954,62,62
5616,104,20251108,900,1,LTX-0005616,BKG-001554,28,90
5617,3183,20250201,900,1,LTX-0005617,BKG-008743,30,30
5618,3183,20250706,900,1,LTX-0005618,BKG-011194,50,80
5619,3183,20250723,900,1,LTX-0005619,BKG-001555,63,143
5620,3183,20250823,900,1,LTX-0005620,BKG-005166,41,184
5621,1993,20250501,900,1,LTX-0005621,BKG-006824,24,24
5622,1993,20250531,900,1,LTX-0005622,BKG-003390,10,34
5623,1993,20250613,900,1,LTX-0005623,BKG-001557,48,82
5624,1993,20250622,900,1,LTX-0005624,BKG-010009,66,148
5625,1993,20250703,900,1,LTX-0005625,BKG-011264,50,198
5626,1993,20250703,1800,2,LTX-0005626,BKG-011264,-10,188
5627,1993,20250926,900,1,LTX-0005627,BKG-002954,36,224
5628,1936,20241231,900,1,LTX-0005628,BKG-011063,79,79
5629,1936,20250110,900,1,LTX-0005629,BKG-001558,23,102
5630,1936,20250110,1800,2,LTX-0005630,BKG-001558,-10,92
5631,1936,20250521,900,1,LTX-0005631,BKG-010180,77,169
5632,1936,20250720,900,1,LTX-0005632,BKG-009405,13,182
5633,1936,20250813,900,1,LTX-0005633,BKG-006606,25,207
5634,1026,20250821,900,1,LTX-0005634,BKG-008577,23,23
5635,1026,20251129,900,1,LTX-0005635,BKG-001559,48,71
5636,1026,20251129,1800,2,LTX-0005636,BKG-001559,-30,41
5637,826,20250319,900,1,LTX-0005637,BKG-005337,32,32
5638,826,20250517,900,1,LTX-0005638,BKG-008022,31,63
5639,826,20251013,900,1,LTX-0005639,BKG-007953,30,93
5640,827,20251119,900,1,LTX-0005640,BKG-001561,62,155
5641,827,20251119,1800,2,LTX-0005641,BKG-001561,-20,135
5642,856,20250206,900,1,LTX-0005642,BKG-005536,54,54
5643,856,20250509,900,1,LTX-0005643,BKG-007553,38,92
5644,856,20250509,1800,2,LTX-0005644,BKG-007553,-10,82
5645,856,20250613,900,1,LTX-0005645,BKG-011215,44,126
5646,856,20250621,900,1,LTX-0005646,BKG-005075,42,168
5647,856,20250701,900,1,LTX-0005647,BKG-008598,66,234
5648,856,20250701,1800,2,LTX-0005648,BKG-008598,-10,224
5649,856,20250702,900,1,LTX-0005649,BKG-005409,72,296
5650,856,20250703,900,1,LTX-0005650,BKG-001562,56,352
5651,3730,20250119,900,1,LTX-0005651,BKG-004459,63,63
5652,3730,20250817,900,1,LTX-0005652,BKG-001563,15,78
5653,4314,20250812,900,1,LTX-0005653,BKG-012092,51,51
5654,4314,20250907,900,1,LTX-0005654,BKG-008143,13,64
5655,4314,20250928,900,1,LTX-0005655,BKG-010529,18,82
5656,4314,20251202,900,1,LTX-0005656,BKG-001565,75,157
5657,4314,20251204,900,1,LTX-0005657,BKG-005238,25,182
5658,3028,20250103,900,1,LTX-0005658,BKG-004157,34,34
5659,3028,20250103,1800,2,LTX-0005659,BKG-004157,-20,14
5660,3028,20250305,900,1,LTX-0005660,BKG-004187,73,87
5661,3028,20250512,900,1,LTX-0005661,BKG-010307,12,99
5662,3028,20250711,900,1,LTX-0005662,BKG-001566,30,129
5663,3028,20251211,900,1,LTX-0005663,BKG-010497,22,151
5664,1945,20241223,900,1,LTX-0005664,BKG-005222,34,34
5665,1945,20241223,1800,2,LTX-0005665,BKG-005222,-20,14
5666,1945,20250518,900,1,LTX-0005666,BKG-001567,63,77
5667,4309,20241226,900,1,LTX-0005667,BKG-008174,42,42
5668,4309,20250621,900,1,LTX-0005668,BKG-010525,72,114
5669,4309,20251130,900,1,LTX-0005669,BKG-001568,35,149
5670,2320,20250203,900,1,LTX-0005670,BKG-001576,76,76
5671,2320,20250203,1800,2,LTX-0005671,BKG-001576,-30,46
5672,2320,20250513,900,1,LTX-0005672,BKG-002249,10,56
5673,2320,20250513,1800,2,LTX-0005673,BKG-002249,-20,36
5674,527,20250630,900,1,LTX-0005674,BKG-010018,19,19
5675,527,20251108,900,1,LTX-0005675,BKG-001578,60,79
5676,1679,20251119,900,1,LTX-0005676,BKG-001579,39,39
5677,4662,20241229,900,1,LTX-0005677,BKG-001581,45,45
5678,4662,20250117,900,1,LTX-0005678,BKG-008269,31,76
5679,4662,20250320,900,1,LTX-0005679,BKG-010830,50,126
5680,4662,20250521,900,1,LTX-0005680,BKG-009362,26,152
5681,4662,20250524,900,1,LTX-0005681,BKG-007350,32,184
5682,37,20250323,900,1,LTX-0005682,BKG-001583,31,31
5683,37,20250612,900,1,LTX-0005683,BKG-010432,39,70
5684,37,20250704,900,1,LTX-0005684,BKG-006375,51,121
5685,37,20251203,900,1,LTX-0005685,BKG-003715,64,185
5686,37,20251204,900,1,LTX-0005686,BKG-008432,36,221
5687,4213,20250424,900,1,LTX-0005687,BKG-001585,50,50
5688,1196,20250825,900,1,LTX-0005688,BKG-004167,29,29
5689,1196,20250918,900,1,LTX-0005689,BKG-001586,48,77
5690,1196,20250920,900,1,LTX-0005690,BKG-003276,47,124
5691,3112,20241225,900,1,LTX-0005691,BKG-004300,34,34
5692,3112,20250514,900,1,LTX-0005692,BKG-001587,56,90
5693,3112,20250613,900,1,LTX-0005693,BKG-009433,52,142
5694,3112,20250628,900,1,LTX-0005694,BKG-008892,28,170
5695,3112,20250718,900,1,LTX-0005695,BKG-009668,38,208
5696,3113,20250907,900,1,LTX-0005696,BKG-010992,72,280
5697,3113,20250926,900,1,LTX-0005697,BKG-012342,74,354
5698,3113,20251217,900,1,LTX-0005698,BKG-008852,64,418
5699,4733,20241212,900,1,LTX-0005699,BKG-001588,64,64
5700,4733,20250125,900,1,LTX-0005700,BKG-003389,66,130
5701,4733,20250125,1800,2,LTX-0005701,BKG-003389,-30,100
5702,4734,20250713,900,1,LTX-0005702,BKG-002084,40,140
5703,4305,20250530,900,1,LTX-0005703,BKG-007313,74,74
5704,4305,20250618,900,1,LTX-0005704,BKG-001594,9,83
5705,1258,20250326,900,1,LTX-0005705,BKG-006471,10,10
5706,1258,20250919,900,1,LTX-0005706,BKG-001595,26,36
5707,1258,20250922,900,1,LTX-0005707,BKG-003497,26,62
5708,1258,20251124,900,1,LTX-0005708,BKG-001715,30,92
5709,641,20250501,900,1,LTX-0005709,BKG-008915,35,35
5710,641,20250630,900,1,LTX-0005710,BKG-004298,41,76
5711,641,20250806,900,1,LTX-0005711,BKG-005446,56,132
5712,641,20250806,1800,2,LTX-0005712,BKG-005446,-20,112
5713,641,20250808,900,1,LTX-0005713,BKG-001596,18,130
5714,2610,20250312,900,1,LTX-0005714,BKG-001597,63,63
5715,2610,20250312,1800,2,LTX-0005715,BKG-001597,-30,33
5716,2610,20250601,900,1,LTX-0005716,BKG-002952,37,70
5717,2610,20250608,900,1,LTX-0005717,BKG-002849,27,97
5718,2610,20250816,900,1,LTX-0005718,BKG-009257,16,113
5719,2864,20250510,900,1,LTX-0005719,BKG-005869,30,30
5720,2864,20250512,900,1,LTX-0005720,BKG-002792,74,104
5721,2864,20250516,900,1,LTX-0005721,BKG-010781,40,144
5722,2864,20250607,900,1,LTX-0005722,BKG-007766,24,168
5723,2864,20250701,900,1,LTX-0005723,BKG-009353,22,190
5724,2864,20250920,900,1,LTX-0005724,BKG-001598,46,236
5725,2864,20251004,900,1,LTX-0005725,BKG-012264,19,255
5726,2864,20251112,900,1,LTX-0005726,BKG-012356,12,267
5727,2864,20251113,900,1,LTX-0005727,BKG-005321,66,333
5728,237,20250417,900,1,LTX-0005728,BKG-006931,44,44
5729,237,20250517,900,1,LTX-0005729,BKG-009561,29,73
5730,237,20250704,900,1,LTX-0005730,BKG-005781,25,98
5731,237,20251213,900,1,LTX-0005731,BKG-001600,75,173
5732,1154,20250529,900,1,LTX-0005732,BKG-002177,37,37
5733,1154,20251018,900,1,LTX-0005733,BKG-001601,46,83
5734,1154,20251018,1800,2,LTX-0005734,BKG-001601,-20,63
5735,1541,20250416,900,1,LTX-0005735,BKG-003343,20,20
5736,1541,20250713,900,1,LTX-0005736,BKG-007682,22,42
5737,1541,20250716,900,1,LTX-0005737,BKG-001602,53,95
5738,1541,20250803,900,1,LTX-0005738,BKG-010726,28,123
5739,1541,20250803,1800,2,LTX-0005739,BKG-010726,-20,103
5740,1541,20250826,900,1,LTX-0005740,BKG-011830,40,143
5741,1541,20251206,900,1,LTX-0005741,BKG-004285,93,236
5742,228,20250917,900,1,LTX-0005742,BKG-003894,34,34
5743,228,20251003,900,1,LTX-0005743,BKG-001603,64,98
5744,228,20251208,900,1,LTX-0005744,BKG-007071,61,159
5745,4490,20250224,900,1,LTX-0005745,BKG-011096,57,57
5746,4490,20250224,1800,2,LTX-0005746,BKG-011096,-10,47
5747,4491,20250903,900,1,LTX-0005747,BKG-001604,46,93
5748,4491,20251120,900,1,LTX-0005748,BKG-005034,19,112
5749,4491,20251120,1800,2,LTX-0005749,BKG-005034,-20,92
5750,4491,20251201,900,1,LTX-0005750,BKG-003478,43,135
5751,3733,20250129,900,1,LTX-0005751,BKG-001607,40,40
5752,3733,20250129,1800,2,LTX-0005752,BKG-001607,-10,30
5753,3733,20250429,900,1,LTX-0005753,BKG-006873,36,66
5754,3733,20250907,900,1,LTX-0005754,BKG-005176,51,117
5755,3733,20251122,900,1,LTX-0005755,BKG-010205,40,157
5756,3733,20251128,900,1,LTX-0005756,BKG-009509,66,223
5757,655,20250510,900,1,LTX-0005757,BKG-006278,31,31
5758,655,20250531,900,1,LTX-0005758,BKG-012058,26,57
5759,655,20250620,900,1,LTX-0005759,BKG-001608,85,142
5760,655,20250910,900,1,LTX-0005760,BKG-004931,10,152
5761,3926,20250524,900,1,LTX-0005761,BKG-009854,20,20
5762,3927,20251019,900,1,LTX-0005762,BKG-001609,63,83
5763,3927,20251019,900,1,LTX-0005763,BKG-004652,14,97
5764,3927,20251127,900,1,LTX-0005764,BKG-009531,18,115
5765,570,20250415,900,1,LTX-0005765,BKG-009403,6,6
5766,570,20250630,900,1,LTX-0005766,BKG-009045,75,81
5767,570,20250710,900,1,LTX-0005767,BKG-001614,35,116
5768,570,20250710,1800,2,LTX-0005768,BKG-001614,-10,106
5769,570,20251111,900,1,LTX-0005769,BKG-003322,35,141
5770,570,20251111,900,1,LTX-0005770,BKG-006819,51,192
5771,2314,20250409,900,1,LTX-0005771,BKG-010980,26,26
5772,2314,20250409,1800,2,LTX-0005772,BKG-010980,-20,6
5773,2314,20250427,900,1,LTX-0005773,BKG-001616,16,22
5774,2314,20250812,900,1,LTX-0005774,BKG-011156,24,46
5775,2314,20250822,900,1,LTX-0005775,BKG-010521,18,64
5776,3974,20250117,900,1,LTX-0005776,BKG-001617,24,24
5777,3974,20250712,900,1,LTX-0005777,BKG-010274,32,56
5778,3975,20251109,900,1,LTX-0005778,BKG-003943,40,96
5779,4808,20241226,900,1,LTX-0005779,BKG-001618,30,30
5780,4808,20250106,900,1,LTX-0005780,BKG-002240,32,62
5781,4808,20250606,900,1,LTX-0005781,BKG-004616,58,120
5782,4808,20250717,900,1,LTX-0005782,BKG-008664,30,150
5783,4808,20250718,900,1,LTX-0005783,BKG-004577,25,175
5784,4808,20250904,900,1,LTX-0005784,BKG-001856,39,214
5785,4809,20251114,900,1,LTX-0005785,BKG-008231,20,234
5786,4252,20250611,900,1,LTX-0005786,BKG-001801,43,43
5787,4252,20251007,900,1,LTX-0005787,BKG-001620,16,59
5788,4252,20251116,900,1,LTX-0005788,BKG-004719,11,70
5789,293,20250206,900,1,LTX-0005789,BKG-001623,47,47
5790,293,20250507,900,1,LTX-0005790,BKG-011463,60,107
5791,293,20250524,900,1,LTX-0005791,BKG-004368,31,138
5792,293,20251104,900,1,LTX-0005792,BKG-005993,56,194
5793,293,20251110,900,1,LTX-0005793,BKG-006925,36,230
5794,293,20251110,1800,2,LTX-0005794,BKG-006925,-20,210
5795,959,20250204,900,1,LTX-0005795,BKG-005024,21,21
5796,959,20250615,900,1,LTX-0005796,BKG-008130,50,71
5797,959,20250924,900,1,LTX-0005797,BKG-001624,76,147
5798,3455,20250303,900,1,LTX-0005798,BKG-007808,55,55
5799,3456,20250702,900,1,LTX-0005799,BKG-005681,7,62
5800,3456,20250709,900,1,LTX-0005800,BKG-004815,58,120
5801,3456,20250906,900,1,LTX-0005801,BKG-007013,56,176
5802,3456,20250907,900,1,LTX-0005802,BKG-004350,25,201
5803,3456,20250929,900,1,LTX-0005803,BKG-001625,60,261
5804,3456,20251127,900,1,LTX-0005804,BKG-001759,40,301
5805,1107,20250618,900,1,LTX-0005805,BKG-010867,9,9
5806,1108,20251101,900,1,LTX-0005806,BKG-001626,23,32
5807,1108,20251115,900,1,LTX-0005807,BKG-002458,45,77
5808,105,20241222,900,1,LTX-0005808,BKG-010355,28,28
5809,105,20251110,900,1,LTX-0005809,BKG-001628,51,79
5810,105,20251110,1800,2,LTX-0005810,BKG-001628,-30,49
5811,51,20250124,900,1,LTX-0005811,BKG-009462,44,44
5812,51,20250219,900,1,LTX-0005812,BKG-001629,31,75
5813,51,20250222,900,1,LTX-0005813,BKG-007221,69,144
5814,2034,20250309,900,1,LTX-0005814,BKG-006292,63,63
5815,2034,20250705,900,1,LTX-0005815,BKG-001630,20,83
5816,2034,20251117,900,1,LTX-0005816,BKG-010000,16,99
5817,2034,20251120,900,1,LTX-0005817,BKG-003870,20,119
5818,4597,20250601,900,1,LTX-0005818,BKG-012007,36,36
5819,4597,20250818,900,1,LTX-0005819,BKG-001631,62,98
5820,4597,20250821,900,1,LTX-0005820,BKG-002499,45,143
5821,4597,20251203,900,1,LTX-0005821,BKG-010026,72,215
5822,3757,20250624,900,1,LTX-0005822,BKG-001632,52,52
5823,3757,20250704,900,1,LTX-0005823,BKG-010038,44,96
5824,3757,20250718,900,1,LTX-0005824,BKG-005914,42,138
5825,3269,20241228,900,1,LTX-0005825,BKG-001634,71,71
5826,3269,20241228,1800,2,LTX-0005826,BKG-001634,-10,61
5827,3269,20250621,900,1,LTX-0005827,BKG-006331,77,138
5828,3269,20250918,900,1,LTX-0005828,BKG-002895,48,186
5829,180,20241226,900,1,LTX-0005829,BKG-011430,84,84
5830,180,20250415,900,1,LTX-0005830,BKG-003514,59,143
5831,180,20250621,900,1,LTX-0005831,BKG-003879,87,230
5832,180,20250622,900,1,LTX-0005832,BKG-001637,41,271
5833,180,20250714,900,1,LTX-0005833,BKG-009583,42,313
5834,180,20250714,1800,2,LTX-0005834,BKG-009583,-30,283
5835,180,20250804,900,1,LTX-0005835,BKG-004396,59,342
5836,180,20250918,900,1,LTX-0005836,BKG-007614,26,368
5837,87,20250119,900,1,LTX-0005837,BKG-010718,37,37
5838,87,20250121,900,1,LTX-0005838,BKG-007677,47,84
5839,87,20250410,900,1,LTX-0005839,BKG-009057,71,155
5840,87,20250601,900,1,LTX-0005840,BKG-010941,49,204
5841,87,20250618,900,1,LTX-0005841,BKG-006942,86,290
5842,87,20250618,1800,2,LTX-0005842,BKG-006942,-10,280
5843,87,20250707,900,1,LTX-0005843,BKG-001638,15,295
5844,155,20250502,900,1,LTX-0005844,BKG-007679,65,65
5845,155,20250503,900,1,LTX-0005845,BKG-001639,45,110
5846,155,20250523,900,1,LTX-0005846,BKG-004734,46,156
5847,156,20251108,900,1,LTX-0005847,BKG-005956,20,176
5848,1048,20250818,900,1,LTX-0005848,BKG-001640,63,63
5849,1048,20251021,900,1,LTX-0005849,BKG-009859,46,109
5850,3818,20250605,900,1,LTX-0005850,BKG-001641,30,30
5851,3818,20250625,900,1,LTX-0005851,BKG-011110,54,84
5852,3818,20250625,1800,2,LTX-0005852,BKG-011110,-10,74
5853,3818,20250907,900,1,LTX-0005853,BKG-001659,73,147
5854,662,20250512,900,1,LTX-0005854,BKG-011923,6,6
5855,662,20250902,900,1,LTX-0005855,BKG-001643,28,34
5856,662,20251101,900,1,LTX-0005856,BKG-010901,66,100
5857,1086,20250129,900,1,LTX-0005857,BKG-001644,67,67
5858,1086,20250402,900,1,LTX-0005858,BKG-005010,10,77
5859,1086,20251130,900,1,LTX-0005859,BKG-008919,21,98
5860,792,20250616,900,1,LTX-0005860,BKG-001645,37,37
5861,792,20250616,1800,2,LTX-0005861,BKG-001645,-10,27
5862,2411,20250809,900,1,LTX-0005862,BKG-003750,20,20
5863,2411,20251215,900,1,LTX-0005863,BKG-001646,43,63
5864,3309,20250123,900,1,LTX-0005864,BKG-001647,6,6
5865,3309,20250707,900,1,LTX-0005865,BKG-001649,57,63
5866,3309,20251203,900,1,LTX-0005866,BKG-006416,58,121
5867,3823,20241224,900,1,LTX-0005867,BKG-005012,68,68
5868,3823,20250207,900,1,LTX-0005868,BKG-011772,37,105
5869,3823,20250619,900,1,LTX-0005869,BKG-010292,119,224
5870,3823,20250709,900,1,LTX-0005870,BKG-001650,62,286
5871,3823,20250724,900,1,LTX-0005871,BKG-006329,8,294
5872,3823,20251112,900,1,LTX-0005872,BKG-007370,49,343
5873,3823,20251112,1800,2,LTX-0005873,BKG-007370,-20,323
5874,113,20241211,900,1,LTX-0005874,BKG-005308,18,18
5875,113,20250511,900,1,LTX-0005875,BKG-005284,47,65
5876,113,20250511,1800,2,LTX-0005876,BKG-005284,-30,35
5877,114,20251126,900,1,LTX-0005877,BKG-003033,18,53
5878,114,20251204,900,1,LTX-0005878,BKG-001651,48,101
5879,114,20251204,900,1,LTX-0005879,BKG-004384,40,141
5880,2380,20250424,900,1,LTX-0005880,BKG-009425,47,47
5881,2380,20250516,900,1,LTX-0005881,BKG-001653,39,86
5882,2380,20250531,900,1,LTX-0005882,BKG-009656,53,139
5883,2380,20250531,900,1,LTX-0005883,BKG-009867,33,172
5884,2380,20250612,900,1,LTX-0005884,BKG-003012,63,235
5885,2380,20250612,1800,2,LTX-0005885,BKG-003012,-30,205
5886,1699,20250526,900,1,LTX-0005886,BKG-009997,60,60
5887,1699,20251109,900,1,LTX-0005887,BKG-001655,41,101
5888,1024,20241225,900,1,LTX-0005888,BKG-001656,28,28
5889,1024,20250121,900,1,LTX-0005889,BKG-004807,33,61
5890,1024,20250610,900,1,LTX-0005890,BKG-008834,44,105
5891,1024,20250721,900,1,LTX-0005891,BKG-010098,62,167
5892,1024,20250810,900,1,LTX-0005892,BKG-006611,23,190
5893,4938,20250221,900,1,LTX-0005893,BKG-001658,74,74
5894,4938,20250523,900,1,LTX-0005894,BKG-005845,35,109
5895,4938,20250616,900,1,LTX-0005895,BKG-010162,33,142
5896,4938,20250726,900,1,LTX-0005896,BKG-006676,68,210
5897,2754,20250208,900,1,LTX-0005897,BKG-001660,81,81
5898,2754,20250615,900,1,LTX-0005898,BKG-006647,86,167
5899,2482,20250122,900,1,LTX-0005899,BKG-005357,53,53
5900,2482,20250815,900,1,LTX-0005900,BKG-001661,51,104
5901,2482,20250815,1800,2,LTX-0005901,BKG-001661,-20,84
5902,2482,20251127,900,1,LTX-0005902,BKG-006179,84,168
5903,2482,20251127,1800,2,LTX-0005903,BKG-006179,-20,148
5904,2482,20251210,900,1,LTX-0005904,BKG-004230,38,186
5905,2482,20251210,1800,2,LTX-0005905,BKG-004230,-10,176
5906,2355,20250616,900,1,LTX-0005906,BKG-001664,10,10
5907,2355,20250928,900,1,LTX-0005907,BKG-002994,38,48
5908,3068,20250811,900,1,LTX-0005908,BKG-005561,27,27
5909,3068,20250821,900,1,LTX-0005909,BKG-001911,56,83
5910,3068,20250913,900,1,LTX-0005910,BKG-001666,37,120
5911,3068,20251121,900,1,LTX-0005911,BKG-007307,38,158
5912,3068,20251203,900,1,LTX-0005912,BKG-008910,28,186
5913,1037,20250924,900,1,LTX-0005913,BKG-011271,42,42
5914,1037,20251117,900,1,LTX-0005914,BKG-001667,15,57
5915,1942,20250520,900,1,LTX-0005915,BKG-001670,56,56
5916,1942,20250520,1800,2,LTX-0005916,BKG-001670,-30,26
5917,1942,20250719,900,1,LTX-0005917,BKG-002129,51,77
5918,1942,20251212,900,1,LTX-0005918,BKG-002319,23,100
5919,4617,20250624,900,1,LTX-0005919,BKG-001672,22,22
5920,4617,20251220,900,1,LTX-0005920,BKG-008698,58,80
5921,695,20250217,900,1,LTX-0005921,BKG-004841,78,78
5922,695,20250523,900,1,LTX-0005922,BKG-001676,76,154
5923,695,20251111,900,1,LTX-0005923,BKG-009284,39,193
